Course Title,Course Info,Course Rating,Course Duration,Course Level,Source
Delivering Product Foundations,"Delivering Product Foundations
In this course, Exploring Delivering and
Evolving Product Foundations, you’ll learn the essential steps
must take to deliver a product that meets product-market fit.",Not applicable,1.83,Intermediate,Pluralsight
Build an Object Detection Solution with Microsoft Azure Custom Vision Service,"Build an Object Detection Solution with Microsoft Azure Custom Vision Service
The Microsoft cloud includes a collection of services that help you create advanced AI solutions. This course will teach you how to build an object detection solution with Azure Custom Vision.",Not applicable,0.6,Intermediate,Pluralsight
Microsoft Azure Solutions Architect: Implement a Workload Management Strategy,"Microsoft Azure Solutions Architect: Implement a Workload Management Strategy
Migrating and managing existing workloads in Azure can be overwhelming, but it doesn’t have to be. This course will teach you how to plan, migrate, and manage workloads in Microsoft Azure, a key skill measured in the AZ-303 exam.",Not applicable,1.33,Expert,Pluralsight
Introduction to the C# 9 Type System,"Introduction to the C# 9 Type System
C# is a strongly-typed language. In this course, you’ll learn how to work with built-in data types, classes, interfaces, and inheritance.",Not applicable,5.3,Beginner,Pluralsight
RHEL 8: Using Essential Tools,"RHEL 8: Using Essential Tools
This course will teach you to access and use the Linux command line and the essential tools needed to progress your journey in administering enterprise Linux distributions.",Not applicable,2.65,Beginner,Pluralsight
"JavaScript Objects, Prototypes, and Classes","JavaScript Objects, Prototypes, and Classes
Dig deeply into creating with prototypes using inheritance including constructor functions and classes. Gain a deep understanding of what happens with prototypes behind-the-scenes when creating objects and working with inheritance.",Not applicable,1.8,Expert,Pluralsight
Advanced Defensive Programming Techniques,"Advanced Defensive Programming Techniques
This course will lead you step by step through the process of developing defensive design practices, which can substitute common defensive coding, for the better of software design and implementation.",Not applicable,6.37,Intermediate,Pluralsight
Securing Application Secrets in ASP.NET Core 3,"Securing Application Secrets in ASP.NET Core 3
Learn how to protect your passwords, API Keys, and other application secrets in your ASP.NET applications. The secure development practices you will learn make it easier to keep production environments safe from malicious or accidental harm.",Not applicable,0.85,Intermediate,Pluralsight
Nutanix: The Big Picture,"Nutanix: The Big Picture
Nutanix is a leading vendor in the Hyperconverged Infrastructure (HCI) space. This course will provide you with an overview of its architecture, features, and additional capabilities beyond HCI.",Not applicable,2.18,Beginner,Pluralsight
What Every Developer Should Know About SQL Server Performance,"What Every Developer Should Know About SQL Server Performance
This course is designed to teach developers the fundamentals of SQL Server performance, showing you the tools you will need to troubleshoot and resolve SQL Server performance problems.",Not applicable,3.37,Beginner,Pluralsight
Domain-Driven Design: Working with Legacy Projects,"Domain-Driven Design: Working with Legacy Projects
Discover the best ways to deliver new functionality and scalability of legacy code bases with this in-depth course on Domain-Driven Design: Working with Legacy Projects.",Not applicable,3.85,Intermediate,Pluralsight
InDesign CC Fundamentals,"InDesign CC Fundamentals
Learn how to harness the power of Adobe InDesign CC to create superior eBooks and magazines. This course is the first in a series designed to help you master one of the world's most popular page layout applications.",Not applicable,4.23,Beginner,Pluralsight
Introduction to Data Visualization with Python,"Introduction to Data Visualization with Python
Data visualization is often the first step in any type of data analysis. This course will teach you several essential data visualization techniques, when to use them, and how to implement them with Python and Matplotlib.",Not applicable,1.47,Intermediate,Pluralsight
DevOps with GitHub and Azure: The Big Picture,"DevOps with GitHub and Azure: The Big Picture
GitHub has a tool suite to support continuous delivery and DevOps. Want to see what this tool suite can do for you? Then this course is for you! In less than two hours, you get a full overview of how the tools can support your team.",Not applicable,1.92,Beginner,Pluralsight
TypeScript: The Big Picture,"TypeScript: The Big Picture
This course is a technical introduction and overview of TypeScript — a language that “wraps around” JavaScript to help us avoid common issues and improves not just the code itself, but the entire developer experience writing JavaScript apps.",Not applicable,0.73,Beginner,Pluralsight
How Git Works,"How Git Works
This course is for developers and system administrators who want to really understand Git. Whether you just started using Git, or you've been using it every day for months - this course will give you the knowledge you need to become a Git master.",Not applicable,1.93,Beginner,Pluralsight
Play by Play: Visual Studio Live Share,"Play by Play: Visual Studio Live Share
In this course, you'll learn the capabilities of Visual Studio Live Share and how to use it to enhance collaboration between remote developers using both Visual Studio and Visual Studio Code.",Not applicable,0.6,Beginner,Pluralsight
Improving Unit Tests with Fluent Assertions 5,"Improving Unit Tests with Fluent Assertions 5
Waste less time debugging failing tests by improving test failure messages, with the added benefit of making your test code more readable and maintainable, by using the Fluent Assertions library.",Not applicable,0.67,Intermediate,Pluralsight
Network Troubleshooting and Tools,"Network Troubleshooting and Tools
Troubleshooting IT issues is one of the most valuable skills an IT professional can have. This course will introduce you to a variety of possible issues in information technology and describe and demonstrate the necessary tools to solve those issues.",Not applicable,3.82,Intermediate,Pluralsight
Malware Analysis Fundamentals,"Malware Analysis Fundamentals
The ability to analyze malware has become a necessary skill for anyone performing incident response. This course will teach the skills required to properly, quickly, and safely analyze malware by examining both its characteristics and behavior.",Not applicable,3.33,Beginner,Pluralsight
"Maintaining, Monitoring and Troubleshooting Kubernetes","Maintaining, Monitoring and Troubleshooting Kubernetes
This course will teach you to maintain, monitor and troubleshoot production Kubernetes clusters.",Not applicable,2.23,Intermediate,Pluralsight
Ethical Hacking: Enumeration,"Ethical Hacking: Enumeration
The third phase attackers perform on a target is enumerating accounts and services. This course will teach you skills attackers use for enumeration that needed for the Certified Ethical Hacking exam.",Not applicable,2.57,Intermediate,Pluralsight
Working with Django Models,"Working with Django Models
Django’s ORM is one of the most powerful and easy to use ORMs available. This course will teach you how to leverage the full power of Django Models to build better data models for your web applications.",Not applicable,2.57,Intermediate,Pluralsight
Photoshop CC Selections,"Photoshop CC Selections
This course covers how to effectively create selections inside of Adobe Photoshop.",Not applicable,2.42,Intermediate,Pluralsight
Securing Microsoft Azure Subscriptions,"Securing Microsoft Azure Subscriptions
In this course, you will learn how to protect and provide least-privilege security for your Azure AD tenant and Azure subscription resources.",Not applicable,2.45,Expert,Pluralsight
Ethical Hacking: Understanding Ethical Hacking,"Ethical Hacking: Understanding Ethical Hacking
A Certified Ethical Hacker is a security professional who understands how to look for weaknesses in target systems and uses the same knowledge and tools as a malicious hacker. This course will teach you the foundations of this knowledge needed for the CEH 312-50 exam.",Not applicable,2.65,Beginner,Pluralsight
Microsoft Azure for .NET Developers - Cloud Patterns and Architecture,"Microsoft Azure for .NET Developers - Cloud Patterns and Architecture
Building systems in the cloud gives you a range of abilities to build scalable, resilient, and highly available applications. This course presents you with design patterns and systems architecture for applications in Microsoft Azure.",Not applicable,2.52,Expert,Pluralsight
Async Patterns in Node.js 12,"Async Patterns in Node.js 12
Node.js is built from the ground up to support asynchronous coding patterns. This course will teach you multiple techniques for writing modern, asynchronous JavaScript that helps you deliver fast and responsive Node applications.",Not applicable,1.45,Intermediate,Pluralsight
Exam Alert: Develop for Azure Storage,"Exam Alert: Develop for Azure Storage
Exam alerts provide a quick summary of the information covered in the Developing Solutions for Microsoft Azure exam. This exam alert will review the objectives covered in the Developing for Azure Storage domain.",Not applicable,0.38,Intermediate,Pluralsight
Ethical Hacking: System Hacking,"Ethical Hacking: System Hacking
This course will teach you the techniques of hacking systems that you’ll need for the 312-50 exam",Not applicable,4.57,Intermediate,Pluralsight
Web Performance for Progressive Web Apps,"Web Performance for Progressive Web Apps
This course will teach you how to find and fix performance issues in web applications, and accurately measure improvements.",Not applicable,1.88,Intermediate,Pluralsight
Exam Alert: Develop for Azure Storage,"Exam Alert: Develop for Azure Storage
Exam alerts provide a quick summary of the information covered in the Developing Solutions for Microsoft Azure exam. This exam alert will review the objectives covered in the Developing for Azure Storage domain.",Not applicable,0.38,Intermediate,Pluralsight
Ethical Hacking: System Hacking,"Ethical Hacking: System Hacking
This course will teach you the techniques of hacking systems that you’ll need for the 312-50 exam",Not applicable,4.57,Intermediate,Pluralsight
Web Performance for Progressive Web Apps,"Web Performance for Progressive Web Apps
This course will teach you how to find and fix performance issues in web applications, and accurately measure improvements.",Not applicable,1.88,Intermediate,Pluralsight
Illustrator CC Building on the Fundamentals,"Illustrator CC Building on the Fundamentals
Illustrator CC Building on the Fundamentals is a course that dives deeper into Illustrator CC.",Not applicable,4.13,Beginner,Pluralsight
Ethical Hacking: Reconnaissance/Footprinting,"Ethical Hacking: Reconnaissance/Footprinting
Reconnaissance/Footprinting is the first phase attackers perform. This course will teach you the skills attackers use, which is needed for the CEH Exam.",Not applicable,4.3,Beginner,Pluralsight
Automated Tests in Java with Fluent Interface Using WebDriver Selenium,"Automated Tests in Java with Fluent Interface Using WebDriver Selenium
Automated UI tests should be easy to read and clearly show business logic, not filled with low-level code. Learn how to create a Fluent Interface for your tests and make them highly readable, easy to maintain and pleasant to work with.",Not applicable,1.63,Intermediate,Pluralsight
Exception Handling in Java (Java SE 11 Developer Certification 1Z0-819),"Exception Handling in Java (Java SE 11 Developer Certification 1Z0-819)
This course will teach you the tips, tricks, and pitfalls of exception handling in Java to help you prepare for the certification exam.",Not applicable,1.67,Intermediate,Pluralsight
Introduction to Networking for Cisco CCNA,"Introduction to Networking for Cisco CCNA
This is the first in a series of courses designed to prepare you for the Cisco Certified Network Associate Exam. This course will introduce the basic components needed to understand data networks, including networking models and network addressing.",Not applicable,1.9,Intermediate,Pluralsight
Working with Data in PowerShell,"Working with Data in PowerShell
PowerShell is versatile and can work with common data structures such as JSON, XML, and CSV. PowerShell also provides cmdlets for interacting with web endpoints natively. This course will teach you the fundamentals of working with data in PowerShell.",Not applicable,1.47,Beginner,Pluralsight
Tableau Desktop Specialist - Managing Data Properties,"Tableau Desktop Specialist - Managing Data Properties
Tableau is an industry leading data visualization tool. This course will teach you how you can change data properties in Tableau for ease of use in designing and when presenting to your end users.",Not applicable,0.48,Beginner,Pluralsight
Information Systems Operations: Resilience,"Information Systems Operations: Resilience
Auditors must understand the processes and methodologies of business resilience, and be able to assess the ability of the organization to manage incidents and recover from crisis. In this course, you will learn the ways to perform these audits.",Not applicable,1.93,Intermediate,Pluralsight
DDD and EF Core 3: Preserving Encapsulation,"DDD and EF Core 3: Preserving Encapsulation
This course shows how to build highly encapsulated domain models on one hand and leverage the full power of EF Core on the other.",Not applicable,3.65,Intermediate,Pluralsight
Introduction to Security and Architecture on AWS,"Introduction to Security and Architecture on AWS
This course will provide an introduction to architectural concepts, security best practices on the platform, and introducing AWS services that support these areas.",Not applicable,1.97,Beginner,Pluralsight
Mastering Git,"Mastering Git
If you already have some experience with Git, this is the training that will make you an expert. From a deep look at the fundamental commands, to the design of a distributed workflow, this training will give you a full overview of the Git toolset.",Not applicable,3.07,Intermediate,Pluralsight
.NET Unit Testing with AutoFixture 4,".NET Unit Testing with AutoFixture 4
This course will teach you how to use AutoFixture to improve your test code and make tests quicker to write, more readable, and more maintainable.",Not applicable,1.98,Beginner,Pluralsight
Creating Layouts with CSS Grid,"Creating Layouts with CSS Grid
Coding web layouts has never been easy until now. This course will teach you CSS Grid, a technology to define rational layouts for your websites that is finally ready to go mainstream.",Not applicable,1.7,Intermediate,Pluralsight
Vulnerability Management with QRadar,"Vulnerability Management with QRadar
This course is designed to help you deploy a proper vulnerability management program using the IBM QRadar Vulnerability Management (QVM), a solution that allows you to scan your company for vulnerabilities directly from the QRadar console.",Not applicable,1.53,Intermediate,Pluralsight
Microsoft Azure DevOps Engineer: Provision Azure Resources,"Microsoft Azure DevOps Engineer: Provision Azure Resources
When using Azure the first task is to create resources, but how? In this course, you will explore the options for resource provisioning and how to make the right choice for you and your organization.",Not applicable,1.58,Intermediate,Pluralsight
Apollo: Performance Management Playbook,"Apollo: Performance Management Playbook
This course will teach you how to more efficiently build GraphQL applications that use both the Apollo client and server technologies.",Not applicable,3.35,Intermediate,Pluralsight
Architecting Big Data Solutions Using Google Dataproc,"Architecting Big Data Solutions Using Google Dataproc
Dataproc is Google’s managed Hadoop offering on the cloud. This course teaches you how the separation of storage and compute allows you to utilize clusters more efficiently purely for processing data and not for storage.",Not applicable,2.28,Beginner,Pluralsight
Rewriting Git 2.x History,"Rewriting Git 2.x History
This course teaches you why rewriting Git history can be useful, how to do it, and how to deal with some of the common problems that can arise when you do.",Not applicable,1.05,Intermediate,Pluralsight
Typography: Getting Started,"Typography: Getting Started
This course will teach you everything you wanted to know about the anatomy, structure, and patterns of typography in design.",Not applicable,1.8,Beginner,Pluralsight
Deploying and Managing Hybrid Exchange Server and Office 365,"Deploying and Managing Hybrid Exchange Server and Office 365
A hybrid Exchange Server and Office 365 environment provides many benefits but can be complex and difficult to manage. In this course, you will learn the skills to plan, deploy, and administer a hybrid Exchange Server, and migrate to Office 365.",Not applicable,3.73,Intermediate,Pluralsight
Mocking Node.js with Sinon 8,"Mocking Node.js with Sinon 8
Creating unit tests is a skill, just like any other part of software development. This course will teach you how to effectively isolate your unit tests with spies, stubs, mocks, and fakes.",Not applicable,1.42,Intermediate,Pluralsight
Implementing an Event Log with Kafka,"Implementing an Event Log with Kafka
Kafka is one of the most widely-used platforms for building resilient and complex modern applications. This course will teach you how to build complex event-driven microservices using Kafka as a backbone of your application.",Not applicable,3.58,Expert,Pluralsight
Ruby 2: The Big Picture,"Ruby 2: The Big Picture
This course is a quick introduction to Ruby, one of the most useful and fun programming languages around.",Not applicable,1.25,Beginner,Pluralsight
Collecting Data on AWS,"Collecting Data on AWS
AWS has some of the more comprehensive data collection services in the world. This course will teach you how to leverage various AWS services in accordance with your data collection needs.",Not applicable,2.3,Intermediate,Pluralsight
Preparing a Vue 3 App for Internationalization,"Preparing a Vue 3 App for Internationalization
Every modern Vue application needs to have a localization option. This course will teach you how to implement internationalization with the help of the vue-i18n plugin.",Not applicable,1.68,Intermediate,Pluralsight
Conceptualizing the Processing Model for Azure Databricks Service,"Conceptualizing the Processing Model for Azure Databricks Service
In this course, you will learn about the Spark based Azure Databricks platform. You will see how Spark Structured Streaming processing model works, and then use it to build end-to-end production ready streaming pipeline on Azure Databricks platform.",Not applicable,2.85,Intermediate,Pluralsight
SQL Fundamentals in Salesforce Marketing Cloud,"SQL Fundamentals in Salesforce Marketing Cloud
Structured Query Language (SQL) is used in Salesforce Marketing Cloud to manage and manipulate Data Extensions. This course will teach you the basics of writing SQL queries, structuring data extensions and automating data imports.",Not applicable,0.83,Beginner,Pluralsight
Exploring Lean Principles,"Exploring Lean Principles
In this course, you'll learn about the history of Lean Processes, beginning with the miracle of the Toyota Production System and how it came about. You'll learn how to apply the lessons of Lean to software development, and to eliminate waste.",Not applicable,1.13,Beginner,Pluralsight
People Information Gathering with the Social Engineering Toolkit (SET),"People Information Gathering with the Social Engineering Toolkit (SET)
Social Engineering is one of the most common attack vectors. Unfortunately, in this digital age, many people still fall victim to these attacks. In this course, you will learn Initial Access using the Social Engineering Toolkit.",Not applicable,0.38,Intermediate,Pluralsight
Designing/Deploying Exchange 2016: Transport,"Designing/Deploying Exchange 2016: Transport
This course will teach you about Exchange 2016 transport design and deployment. Along with other courses in the series, this course will help to prepare you for the Microsoft 70-345 exam.",Not applicable,3.0,Intermediate,Pluralsight
"Practical SQL Server Security, Compliance, and Auditing","Practical SQL Server Security, Compliance, and Auditing
This course is a practical approach to leveraging SQL Server to meet the needs of your industry compliance, audit, security, and encryption standards.",Not applicable,3.67,Intermediate,Pluralsight
Installing and Running PowerShell,"Installing and Running PowerShell
This course will teach you how to install PowerShell 7 on Windows and how to begin using it.",Not applicable,1.32,Beginner,Pluralsight
String Manipulation in C#: Best Practices,"String Manipulation in C#: Best Practices
Strings are a core concept in .NET, which all developers must master. This course will teach you everything you need to know about the best practices for working with strings using C#.",Not applicable,3.4,Intermediate,Pluralsight
