Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
AstroTech: The Science and Technology behind Astronomical Discovery,"Not specified Not specified Science and Technology, Telescopes and Stars, Space and Black Holes, Detectors and the First Galaxies, Computers and Killer Rocks, Spectroscopy and Dark Energy Physical Science and Engineering",4.7,6.0,Beginner,Coursera,"Not specified Not specified Science and Technology, Telescopes and Stars, Space and Black Holes, Detectors and the First Galaxies, Computers and Killer Rocks, Spectroscopy and Dark Energy Physical Science and Engineering",AstroTech: The Science and Technology behind Astronomical Discovery
Renewable Power and Electricity Systems,"How electricity systems work, from both technical and institutional perspectives-The challenges and opportunities arising from renewables in electricity systems Electricity systems, Wind Power, Sustainable Energy, Renewable Energy, Solar Energy Introduction and Renewable Power Basics, Grid Operations and Grid Integration, Storage and Demand Flexibility, Power Structure Industry and ISOs, Course Summary and Review Physical Science and Engineering",4.7,12.0,Beginner,Coursera,"How electricity systems work, from both technical and institutional perspectives-The challenges and opportunities arising from renewables in electricity systems Electricity systems, Wind Power, Sustainable Energy, Renewable Energy, Solar Energy Introduction and Renewable Power Basics, Grid Operations and Grid Integration, Storage and Demand Flexibility, Power Structure Industry and ISOs, Course Summary and Review Physical Science and Engineering",Renewable Power and Electricity Systems
Materials Science: 10 Things Every Engineer Should Know,"Not specified Materials, Mechanical Engineering, Engineering Design, Electrical Engineering Course Overview / The Menu of Materials / Point Defects Explain Solid State Diffusion, Dislocations Explain Plastic Deformation / Stress vs. Strain -The “Big Four” Mechanical Properties, Creep Deformation / The Ductile-to-Brittle Transition, Fracture Toughness / Fatigue, Making Things Fast and Slow / A Brief History of Semiconductors Physical Science and Engineering",4.7,8.0,Not applicable,Coursera,"Not specified Materials, Mechanical Engineering, Engineering Design, Electrical Engineering Course Overview / The Menu of Materials / Point Defects Explain Solid State Diffusion, Dislocations Explain Plastic Deformation / Stress vs. Strain -The “Big Four” Mechanical Properties, Creep Deformation / The Ductile-to-Brittle Transition, Fracture Toughness / Fatigue, Making Things Fast and Slow / A Brief History of Semiconductors Physical Science and Engineering",Materials Science: 10 Things Every Engineer Should Know
Planning & Design of Sanitation Systems and Technologies,"Not specified Urban Planning, Environmental Protection, Engineering Design, Wastewater Engineering Introduction to sanitation planning & systems approach, Sanitation systems & technologies, Sanitation systems & technologies, Urban sanitation solutions -  Case studies , Urban sanitation tools Physical Science and Engineering",4.8,17.0,Intermediate,Coursera,The text is already in English.,Planning & Design of Sanitation Systems and Technologies
"Extinctions: Past, Present, & Future","Summarize extinctions as an important part of the history of life.Identify the probable causes of mass extinctions in the geologic past (before humans).Compare and contrast the Big Five mass extinctions with human-influenced extinctions.Evaluate historical lessons and current trends to predict and prevent extinctions of the future. Not specified Introduction to Extinctions: Getting Started with the End, Human Awareness of Extinctions: A History, Mass Extinctions of the Pre-Human Past, Extinctions of Pre-History & Near-Present (Pleistocene Epoch & Late Holocene Epoch), Extinctions Since European Colonization & Going into the Future Physical Science and Engineering",4.8,16.0,Beginner,Coursera,"Extinctions are a crucial part of the history of life. The probable causes of mass extinctions in the geologic past, before humans, include natural disasters such as asteroid impacts and volcanic eruptions. The Big Five mass extinctions are compared and contrasted with human-influenced extinctions. Historical lessons and current trends are evaluated to predict and prevent future extinctions. Topics covered include Introduction to Extinctions, Human Awareness of Extinctions, Mass Extinctions of the Pre-Human Past, Extinctions of Pre-History & Near-Present, Extinctions Since European Colonization, and Going into the Future in the fields of Physical Science and Engineering.","Extinctions: Past, Present, & Future"
Introduction to Power Semiconductor Switches,"Basic understanding of  semiconductor power switchesModeling and simulation of  semiconductor power switches device analysis, Device modeling, Electronic Circuit Simulation, Device simulation Power Semiconductor Device Basics, Key Power Semiconductor Devices, Power Device Data Sheets, Power Device Losses in Switching Circuits Physical Science and Engineering",0.0,9.0,Intermediate,Coursera,"Basic understanding of  semiconductor power switchesModeling and simulation of  semiconductor power switches device analysis, Device modeling, Electronic Circuit Simulation, Device simulation Power Semiconductor Device Basics, Key Power Semiconductor Devices, Power Device Data Sheets, Power Device Losses in Switching Circuits Physical Science and Engineering",Introduction to Power Semiconductor Switches
FPGA Softcore Processors and IP Acquisition,"Create a Nios II softcore processor hardware design using the Altera development flow  Understand the benefits and steps of implementation of a custom instruction in the Nios II soft processor. Opens in a new tabList the types of IP available for FPGAs  Use simulation with ModelSim to verify an FPGA Design Simulation for Verification, Intellectual Property Integration, Programmable Logic Design, Softcore Processor Design, Software Design for Softcore Processors Softcore Processor Development Flow, Writing Software for Softcore Processors, IP Acquisition and Integration, Introducing ModelSim and Simulation for Verification Physical Science and Engineering",3.9,10.0,Intermediate,Coursera,"Create a Nios II softcore processor hardware design using the Altera development flow  Understand the benefits and steps of implementation of a custom instruction in the Nios II soft processor. Opens in a new tabList the types of IP available for FPGAs  Use simulation with ModelSim to verify an FPGA Design Simulation for Verification, Intellectual Property Integration, Programmable Logic Design, Softcore Processor Design, Software Design for Softcore Processors Softcore Processor Development Flow, Writing Software for Softcore Processors, IP Acquisition and Integration, Introducing ModelSim and Simulation for Verification Physical Science and Engineering",FPGA Softcore Processors and IP Acquisition
Ingeniería de Tráfico,"Not specified Not specified Introducción del curso, Relación fundamental de tráfico, Control de tráfico en intersecciones, Modelos Dinámicos de tráfico Physical Science and Engineering",4.8,5.0,Beginner,Coursera,"Introduction to the course, Fundamental traffic relationship, Traffic control at intersections, Dynamic traffic models, Physical Science and Engineering",Traffic Engineering
Pipe Material Specification ,"Not specified Working professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation, Knowledge of Fluid Mechanics, Strength of materials, Graduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Undergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation who are in either Vth, VIth, VIIth or VIIIth semester, Diploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation Description of Pipes, Pipe Fittings and Flanges, Description of Valves,  Piping Drawings, Piping Components - Graphic Representation, Pipeline Stresses and Flexibility Analysis, Supports, Expansion Joints, Pipe Jacketing, Vibration, Insulation, Buried Pipe  & Cathodic Protection for Pipes  Physical Science and Engineering",0.0,12.0,Intermediate,Coursera,"Not specified Working professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation, Knowledge of Fluid Mechanics, Strength of materials, Graduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Undergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation who are in either Vth, VIth, VIIth or VIIIth semester, Diploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation Description of Pipes, Pipe Fittings and Flanges, Description of Valves,  Piping Drawings, Piping Components - Graphic Representation, Pipeline Stresses and Flexibility Analysis, Supports, Expansion Joints, Pipe Jacketing, Vibration, Insulation, Buried Pipe  & Cathodic Protection for Pipes  Physical Science and Engineering",Pipe Material Specification 
Material Processing,"Not specified Not specified Phase Diagrams and Phase Equilibria, Kinetics of Structural Transformations Physical Science and Engineering",4.8,11.0,Not applicable,Coursera,This text is already in English.,Material Processing
Environmental Management & Ethics,"Not specified Not specified Welcome and introduction, Environmental ethics, Environmental management of wicked problems, Decision-support tools , Environmental regulation and principles, Recommendations on your chosen Environmental ethical dilemma Physical Science and Engineering",4.6,12.0,Not applicable,Coursera,"No especificado No especificado Bienvenida e introducción, Ética ambiental, Gestión ambiental de problemas complejos, Herramientas de apoyo a la toma de decisiones, Regulación ambiental y principios, Recomendaciones sobre el dilema ético ambiental elegido Ciencias Físicas e Ingeniería",Environmental Management & Ethics
Electric Power Systems,"Not specified Not specified Basic Electricity, Generation, Transmission, & Distribution, System Design & Switching, Renewable Energy & Smart Grid Technologies Physical Science and Engineering",4.7,12.0,Beginner,Coursera,"Not specified Not specified Basic Electricity, Generation, Transmission, & Distribution, System Design & Switching, Renewable Energy & Smart Grid Technologies Physical Science and Engineering",Electric Power Systems
The Evolving Universe,"Not specified Not specified Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Week 7, Week 8, Week 9,   Week 10 Physical Science and Engineering",4.6,65.0,Not applicable,Coursera,"Not specified Not specified Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Week 7, Week 8, Week 9,   Week 10 Physical Science and Engineering",The Evolving Universe
Introduction to Biology: Evolution,"How biologists advanced the science of evolution since Charles Darwin;  the many applications of evolutionary biology to our everyday lives. Recording observations, Examining ideas, Interpreting phylogenetic trees, Identifying species, Interdisciplinary thinking Welcome to Evolution, Module 1: On the Origins of Evolution, Module 2: How Evolution Works, Module 3: Macroevolution, Module 4: Evidence for Evolution, Course Final Assessment & Conclusion Physical Science and Engineering",4.9,11.0,Beginner,Coursera,"How biologists advanced the science of evolution since Charles Darwin;  the many applications of evolutionary biology to our everyday lives. Recording observations, Examining ideas, Interpreting phylogenetic trees, Identifying species, Interdisciplinary thinking Welcome to Evolution, Module 1: On the Origins of Evolution, Module 2: How Evolution Works, Module 3: Macroevolution, Module 4: Evidence for Evolution, Course Final Assessment & Conclusion Physical Science and Engineering",Introduction to Biology: Evolution
Converter Circuits,"Understand how to implement the power semiconductor devices in a switching converterUnderstand the origins of the discontinuous conduction mode and be able to solve converters operating in DCMUnderstand the basic dc-dc converter and dc-ac inverter circuitsUnderstand how to implement transformer isolation in a dc-dc converter, including the popular forward and flyback converter topologies Not specified Ch 4.1: Switch Realization, Ch 4.2: Power Semiconductor Switches, Ch 5: Discontinuous Conduction Mode, Ch 6: Converter Circuits Physical Science and Engineering",4.8,18.0,Intermediate,Coursera,"Understand how to implement the power semiconductor devices in a switching converterUnderstand the origins of the discontinuous conduction mode and be able to solve converters operating in DCMUnderstand the basic dc-dc converter and dc-ac inverter circuitsUnderstand how to implement transformer isolation in a dc-dc converter, including the popular forward and flyback converter topologies Not specified Ch 4.1: Switch Realization, Ch 4.2: Power Semiconductor Switches, Ch 5: Discontinuous Conduction Mode, Ch 6: Converter Circuits Physical Science and Engineering",Converter Circuits
Semiconductor Physics,"Understand the energy band structures and their significance in electric properties of solidsAnalyze the carrier statistics in semiconductorsAnalyze the carrier dynamics and the resulting conduction properties of semiconductors Not specified Quantum Theory Of Semiconductors, Carrier Statistics, Currents in Semiconductor, Carrier Dynamics Physical Science and Engineering",4.4,14.0,Expert,Coursera,"Understand the energy band structures and their significance in electric properties of solidsAnalyze the carrier statistics in semiconductorsAnalyze the carrier dynamics and the resulting conduction properties of semiconductors Not specified Quantum Theory Of Semiconductors, Carrier Statistics, Currents in Semiconductor, Carrier Dynamics Physical Science and Engineering",Semiconductor Physics
Wireless Communications for Everybody,"Not specified Not specified Introduction and History of Cellular Communication Systems, Principles of Wireless Communication Theory, Principles of Wireless Resource Management, Multiple Antenna Technologies, Physical Layer Design of LTE systems, LTE Cellular Networks and Services Physical Science and Engineering",4.7,13.0,Beginner,Coursera,"Introducción y historia de los sistemas de comunicación celular, principios de la teoría de comunicación inalámbrica, principios de gestión de recursos inalámbricos, tecnologías de antenas múltiples, diseño de capa física de sistemas LTE, redes celulares y servicios LTE Ciencia Física e Ingeniería.",Wireless Communications for Everybody
Wood Science: Beyond Building,"Not specified Not specified Welcome and Global Use, Basic Wood Science, Wood Products, Wood and the Environment Physical Science and Engineering",4.6,10.0,Beginner,Coursera,"Not specified Not specified Welcome and Global Use, Basic Wood Science, Wood Products, Wood and the Environment Physical Science and Engineering",Wood Science: Beyond Building
Geographical Information Systems - Part 1,"Not specified Not specified Digitization – Territorial Modeling: Spatial elements and the characteristics, Digitization - Geodata Capture and Documentation, Digitization - Automated Capture and Use of Existing Geodata, Storage - Geodata Structure and Organization , Storage - Data Management with SQL, Storage - Spatial SQL and NoSQL Databases Physical Science and Engineering",3.6,19.0,Beginner,Coursera,The text is already in English.,Geographical Information Systems - Part 1
Photovoltaic Systems,"Photovoltaic Energy ConversionModelling of the Solar ResourcePhotovoltaic System Design and Energy Yield SimulationsPhotovoltaic System Components Renewable Energy, Photovoltaics, PV system design, The Solar Resource, Energy Yield Simulations Introduction to Photovoltaics, The Solar Resource and Geometry, Physics of Solar Cells, Cell Interconnection and Module Design, PV Power Electronics Physical Science and Engineering",4.6,11.0,Intermediate,Coursera,"Photovoltaic Energy ConversionModelling of the Solar ResourcePhotovoltaic System Design and Energy Yield SimulationsPhotovoltaic System Components Renewable Energy, Photovoltaics, PV system design, The Solar Resource, Energy Yield Simulations Introduction to Photovoltaics, The Solar Resource and Geometry, Physics of Solar Cells, Cell Interconnection and Module Design, PV Power Electronics Physical Science and Engineering",Photovoltaic Systems
Materials Data Sciences and Informatics,"Not specified Informatics, Materials, Statistics, Data Science Welcome, Accelerating Materials Development and Deployment , Materials Knowledge and Materials Data Science , Materials Knowledge Improvement Cycles, Case Study in Homogenization: Plastic Properties of Two-Phase Composites, Materials Innovation Cyberinfrastructure and Integrated Workflows Physical Science and Engineering",4.5,9.0,Intermediate,Coursera,"Informatik, Materialien, Statistik, Datenwissenschaft Willkommen, Beschleunigung der Entwicklung und Bereitstellung von Materialien, Materialwissen und Materialdatenwissenschaft, Verbesserung des Materialwissenszyklus, Fallstudie zur Homogenisierung: Plastikeigenschaften von Zweiphasenverbundwerkstoffen, Materialinnovations-Cyberinfrastruktur und integrierte Workflows in den Naturwissenschaften und Ingenieurwesen.",Materials Data Sciences and Informatics
Materials Science for Technological Application Specialization,"The role of materials engineers in contemporary engineering practice.Crystal Structures, Mechanical Properties of Metals, Tensile Testing, and Failures.Explore Shape and Property Control of Metals.  Phase Diagram, Materials, mechanical properties, crystal structures, property control Introduction to Materials Science , Crystal Structures and Properties of Metals, Shape and Property Control of Metals I & II, Phase Diagrams I & II Physical Science and Engineering",4.6,80.0,Beginner,Coursera,"The role of materials engineers in contemporary engineering practice involves understanding crystal structures, mechanical properties of metals, tensile testing, and failures. They explore shape and property control of metals, phase diagrams, and materials. This includes an introduction to materials science, crystal structures and properties of metals, shape and property control of metals I & II, and phase diagrams I & II in physical science and engineering.",Materials Science for Technological Application Specialization
Introduction to Complexity Science,"Not specified Network Science, Critical Thinking, Mathematical Model, Agent-Based Model, Complexity Thinking Course Overview and Week 1: Introduction to Complex Systems, Week 2: Robustness, Resilience, and Sustainability, Week 3: Regime Shifts and Tipping Points, Week 4: Introduction to Agent-Based Modeling, Week 5: Introduction to Static Complex Network Physical Science and Engineering",4.6,16.0,Beginner,Coursera,"Not specified Network Science, Critical Thinking, Mathematical Model, Agent-Based Model, Complexity Thinking Course Overview and Week 1: Introduction to Complex Systems, Week 2: Robustness, Resilience, and Sustainability, Week 3: Regime Shifts and Tipping Points, Week 4: Introduction to Agent-Based Modeling, Week 5: Introduction to Static Complex Network Physical Science and Engineering",Introduction to Complexity Science
Semiconductor Packaging Manufacturing ,"Learn about the various stages of semiconductor package manufacturing. The role of Process Control Systems in semiconductor manufacturing. How Process control Systems can help identify and correct process problems. How to use control charts to monitor process performance.  Process Improvement, Integrated Circuit Packaging Materials, Semiconductor Packaging Assembly Process, Quality and Reliability Assessment, Assembly Methods Welcome , Introduction to Semiconductor Package Manufacturing 1 , Introduction to Semiconductor Package Manufacturing 2, Assembly Part 1, Assembly Part 2, Test and Finish, Process Control Systems (PCS), Semiconductor Packaging Manufacturing Course Summary Physical Science and Engineering",4.8,8.0,Beginner,Coursera,"In this course, you will learn about the different stages of semiconductor package manufacturing, the importance of Process Control Systems in semiconductor manufacturing, how these systems can help identify and fix process issues, and how to use control charts to monitor process performance. Topics covered include Process Improvement, Integrated Circuit Packaging Materials, Semiconductor Packaging Assembly Process, Quality and Reliability Assessment, Assembly Methods, Introduction to Semiconductor Package Manufacturing 1 and 2, Assembly Part 1 and 2, Test and Finish, Process Control Systems (PCS), and a summary of the Semiconductor Packaging Manufacturing Course in Physical Science and Engineering.",Semiconductor Packaging Manufacturing 
Natural Disaster and Climate Change Risk Assessment Specialization,"Carry out qualitative disaster-risk assessments to guide decision making in infrastructure projects.Identify technical and economic feasibility of infrastructure projects through a qualitative or quantitative analysis. Make risk-informed recommendations for the design, construction, and operation of infrastructures and develop disaster-risk-governance strategies. Decision-Making, Risk Management, Project, environment, Disaster risks, governance, Climate Change, Infrastructure, Resilience Natural Disaster Risk in Infrastructure Projects, Qualitative and Quantitative Analysis of Disaster Risk, Decision Making and Governance of Natural Disaster Risk Physical Science and Engineering",5.0,40.0,Expert,Coursera,"Carry out qualitative disaster-risk assessments to guide decision making in infrastructure projects.Identify technical and economic feasibility of infrastructure projects through a qualitative or quantitative analysis. Make risk-informed recommendations for the design, construction, and operation of infrastructures and develop disaster-risk-governance strategies. Decision-Making, Risk Management, Project, environment, Disaster risks, governance, Climate Change, Infrastructure, Resilience Natural Disaster Risk in Infrastructure Projects, Qualitative and Quantitative Analysis of Disaster Risk, Decision Making and Governance of Natural Disaster Risk Physical Science and Engineering",Natural Disaster and Climate Change Risk Assessment Specialization
Electric Vehicles and Mobility,"Not specified Not specified Welcome, Chapter 1 - Understand Mobility and its evolutions, Week 1 Assessment, Chapter 2 – Electric Mobility and Environmental Impact Reduction, Week 2 Assessment, Chapter 3 – Economic Analysis, Week 3 Assessment, Chapter 4 – Electric Mobility and Infrastructures: Technical and Economic Dimensions, Week 4 Assessment, Chapter 5 – Electric Mobility Today, Chapter 6 - Prospective: The Road to Electrification, Week 5 Assessment, Chapter 7 – Electric Mobility, Connected Mobility, Autonomous Mobility, Chapter 8 - Electric Mobility for All: Utopia or Obviousness, Week 6 Assessment, Conclusion Physical Science and Engineering",4.5,19.0,Beginner,Coursera,"Not specified Not specified Welcome, Chapter 1 - Understand Mobility and its evolutions, Week 1 Assessment, Chapter 2 – Electric Mobility and Environmental Impact Reduction, Week 2 Assessment, Chapter 3 – Economic Analysis, Week 3 Assessment, Chapter 4 – Electric Mobility and Infrastructures: Technical and Economic Dimensions, Week 4 Assessment, Chapter 5 – Electric Mobility Today, Chapter 6 - Prospective: The Road to Electrification, Week 5 Assessment, Chapter 7 – Electric Mobility, Connected Mobility, Autonomous Mobility, Chapter 8 - Electric Mobility for All: Utopia or Obviousness, Week 6 Assessment, Conclusion Physical Science and Engineering",Electric Vehicles and Mobility
Astro 101: Black Holes,"Not specified Astronomy, Physics, Theory Of Relativity, Black Hole, Gravitation Introduction to Black Holes, Life and Death of a Star, The Structure of Spacetime, Sizing Up Black Holes, Approaching a Black Hole, Crossing the Event Horizon, Inside a Black Hole, Hunting for Black Holes, Our Eyes in the Skies,  Riding the Gravity Wave Physical Science and Engineering",4.8,18.0,Beginner,Coursera,"Not specified Astronomy, Physics, Theory Of Relativity, Black Hole, Gravitation Introduction to Black Holes, Life and Death of a Star, The Structure of Spacetime, Sizing Up Black Holes, Approaching a Black Hole, Crossing the Event Horizon, Inside a Black Hole, Hunting for Black Holes, Our Eyes in the Skies,  Riding the Gravity Wave Physical Science and Engineering",Astro 101: Black Holes
Exploring Quantum Physics,"Not specified Not specified Week 1 - Welcome, Lecture 1 and 2 - Conceptual Grounds, Week 2 - Lecture 3 and 4 - Path Integral, Week 3 - Lecture 5 and 6 - Quantum Wells to Cooper Pairs, Week 4 - Lecture 7 and 8 - Quantum Oscillators, Week 5 - Lecture 9 and 10 - The (Simplest) Atom, Week 6 - Lecture 11 and 12 - The Bouncing Ball, Week 7 - Lecture 13 and 14 - Rotation and Spin , Week 8 - Lecture 15 and 16 - Quantum Gas and Time Dependence, Final Exam, Bonus Lectures Physical Science and Engineering",4.1,34.0,Not applicable,Coursera,"Not specified Not specified Week 1 - Welcome, Lecture 1 and 2 - Conceptual Grounds, Week 2 - Lecture 3 and 4 - Path Integral, Week 3 - Lecture 5 and 6 - Quantum Wells to Cooper Pairs, Week 4 - Lecture 7 and 8 - Quantum Oscillators, Week 5 - Lecture 9 and 10 - The (Simplest) Atom, Week 6 - Lecture 11 and 12 - The Bouncing Ball, Week 7 - Lecture 13 and 14 - Rotation and Spin , Week 8 - Lecture 15 and 16 - Quantum Gas and Time Dependence, Final Exam, Bonus Lectures Physical Science and Engineering",Exploring Quantum Physics
"Act on Climate: Steps to Individual, Community, and Political Action","Identify individual, community, and political actions you can engage in to effectively address and respond to climate change.Describe how insights from the social sciences can be employed to create change at the individual, community, and political levels.Feel empowered to continue to influence how you, your community, and political leaders address and respond to climate change. Community, Political leaders, Climate Change Introduction, Food, Energy, Transportation, Built Environment, Climate Action Plan, Conclusion Physical Science and Engineering",4.8,25.0,Beginner,Coursera,"Identify individual, community, and political actions that you can take to effectively address and respond to climate change. Explain how insights from the social sciences can be used to bring about change at the individual, community, and political levels. Be empowered to continue influencing how you, your community, and political leaders address and respond to climate change. This includes areas such as community engagement, political leadership, climate change awareness, food, energy, transportation, the built environment, climate action plans, and conclusions from physical science and engineering.","Act on Climate: Steps to Individual, Community, and Political Action"
Introduction to Image Processing,"Perform analysis on a variety of common image datatypes & recognize their strengths and limitationsDetect objects and regions of interest using intensity-based & color-based image segmentationImprove image contrast using a variety of modern algorithms for different use-cases, such as low light or fogComplete a project where you analyze Antarctic ice melt in satellite images Image Processing, Image Segmentation, Matlab Introduction to Digital Images, Working with Image Data, Thresholding Images, Adjusting Image Contrast Physical Science and Engineering",4.8,10.0,Beginner,Coursera,"Perform analysis on a variety of common image datatypes & recognize their strengths and limitationsDetect objects and regions of interest using intensity-based & color-based image segmentationImprove image contrast using a variety of modern algorithms for different use-cases, such as low light or fogComplete a project where you analyze Antarctic ice melt in satellite images Image Processing, Image Segmentation, Matlab Introduction to Digital Images, Working with Image Data, Thresholding Images, Adjusting Image Contrast Physical Science and Engineering",Introduction to Image Processing
Spatial Analysis and Satellite Imagery in a GIS,"Not specified Spatial Analysis, Geographic Information System (GIS), Mapping, Cartography, Esri Filtering Data Using Queries, Vector analysis, Remote sensing as a GIS data source, Raster analysis, Project: Spatial Analysis Physical Science and Engineering",4.9,14.0,Beginner,Coursera,"Not specified Spatial Analysis, Geographic Information System (GIS), Mapping, Cartography, Esri Filtering Data Using Queries, Vector analysis, Remote sensing as a GIS data source, Raster analysis, Project: Spatial Analysis Physical Science and Engineering",Spatial Analysis and Satellite Imagery in a GIS
The Sustainability Imperative,"Define sustainability and sustainable developmentDiscuss with friends, family, and work colleagues the imperative to move to a more sustainable way of lifeExplain the role of energy production and carbon emissions and the necessary transition to carbon-free energy technologiesApply simple carbon footprint assessment techniques to demonstrate the environmental impact of their personal energy consumption patterns Carbon Footprint, Sustainability, Renewable Energy, Environmental Impacts, Social Equity Setting the Stage: The Sustainability Imperative, How did we get here?, Sustainability, Social Equity, and Economics, Fossil Fuels and the Need for Change, Renewable Energy: Technologies and Economics, ""Whats my Carbon Footprint?"" Physical Science and Engineering",4.9,17.0,Beginner,Coursera,"Define sustainability and sustainable developmentDiscuss with friends, family, and work colleagues the imperative to move to a more sustainable way of lifeExplain the role of energy production and carbon emissions and the necessary transition to carbon-free energy technologiesApply simple carbon footprint assessment techniques to demonstrate the environmental impact of their personal energy consumption patterns Carbon Footprint, Sustainability, Renewable Energy, Environmental Impacts, Social Equity Setting the Stage: The Sustainability Imperative, How did we get here?, Sustainability, Social Equity, and Economics, Fossil Fuels and the Need for Change, Renewable Energy: Technologies and Economics, ""Whats my Carbon Footprint?"" Physical Science and Engineering",The Sustainability Imperative
"Sustainable Regional Principles, Planning and Transportation","Not specified Regional Planning, Efficient Transportation Systems, Regional Park Planning, Zoning Strategies, Environmental Protection Sustainable Regional Fundamentals, Regional Planning Including Developmental Priorities , Regional Transportation System and the Land – Use Connection, Case Study of the Fairfax County, Virginia Comprehensive Transportation Plan  Physical Science and Engineering",4.4,7.0,Intermediate,Coursera,"Not specified Regional Planning, Efficient Transportation Systems, Regional Park Planning, Zoning Strategies, Environmental Protection Sustainable Regional Fundamentals, Regional Planning Including Developmental Priorities , Regional Transportation System and the Land – Use Connection, Case Study of the Fairfax County, Virginia Comprehensive Transportation Plan  Physical Science and Engineering","Sustainable Regional Principles, Planning and Transportation"
Electrodynamics  Specialization,"Not specified Not specified Electrodynamics: An Introduction, Electrodynamics: Analysis of Electric Fields, Electrodynamics: Electric and Magnetic Fields, Electrodynamics: In-depth Solutions for Maxwell’s Equations Physical Science and Engineering",4.7,40.0,Intermediate,Coursera,"No especificado No especificado Electrodinámica: Una introducción, Electrodinámica: Análisis de campos eléctricos, Electrodinámica: Campos eléctricos y magnéticos, Electrodinámica: Soluciones detalladas para las ecuaciones de Maxwell Ciencias físicas e ingeniería",Electrodynamics  Specialization
Archaeoastronomy,"The science of stars and stones. Not specified Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Astronomy insights Physical Science and Engineering",4.5,7.0,Beginner,Coursera,"The science of stars and stones. Not specified Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Astronomy insights Physical Science and Engineering",Archaeoastronomy
Linear Circuits 2: AC Analysis ,"Not specified Not specified Module 1: AC Circuit Analysis, Module 2: Frequency Reponse, Module 3: Filters, Module 4: Power, Module 5: Transformers Physical Science and Engineering",4.7,28.0,Intermediate,Coursera,"Module 1: AC Circuit Analysis, Module 2: Frequency Response, Module 3: Filters, Module 4: Power, Module 5: Transformers.",Linear Circuits 2: AC Analysis 
Introducción a la Ingeniería Gastronómica - ¡Ciencia en la Cocina!,"Comprender cómo las transformaciones que suceden durante la preparación de alimentos en la cocina se basan en principios científicos y de ingeniería.Comprender cómo se producen, conservan y transforman las estructuras alimentarias mediante diferentes técnicas culinarias.Conocer y entender los procesos de ingeniería que ocurren al interior de los alimentos durante su preparación y preservación. Adquirir un léxico que permita acceder a la abundante literatura científica sobre los alimentos.    Not specified Introducción, Agua en los alimentos - El “aire” ambiente lo complica todo, El calor en la cocina - El calor hace a los chefs, Un menú con ingeniería Physical Science and Engineering",4.8,20.0,Not applicable,Coursera,"Understanding how the transformations that occur during food preparation in the kitchen are based on scientific and engineering principles. Understanding how food structures are produced, preserved, and transformed through different culinary techniques. Knowing and understanding the engineering processes that occur inside foods during their preparation and preservation. Acquiring a vocabulary that allows access to abundant scientific literature on food. Introduction, Water in foods - The ""air"" environment complicates everything, Heat in the kitchen - Heat makes chefs, A menu with engineering Physical Science and Engineering.",Introduction to Gastronomic Engineering - Science in the Kitchen!
Working for a sustainable future: concepts and approaches,"Not specified Environmental Policy, Sustainability, Circular ecomony, Scenarios, Systems Thinking Key concepts to frame and communicate sustainability, Sustainability through a systems lens, Drivers for a sustainable future, Innovation and Sustainability, Working with scenarios Physical Science and Engineering",4.7,18.0,Beginner,Coursera,"Not specified Environmental Policy, Sustainability, Circular ecomony, Scenarios, Systems Thinking Key concepts to frame and communicate sustainability, Sustainability through a systems lens, Drivers for a sustainable future, Innovation and Sustainability, Working with scenarios Physical Science and Engineering",Working for a sustainable future: concepts and approaches
Modeling of Feedback Systems,"Derive differential equations and transfer functions for simple mechanical, electrical, and electromechanical systems.Analyze the dynamic response of 1st and 2nd order systems.Explain the relationship between pole locations of 2nd-order systems and common step response performance specifications.Characterize Bounded-Input Bounded-Output (BIBO) stability and determine the number of unstable roots using Routh’s stability criterion. Data Applications, Transforms, Systems Thinking, Systems Modeling, Response Calculations Introduction to Control Systems and Laplace Transforms, Modeling of Physical Systems, Block Diagram Analysis and Dynamic Response, Transient Step Response Specifications, Modeling From Transient Response Data and Stability Physical Science and Engineering",0.0,14.0,Intermediate,Coursera,"Derive differential equations and transfer functions for simple mechanical, electrical, and electromechanical systems.Analyze the dynamic response of 1st and 2nd order systems.Explain the relationship between pole locations of 2nd-order systems and common step response performance specifications.Characterize Bounded-Input Bounded-Output (BIBO) stability and determine the number of unstable roots using Routh’s stability criterion. Data Applications, Transforms, Systems Thinking, Systems Modeling, Response Calculations Introduction to Control Systems and Laplace Transforms, Modeling of Physical Systems, Block Diagram Analysis and Dynamic Response, Transient Step Response Specifications, Modeling From Transient Response Data and Stability Physical Science and Engineering",Modeling of Feedback Systems
