Course Title,Course Info,Course Rating,Course Duration,Course Level,Source
HashiCorp Certified: Terraform Associate - Hands-On Labs,"HashiCorp Certified: Terraform Associate - Hands-On Labs
Master the Terraform Associate with 70+ AWS-based labs that follow the Terraform Associate 003 objectives",4.7,14.5,All Levels,Udemy
ISTQB Foundation Level preparation course+1000quiz examples,"ISTQB Foundation Level preparation course+1000quiz examples
The easiest preparation for certification ISTQB Certified Tester Foundation Level (CTFL) 2018 v3.1 and 2023 v4.0 [NEW!]",4.6,13.5,All Levels,Udemy
The Complete Guide to Service Portal in ServiceNow,"The Complete Guide to Service Portal in ServiceNow
Learn how to configure, customize, and build Service Portals in ServiceNow!",4.5,7.0,Intermediate,Udemy
Process Mapping and Flowcharts Certification (Accredited),"Process Mapping and Flowcharts Certification (Accredited)
Complete Process Mapping and Process Flowcharts Guide - Beginners | Process Mapping Specialist Certification | Earn PDUs",4.5,2.5,Beginner,Udemy
Practical Cisco Networking Labs in Cisco Packet Tracer,"Practical Cisco Networking Labs in Cisco Packet Tracer
Networking concepts explained in a simple way, with many engaging exercises!",4.6,12.0,Intermediate,Udemy
AWS Certified Solutions Architect - Professional 2024,"AWS Certified Solutions Architect - Professional 2024
All you need to master AWS Solutions Architect - Professional (SAP-C02) certification",4.6,41.5,Intermediate,Udemy
Foundation to Oracle Database in Oracle Cloud Infrastructure,"Foundation to Oracle Database in Oracle Cloud Infrastructure
Basics, Architecture , Database Deployments, Connectivity Scenarios in OCI [*** GETTING UPDATED WITH NEW CONTENT***]",4.6,4.5,Beginner,Udemy
BigQuery for Big data engineers - Master Big Query Internals,"BigQuery for Big data engineers - Master Big Query Internals
A Complete deep knowledge BigQuery guide for Data engineers and Analysts. Hands-On Bigquery via Console, CLI, Python lib",4.5,9.0,All Levels,Udemy
R Programming - R Language for Absolute Beginners,"R Programming - R Language for Absolute Beginners
R Programming course suitable for everyone, no coding experience or a statistics background needed",4.6,10.5,Beginner,Udemy
System Design Interview Guide for Software Architecture,"System Design Interview Guide for Software Architecture
Mastering High Level System Design Interview | Software Architecture case studies | Design patterns | Microservices",4.5,8.0,All Levels,Udemy
JavaScript Data Structures & Algorithms + LEETCODE Exercises,"JavaScript Data Structures & Algorithms + LEETCODE Exercises
DSA for the Cracking the Coding Interview. Animated Examples for Faster Learning and Deeper Understanding.",4.7,7.0,All Levels,Udemy
The Basics of Cyber Security 2020,"The Basics of Cyber Security 2020
Trigger your Cyber Security journey with the basics you need to learn.",4.7,Not applicable,Beginner,Udemy
AWS Certified Solutions Architect - Associate 2024,"AWS Certified Solutions Architect - Associate 2024
All you need to master AWS Solutions Architect - Associate (SAA-C03) certification",4.7,33.5,Beginner,Udemy
"COBIT® 2019 Foundation - official, accredited","COBIT® 2019 Foundation - official, accredited
Prepare for your COBIT 2019® Foundation certificate and manage your IT with confidence.",4.6,4.5,Beginner,Udemy
Qt 6 Core Beginners with C++,"Qt 6 Core Beginners with C++
No experience necessary, learn Qt C++ cross platform programming on windows, mac and linux for beginners using Qt 6.",4.7,15.5,Beginner,Udemy
Clear and Simple VMware vSphere 6.7 Professional VCP-DCV,"Clear and Simple VMware vSphere 6.7 Professional VCP-DCV
Prepare for the VMware VCP-DCV 2019 2V0-21.19 exam. Learn all about vSphere version 6.7 and how to manage it.",4.6,13.0,Intermediate,Udemy
Microsoft Project: MS Project 2021 2019 2016 Complete_8 PDUs,"Microsoft Project: MS Project 2021 2019 2016 Complete_8 PDUs
Microsoft Project: Learn project management by using MS Project! Creation and management of a real project plan - 8 pdus",4.6,8.5,All Levels,Udemy
"Microservices: Clean Architecture, DDD, SAGA, Outbox & Kafka","Microservices: Clean Architecture, DDD, SAGA, Outbox & Kafka
Learn Spring boot microservices with Clean and Hexagonal architectures, DDD, SAGA, Outbox, CQRS, Kafka, Kubernetes &amp; GKE",4.6,21.0,All Levels,Udemy
Clear and Simple VMware Certified Associate (RetiredVCA-DBT),"Clear and Simple VMware Certified Associate (RetiredVCA-DBT)
Want to learn about VMware vSphere? This is the ideal course for beginners. Please note the VCA-DBT exam is retired.",4.8,6.5,Beginner,Udemy
SQL For Data Science With Google Big Query,"SQL For Data Science With Google Big Query
Learn SQL for Data Visualization, Data Analysis, and Data Science Using Google Cloud Platform",4.7,7.0,Beginner,Udemy
Implementing the NIST Cybersecurity Framework (CSF),"Implementing the NIST Cybersecurity Framework (CSF)
A practitioner's guide to using the NIST Cybersecurity Framework (CSF) to protect your business or organization",4.6,3.5,All Levels,Udemy
Cloud Computing Essentials,"Cloud Computing Essentials
Everything you want to know about Cloud Computing",4.5,1.5,Beginner,Udemy
Master the Fourier transform and its applications,"Master the Fourier transform and its applications
Learn the Fourier transform in MATLAB and Python, and its applications in digital signal processing and image processing",4.8,7.0,All Levels,Udemy
The Complete Beginners SEO Course - Learn SEO Fundamentals!,"The Complete Beginners SEO Course - Learn SEO Fundamentals!
Use search engine optimization or SEO basics & drive traffic to your website and rank it high in engines like Google",4.8,3.0,Beginner,Udemy
Complete DevOps Ansible Automation Training,"Complete DevOps Ansible Automation Training
The BEST Ansible course for IT professionals/DevOps who want to automate everyday tasks specifically in Linux (RHCE)",4.6,7.0,All Levels,Udemy
The Absolute Beginners Guide to Information Technology 2024,"The Absolute Beginners Guide to Information Technology 2024
Gain a solid foundation knowledge of all 4 main branches of Information Technology",4.7,3.5,All Levels,Udemy
Cisco Application Centric Infrastructure - ACI,"Cisco Application Centric Infrastructure - ACI
Learning Cisco ACI with Dual CCIE Jason Lunde",4.7,9.0,Intermediate,Udemy
Entity Framework Core - The Complete Guide (.NET Core 7),"Entity Framework Core - The Complete Guide (.NET Core 7)
Learn Entity Framework Core using Code First Methodology in ASP.NET Core 7 (.NET 7)",4.5,6.0,Beginner,Udemy
Hyper-V on Windows Server 2016 and Windows 10,"Hyper-V on Windows Server 2016 and Windows 10
From Beginner to Expert",4.7,4.0,All Levels,Udemy
Ansible for the DevOps Beginners & System Admins,"Ansible for the DevOps Beginners & System Admins
Ansible for the Beginners course for DevOps Engineers and System Admins helps you to enhance skills towards Ansible.",4.7,5.0,Beginner,Udemy
Microsoft Excel - Beginner to Advance with Example,"Microsoft Excel - Beginner to Advance with Example
Microsoft Excel Basic to Advance, Learn A to Z, Office 365/2023, 2010, 2013, 2016, Excel 2019, Zero to Hero guide",4.5,4.0,All Levels,Udemy
CompTIA A+ 220-1101 Core 1 Hands-On Course - Full Training,"CompTIA A+ 220-1101 Core 1 Hands-On Course - Full Training
CompTIA A+ 220-1101. Covers all the topics on the exam objectives to ensure you pass on your first try.",4.7,13.5,All Levels,Udemy
Learn Linux administration and linux command line skills,"Learn Linux administration and linux command line skills
Linux administration and Linux command Line skills from scratch. This Linux course is for all level learners.",4.5,32.0,All Levels,Udemy
Microsoft Excel Certification Exam Prep: MO-201 Excel Expert,"Microsoft Excel Certification Exam Prep: MO-201 Excel Expert
Ace the Excel MO-201 Exam. Learn advanced data analysis & earn the Excel Expert Certification (MS Excel 2019/Office 365)",4.6,8.5,All Levels,Udemy
Clear and Simple VMware vSphere 6.7 Foundations,"Clear and Simple VMware vSphere 6.7 Foundations
Prepare for the VMware VCP-DCV 2019 2V0-21.19 exam. Learn about vSphere version 6.7 and how to manage it.",4.7,11.0,Beginner,Udemy
Certified Kubernetes Administrator 2024,"Certified Kubernetes Administrator 2024
Master Course to prepare for Certified Kubernetes Administrator certification.",4.6,18.5,Intermediate,Udemy
Google Cloud Professional Data Engineer Course [2019 Update],"Google Cloud Professional Data Engineer Course [2019 Update]
Take this course to prepare for the GCP Data Engineers Exam. Updated to reflect latest exam content.",4.6,4.5,Beginner,Udemy
ChatGPT Masterclass: The Guide to AI & Prompt Engineering,"ChatGPT Masterclass: The Guide to AI & Prompt Engineering
ChatGPT Unlocked: 10x Your Productivity & Career, 100+ AI Prompts, Master Marketing, Creativity & Prompt Engineering.",4.7,16.0,All Levels,Udemy
Microsoft Dynamics 365 & PowerApps Developer Course - Part 1,"Microsoft Dynamics 365 & PowerApps Developer Course - Part 1
The Dataverse (Dynamics 365/ Power Platform) Developer Course from Ex-Microsoft employee.",4.7,6.0,All Levels,Udemy
Gradle for java developers,"Gradle for java developers
Master the fundamentals of gradle in easy steps",4.5,4.5,All Levels,Udemy
"DevOps Deployment Automation with Terraform, AWS and Docker","DevOps Deployment Automation with Terraform, AWS and Docker
Create production-grade scalable deployments with GitLab, EC2, ALB, ECS, ECR, VPC, S3 and Infrastructure as Code (IaC).",4.7,11.0,Intermediate,Udemy
NetSuite Functional Ultimate Guide and Complete Course,"NetSuite Functional Ultimate Guide and Complete Course
Learn NetSuite with this Complete Ultimate Guide to learning NetSuite as a Functional User/Consultant.",4.5,4.5,Beginner,Udemy
AWS Certified Cloud Practitioner CLF-C02,"AWS Certified Cloud Practitioner CLF-C02
Get a detailed overview of all core AWS services needed to pass the certification exam & boost your cloud career!",4.7,12.5,Beginner,Udemy
Clear and Simple VMware NSX 6.2 and vSphere Virtual Networks,"Clear and Simple VMware NSX 6.2 and vSphere Virtual Networks
Whether you are an absolute beginner or a CCIE this is the NSX course for you! Ideal Prep for the VCP6-NV & VCP-NV-2019!",4.7,7.0,All Levels,Udemy
Part 1: AWS Certified Solutions Architect SAA C03 [2024],"Part 1: AWS Certified Solutions Architect SAA C03 [2024]
Comprehensive Associate Exam Mastery: Hands-On Labs, Quiz, and In-Depth Learning of AWS Fundamentals and Core Services",4.7,17.0,All Levels,Udemy
Ultimate Google Certified Associate Cloud Engineer 2023,"Ultimate Google Certified Associate Cloud Engineer 2023
307000 Students, 200+ Questions and Labs, 450+ Students Cleared Exam. 415,000+ subscriptions for Google Cloud platform",4.8,25.0,All Levels,Udemy
AWS Certified SysOps Administrator Associate SOA-C02 [2024],"AWS Certified SysOps Administrator Associate SOA-C02 [2024]
Pass your AWS Certified SysOps Administrator Associate Exam [SOA-C02] Earn your AWS SysOps Certification in 21 Days",4.6,12.0,Intermediate,Udemy
CompTIA IT Fundamentals (ITF+) Complete Course (FC0-U61),"CompTIA IT Fundamentals (ITF+) Complete Course (FC0-U61)
Everything you need to know to pass the CompTIA ITF+ exam and start your career in IT! Fully updated for the 2022 exam!",4.7,4.0,Beginner,Udemy
Gatling Fundamentals for Stress Testing APIs - Scala - 2022,"Gatling Fundamentals for Stress Testing APIs - Scala - 2022
Learn the open source Gatling tool and how to stress and load test any API",4.5,4.5,All Levels,Udemy
Windows Server Update Services (WSUS) Training For Beginners,"Windows Server Update Services (WSUS) Training For Beginners
Setup your lab, Install WSUS, administrate your WSUS server and clients, learn WSUS troubleshooting and MUCH more...",4.6,2.5,Beginner,Udemy
DP-300: Administering Microsoft Azure SQL Solutions (DBA),"DP-300: Administering Microsoft Azure SQL Solutions (DBA)
Learn DBA skills for Azure SQL Databases, SQL Managed Instances and SQL Server on Azure Virtual Machines. Exam DP-300",4.5,17.0,Beginner,Udemy
TOTAL: CompTIA A+ Certification Core 2 (1102) Practice Exams,"TOTAL: CompTIA A+ Certification Core 2 (1102) Practice Exams
Test your skills with 3 full practice exams that mimic the real CompTIA exams with - Certification Practice Tests",4.5,Not applicable,All Levels,Udemy
TOTAL: CompTIA PenTest+ (Ethical Hacking) PT0-002 + 2 Tests,"TOTAL: CompTIA PenTest+ (Ethical Hacking) PT0-002 + 2 Tests
From Total Seminars: Michael Solomon on ethical hacking & high-level penetration testing. Hack like a pro.",4.6,14.5,All Levels,Udemy
The Complete C++ Developer Course,"The Complete C++ Developer Course
Master theory and practice using one of the world's most popular programming languages!",4.7,22.5,All Levels,Udemy
Process Visualization (Level 3),"Process Visualization (Level 3)
Learn HMI / SCADA hands-on by developing your own live interfaces for a running system.",4.7,17.0,Intermediate,Udemy
The Ultimate Pandas Bootcamp: Advanced Python Data Analysis,"The Ultimate Pandas Bootcamp: Advanced Python Data Analysis
Master the powerful pandas library to analyze, manipulate and visualize data. More than 10 datasets & bonuses included!",4.7,32.0,All Levels,Udemy
Java Design Patterns,"Java Design Patterns
Master the popular Core and Java EE Design Patterns in easy steps",4.6,6.5,All Levels,Udemy
Six Sigma Statistics Using Minitab 17,"Six Sigma Statistics Using Minitab 17
Learn Basics and Confidently Apply Six Sigma Statistical Concepts To Your Green / Black Belt Projects Using Minitab 17",4.6,11.5,All Levels,Udemy
Ultimate Ethical Hacking and Penetration Testing (UEH),"Ultimate Ethical Hacking and Penetration Testing (UEH)
Learn and Practice the Techniques of Hacking and Penetration Testing",4.5,62.0,Beginner,Udemy
"Becoming an Agile Coach | Mindset, Frameworks, Tools, Skills","Becoming an Agile Coach | Mindset, Frameworks, Tools, Skills
Learn how to plan, build and deliver successful products | Become proficient at Scrum, Kanban and other Agile frameworks",4.7,12.0,All Levels,Udemy
Elegant Browser Automation with Python and Selenium,"Elegant Browser Automation with Python and Selenium
Fast, scalable, professional-grade UI automation principles",4.5,6.5,Beginner,Udemy
Windows Server 2022 administration course. Lecture and Sims,"Windows Server 2022 administration course. Lecture and Sims
Learn how to expertly administer Windows Server 2022 with lecture and hands on simulations available 24/7",4.7,13.0,All Levels,Udemy
Google Cloud Developer - GCP Professional Certification,"Google Cloud Developer - GCP Professional Certification
Get Google Cloud Developer Professional Certification. Develop Solutions for Google Cloud Platform - GCP.",4.5,21.5,All Levels,Udemy
Check Point CCSA,"Check Point CCSA
Learn all about Check Point firewall administration. Master to deploy Checkpoint blades efficiently. Upgrade to R80.30",4.5,6.5,Beginner,Udemy
SQL for Data Analysis - with SQL Server,"SQL for Data Analysis - with SQL Server
The most direct path to mastering the SQL skills you'll actually use on the job",4.8,6.5,Beginner,Udemy
Clear and Simple VMware vSAN 6.7 (Virtual SAN),"Clear and Simple VMware vSAN 6.7 (Virtual SAN)
Configure, manage, troubleshoot, and optimize vSAN in your VMware vSphere environment",4.7,3.0,All Levels,Udemy
Terraform on Azure,"Terraform on Azure
Using Terraform with Azure (Includes 100+ code files, 10+ assignments, a mini-project)",4.6,18.0,All Levels,Udemy
CCNA 200-301 Video Boot Camp with Chris Bryant,"CCNA 200-301 Video Boot Camp with Chris Bryant
Over 30 Hours Of Lab-Packed, Fully Downloadable Videos On Every Subject On The CCNA 200-301 Exam!",4.7,32.0,Beginner,Udemy
Help Desk Professional: A guide to your IT career,"Help Desk Professional: A guide to your IT career
Master the Help desk position by working smarter and boost your career opportunities",4.5,5.5,Beginner,Udemy
Web Security & Bug Bounty: Learn Penetration Testing,"Web Security & Bug Bounty: Learn Penetration Testing
Become a bug bounty hunter! Learn to hack websites, fix vulnerabilities, and improve web security online for clients.",4.6,10.5,All Levels,Udemy
Hardware Asset Management in ServiceNow,"Hardware Asset Management in ServiceNow
The perfect course for managing Hardware Assets in ServiceNow! Unlock the full benefits of IT Asset Management (ITAM)!",4.5,6.0,Intermediate,Udemy
TOTAL: Conversation on Cryptography: w/ Mike Meyers,"TOTAL: Conversation on Cryptography: w/ Mike Meyers
Dive into cryptography with The Alpha Geek Mike Meyers and Total Seminars team. Learn cyber security / ethical hacking.",4.7,2.5,Beginner,Udemy
AWS Networking Masterclass - Amazon VPC & Hybrid Cloud 2024,"AWS Networking Masterclass - Amazon VPC & Hybrid Cloud 2024
Hands-On AWS Networking Training [Beginners to Advanced] Amazon Virtual Private Cloud VPC, AWS VPN + AWS Direct Connect",4.7,7.0,Beginner,Udemy
An Introduction to Google Cloud Platform for Data Engineers,"An Introduction to Google Cloud Platform for Data Engineers
The First Course in a Series for Attaining the Google Certified Data Engineer",4.5,3.0,Beginner,Udemy
An Introduction to the Controller Area Network (CAN) Bus,"An Introduction to the Controller Area Network (CAN) Bus
Learn the fundamentals of the Controller Area Network (CAN) Bus using both a theoretical and practical approach",4.6,2.0,Intermediate,Udemy
Wireshark Tutorial - Get Wireshark Certification,"Wireshark Tutorial - Get Wireshark Certification
Learn Wireshark, the World's Most Popular Network Analyzer! Become Wireshark certified for great paying Wireshark jobs!",4.6,3.5,Beginner,Udemy
"Azure Function, Logic Apps & Blob Storage for .NET Developer","Azure Function, Logic Apps & Blob Storage for .NET Developer
Master Azure Functions, Azure Logic Apps, Azure Blob Storage and Azure Cache for Redis with real world .NET Core Project",4.6,6.5,Beginner,Udemy
Graph Theory Algorithms,"Graph Theory Algorithms
A complete overview of graph theory algorithms in computer science and mathematics.",4.7,9.0,All Levels,Udemy
MTA: Windows Server 2016 Administration Fundamentals: 98-365,"MTA: Windows Server 2016 Administration Fundamentals: 98-365
Windows Server 2016 Edition. Master all core exam topics: AD, DNS, DHCP, DFS, IIS, RDS...",4.7,4.5,Beginner,Udemy
Cisco CCNA 200-301 - Your Guide to Passing - 2024,"Cisco CCNA 200-301 - Your Guide to Passing - 2024
Learn how to pass the CCNA 200-301 exam. All of the new CCNA 200-301 exam topics covered plus networking for beginners",4.7,11.5,All Levels,Udemy
Apache Kafka Series - KSQL on ksqlDB for Stream Processing !,"Apache Kafka Series - KSQL on ksqlDB for Stream Processing !
Use SQL on Apache Kafka with Confluent ksqlDB! Build an entire taxi booking application based on KSQL stream processing",4.5,4.0,Beginner,Udemy
IT Support Technical Skills Helpdesk,"IT Support Technical Skills Helpdesk
Hands-on Technical skills for IT Support Learners",4.6,12.5,Intermediate,Udemy
ABC of Cisco SD-WAN Viptela Part 1,"ABC of Cisco SD-WAN Viptela Part 1
By Ratnesh 2xCCIE #61380",4.5,6.0,All Levels,Udemy
Oracle Goldengate 12c,"Oracle Goldengate 12c
Oracle Goldengate",4.5,21.0,All Levels,Udemy
STM32Fx Microcontroller Custom Bootloader Development,"STM32Fx Microcontroller Custom Bootloader Development
Learn fundamentals of Bootloader Development for your ARM Cortex Mx based STM32Fx Microcontroller",4.7,7.5,Beginner,Udemy
Revit Architecture 2020 From Zero to Hero,"Revit Architecture 2020 From Zero to Hero
Covering essentials, intermediate, and advanced features of Revit Architecture 2020-2021-2022-2023",4.5,19.5,All Levels,Udemy
Introduction to IP Addressing and Subnetting the Easy Way,"Introduction to IP Addressing and Subnetting the Easy Way
Master Subnetting the Easy Way!",4.7,6.0,Beginner,Udemy
CISM Certification: CISM Domain 3 Video Boot Camp 2024,"CISM Certification: CISM Domain 3 Video Boot Camp 2024
Certified Information Security Manager (CISM) Domain 3 - Get 10.5 hours of videos and downloadable study guides.",4.7,10.0,All Levels,Udemy
Mastering BGP in Depth on Cisco Routers,"Mastering BGP in Depth on Cisco Routers
provide learners with in-depth knowledge of BGP implementation on Cisco Routers",4.6,14.0,All Levels,Udemy
AWS Certified Cloud Practitioner Practice Exam Simulator,"AWS Certified Cloud Practitioner Practice Exam Simulator
Real World Exam Simulator, 6 Complete Practice Exams, Answer Explanations, Video Links, References & Instructor Support",4.6,Not applicable,Beginner,Udemy
Application Packaging Training,"Application Packaging Training
Get trained with Application Packaging trainer. Experience the Real time implementation and setup Software Packaging Lab",4.6,8.5,Beginner,Udemy
CompTIA Healthcare IT,"CompTIA Healthcare IT
Know all about Healthcare IT",4.6,4.0,All Levels,Udemy
Prometheus Alerting and Monitoring,"Prometheus Alerting and Monitoring
Learn and Build Your First Prometheus Alerting and Monitoring System for Your Infrastructure Today",4.6,2.0,Beginner,Udemy
Python 3 For Offensive PenTest: A Complete Practical Course,"Python 3 For Offensive PenTest: A Complete Practical Course
Updated Python 3.7 / Windows 10 & Kali 2. Learn how to use python for ethical hacking and penetration testing",4.6,5.0,Intermediate,Udemy
Six Sigma: Lean Six Sigma Black Belt (Part 2) (Accredited),"Six Sigma: Lean Six Sigma Black Belt (Part 2) (Accredited)
Six Sigma Black Belt - P2 (Accredited) | Analyze &amp; Improve Phase | Lean Six Sigma Black Belt Certification | Earn PDUs",4.7,2.0,Expert,Udemy
"Full Stack Project: Spring Boot 2.0, ReactJS, Redux","Full Stack Project: Spring Boot 2.0, ReactJS, Redux
Build a Personal Project Management Tool from scratch",4.6,25.0,Intermediate,Udemy
2024 Salesforce Flows: The Complete Guide to Lightning Flows,"2024 Salesforce Flows: The Complete Guide to Lightning Flows
13x Certified Architect and Developer teaches you the Salesforce Flow skills that quadrupled my salary",4.8,19.5,All Levels,Udemy
SystemVerilog for Verification Part 1: Fundamentals,"SystemVerilog for Verification Part 1: Fundamentals
Fundamentals of SystemVerilog Language Constructs",4.6,14.5,All Levels,Udemy
Spring Professional Certification Exam Tutorial - Module 01,"Spring Professional Certification Exam Tutorial - Module 01
Container, Dependency, and IoC",4.7,4.5,Intermediate,Udemy
AZ-900: Azure Fundamentals Exam Prep 2024,"AZ-900: Azure Fundamentals Exam Prep 2024
Pass the AZ-900 exam with ease || Become Azure Fundamentals Certified",4.6,8.5,All Levels,Udemy
AZ-800 Course Administering Windows Server Hybrid Core Inf.,"AZ-800 Course Administering Windows Server Hybrid Core Inf.
Get prepared for the AZ-800 exam with instructor led labs and hands on simulations available 24/7",4.8,21.0,All Levels,Udemy
Windows 10 Essentials,"Windows 10 Essentials
How To Get The Most From The Windows 10 Operating System",4.6,Not applicable,All Levels,Udemy
Migrating from Microsoft Exchange to O365,"Migrating from Microsoft Exchange to O365
How to Make the Move from Exchange 2010 to Office 365",4.5,4.0,Intermediate,Udemy
Practical Knowledge Modelling: Ontology Development 101,"Practical Knowledge Modelling: Ontology Development 101
Capture machine-interpretable knowledge through ontology and semantic techniques",4.5,3.5,All Levels,Udemy
Linux Device Driver Programming With Beaglebone Black (LDD1),"Linux Device Driver Programming With Beaglebone Black (LDD1)
Foundation course on practical Linux device driver programming",4.6,22.0,Beginner,Udemy
HashiCorp Certified: Terraform Associate Prep Course,"HashiCorp Certified: Terraform Associate Prep Course
Get Certified Today!",4.5,3.5,Beginner,Udemy
FortiGate Firewall Version 6.4 NSE4 Training,"FortiGate Firewall Version 6.4 NSE4 Training
Learn FortiGate Firewall 6.4.2 with Step by Step Lab Workbook",4.6,30.5,All Levels,Udemy
Apache Beam | A Hands-On course to build Big data Pipelines,"Apache Beam | A Hands-On course to build Big data Pipelines
Build Big data pipelines with Apache Beam in any language and run it via Spark, Flink, GCP (Google Cloud Dataflow).",4.6,5.5,All Levels,Udemy
Clear and Simple vSphere 7 Foundations (VCTA Associate),"Clear and Simple vSphere 7 Foundations (VCTA Associate)
Prepare for the VMware Certified Technical Associate exam. Learn about vSphere version 7 and how to manage it.",4.7,11.0,Beginner,Udemy
ISO 27001:2022 Lead Implementer,"ISO 27001:2022 Lead Implementer
Follow a proven 12-Step methodology with ready-to-use templates and processes saving you hundreds of hours.",4.6,8.5,All Levels,Udemy
Learn AWS - Deploy Java Spring Boot to AWS Elastic Beanstalk,"Learn AWS - Deploy Java Spring Boot to AWS Elastic Beanstalk
Learn AWS deploying Java Spring Boot Apps to AWS Elastic Beanstalk. Take Java Spring Boot REST APIs & Full Stack to AWS.",4.6,6.5,Beginner,Udemy
GCP Associate Cloud Engineer Certification : Google Cloud,"GCP Associate Cloud Engineer Certification : Google Cloud
Learn Google Cloud - GCP with 90+ Hands-on demo Lab & make yourself fully prepared for GCP Associate Cloud Engineer Exam",4.6,21.0,All Levels,Udemy
Scrum Product Owner (PSPO I) Certification & 200+ Questions,"Scrum Product Owner (PSPO I) Certification & 200+ Questions
The best online PSPO I ® Preparation Class: Become a Professional Scrum Product Owner! Incl. PSPO 1 ® Practice Exams!",4.6,2.0,Beginner,Udemy
Microsoft MS-100 Certification M365 Identity and Services,"Microsoft MS-100 Certification M365 Identity and Services
Pass the MS-100 exam by completing this course and start your path with M365!",4.9,4.0,Intermediate,Udemy
DP-200 Implementing Azure Data Exam Prep In One Day,"DP-200 Implementing Azure Data Exam Prep In One Day
Learn Azure database, data storage and data processing, and get certified with this complete DP-200 course!",4.5,5.0,All Levels,Udemy
Agile Kanban: Kanban for Software Development Teams,"Agile Kanban: Kanban for Software Development Teams
Learn the Kanban way of Agile Project Management | Prepare for Kanban Certification | Kanban for Software Development",4.6,3.5,All Levels,Udemy
OpenStack and NFV (TelcoCloud),"OpenStack and NFV (TelcoCloud)
Learn OpenStack and network function virtualization NFV together.",4.7,11.0,Beginner,Udemy
AZ-700 Designing and Implementing Azure Networking Exam Prep,"AZ-700 Designing and Implementing Azure Networking Exam Prep
Prove your AZ-700 Microsoft Azure Networking skills to the world. Course + practice test.",4.5,7.0,All Levels,Udemy
[COF-C02] Snowflake SnowPro Core Certification Practice Sets,"[COF-C02] Snowflake SnowPro Core Certification Practice Sets
Smart way to prepare for latest [COF-C02] Snowflake SnowPro Core Certification exam. Trusted by 15,000+ Students.",4.5,Not applicable,All Levels,Udemy
Teradata SQL for Data Science and Data Analytics,"Teradata SQL for Data Science and Data Analytics
A complete course on learning SQL using Teradata Database",4.5,6.5,All Levels,Udemy
Eclipse Debugging Techniques And Tricks,"Eclipse Debugging Techniques And Tricks
Practical course to teach eclipse debugging from beginners to advanced level step by step details with hands on examples",4.6,3.5,All Levels,Udemy
Penetration Testing Fundamentals: A Beginner's Guide,"Penetration Testing Fundamentals: A Beginner's Guide
Hands-On Learning for Ethical Hacking and Cybersecurity Enthusiasts",4.5,10.5,All Levels,Udemy
Mastering OpenAI Python APIs: Unleash ChatGPT and GPT4,"Mastering OpenAI Python APIs: Unleash ChatGPT and GPT4
Recorded with GPT-4! ChatGPT API, Whisper, Embeddings, DALL-E, and Tons of Projects!",4.6,13.0,All Levels,Udemy
Apache Kafka Series - Kafka Security | SSL SASL Kerberos ACL,"Apache Kafka Series - Kafka Security | SSL SASL Kerberos ACL
Hands-On Course - Kafka Security Setup in AWS with SSL Encryption & Authentication, SASL Kerberos, ACL in Zookeeper",4.8,4.0,Intermediate,Udemy
"Azure DevOps for .NET Developer (CI/CD, Boards, Repo & Wiki)","Azure DevOps for .NET Developer (CI/CD, Boards, Repo & Wiki)
Learn fundamentals for Azure Devops essential in software development as a .NET Developer (CI/CD, Boards, Repo)",4.6,4.0,Intermediate,Udemy
The Complete ServiceNow System Administrator Course (2016),"The Complete ServiceNow System Administrator Course (2016)
A Complete Beginner's Guide To ServiceNow Administration on the Eureka release",4.7,7.0,All Levels,Udemy
Devops Tools and AWS for Java Microservice Developers,"Devops Tools and AWS for Java Microservice Developers
Master Docker , Kubernetes, Maven, Jenkins ,GIT , AWS EC2 ,Elastic Beanstalk,ELB,Auto Scaling and more in easy steps",4.5,20.5,All Levels,Udemy
Six Sigma: Lean Six Sigma Black Belt (Part 3) (Accredited),"Six Sigma: Lean Six Sigma Black Belt (Part 3) (Accredited)
Six Sigma Black Belt - P3 (Accredited) | Improve &amp; Control Phase | Lean Six Sigma Black Belt Certification | Earn PDUs",4.7,2.5,Expert,Udemy
AZ-305: Azure Solutions Architect Expert (updated July 2023),"AZ-305: Azure Solutions Architect Expert (updated July 2023)
Design and Implement Azure solutions",4.6,19.5,Intermediate,Udemy
AWS Certified Data Engineer Associate 2024 - Hands On!,"AWS Certified Data Engineer Associate 2024 - Hands On!
AWS DEA-C01 certification prep course with exercises and a full-length practice exam. Redshift, Glue, Athena, and more",4.7,21.5,Intermediate,Udemy
CompTIA Security+ (SY0-601) Complete Course & Exam,"CompTIA Security+ (SY0-601) Complete Course & Exam
CompTIA Security+ (SY0-601) Bootcamp - Your preparation for the world's best cybersecurity certification!",4.7,21.5,All Levels,Udemy
"A to Z of Azure Network services - Covers AZ 300, 103 & more","A to Z of Azure Network services - Covers AZ 300, 103 & more
The most comprehensive course on Azure networking services with lots of lab demonstrations",4.7,12.0,All Levels,Udemy
Azure Active Directory Masterclass,"Azure Active Directory Masterclass
Learn to be a Subject Matter Expert (SME) on Azure Active Directory",4.7,7.0,All Levels,Udemy
Learn Bug Bounty Hunting & Web Security Testing From Scratch,"Learn Bug Bounty Hunting & Web Security Testing From Scratch
Learn how to discover bugs / vulnerabilities like experts | OWASP top 10 + more | No prior knowledge required",4.7,11.0,Beginner,Udemy
