Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Business Sustainability in the Circular Economy,"Not specified Not specified Week 1: Sustainability and the circular economy, Week 2: Recycling and reverse logistics, Week 3: Corporate social responsibility (CSR) Personal Development",4.5,14.0,Beginner,Coursera,"Not specified Not specified Week 1: Sustainability and the circular economy, Week 2: Recycling and reverse logistics, Week 3: Corporate social responsibility (CSR) Personal Development",Business Sustainability in the Circular Economy
Competitive Strategy and Organization Design Specialization,"Not specified Organization Design, Strategic Management, Game Theory, Strategic Thinking Competitive Strategy, Advanced Competitive Strategy, Strategic Organization Design, Competitive Strategy and Organization Design Project Personal Development",4.8,40.0,Intermediate,Coursera,"No especificado Organización de Diseño, Gestión Estratégica, Teoría de Juegos, Pensamiento Estratégico Estrategia Competitiva, Estrategia Competitiva Avanzada, Diseño de Organización Estratégica, Estrategia Competitiva y Proyecto de Diseño de Organización Desarrollo Personal",Specialization in Competitive Strategy and Organization Design
Principles of UX/UI Design,"Describe the fundamentals of User Experience (UX) design and researchDescribe accessibility considerations in design Practice developing user empathy through researchCreate wireframes and prototypes in Figma Web Design, Accessibility, Front-End Web Development, User Experience (UX) Introduction to UX and UI design, Evaluating interactive design, Applied Design Fundamentals, Designing your UI, Course summary and final assessment Personal Development",4.7,21.0,Beginner,Coursera,"Describe the fundamentals of User Experience (UX) design and researchDescribe accessibility considerations in design Practice developing user empathy through researchCreate wireframes and prototypes in Figma Web Design, Accessibility, Front-End Web Development, User Experience (UX) Introduction to UX and UI design, Evaluating interactive design, Applied Design Fundamentals, Designing your UI, Course summary and final assessment Personal Development",Principles of UX/UI Design
Agile Leadership Specialization,"Apply Agile principles and philosophy within your team and organizationDevelop change resilience at a personal, team, and organization levelTransform yourself, your team, and your organization from traditional into Agile Project Management, Agile Management, Change Management, Scrum (Software Development), Agile Leadership Agile Leadership: Introduction to Change, Agile Leader Training, Developing an Agile Team, Agile Organization, Agile Leadership Capstone Personal Development",4.8,40.0,Beginner,Coursera,"Apply Agile principles and philosophy within your team and organizationDevelop change resilience at a personal, team, and organization levelTransform yourself, your team, and your organization from traditional into Agile Project Management, Agile Management, Change Management, Scrum (Software Development), Agile Leadership Agile Leadership: Introduction to Change, Agile Leader Training, Developing an Agile Team, Agile Organization, Agile Leadership Capstone Personal Development",Agile Leadership Specialization
Introduction to Web Development,"Not specified Css Code, HTML, JavaScript, Cascading Style Sheets (CSS) Course Overview and Website Structure and Hosting, Designing Your Own Website: HTML Basics, Introduction to Programming Using JavaScript, Websites with Style: CSS Properties, Colors and Fonts, Creating HTML Forms, Creating Web Applications Personal Development",4.7,21.0,Beginner,Coursera,"No se especifica el código Css, HTML, JavaScript, Resumen del curso de Hojas de estilo en cascada (CSS) y Estructura y alojamiento de sitios web, Diseñando tu propio sitio web: Conceptos básicos de HTML, Introducción a la programación utilizando JavaScript, Sitios web con estilo: Propiedades CSS, Colores y Fuentes, Creación de formularios HTML, Creación de aplicaciones web Desarrollo personal.",Introduction to Web Development
Preparing to Manage Human Resources,"Not specified Human Resources (HR), Resource Management, Hr Strategy Alternative Approaches to Managing Human Resources, What Makes Employees Work? Money, Of Course!, What Makes Employees Work Revisited...Non-Monetary Motivations,  The People Manager as Part of a Complex System Personal Development",4.8,17.0,Not applicable,Coursera,"Not specified Human Resources (HR), Resource Management, Hr Strategy Alternative Approaches to Managing Human Resources, What Makes Employees Work? Money, Of Course!, What Makes Employees Work Revisited...Non-Monetary Motivations,  The People Manager as Part of a Complex System Personal Development",Preparing to Manage Human Resources
Life Cycle Assessment,"Calculate the environmental impact of systems and productsAssess impact across the entire product life cycleUtilize the Life Cycle Assessment (LCA) methodology ""Sustainability, environment, Life Cycle Assessments "", Product Lifecycle Product-Oriented environmental assessment : Introduction to LCA, LCA Goal Definition, Life Cycle Inventory Part 1, Life Cycle Inventory Part 2, Life Cycle Impact Assessment, LCA Interpretation Personal Development",4.1,35.0,Intermediate,Coursera,"Calculate the environmental impact of systems and productsAssess impact across the entire product life cycleUtilize the Life Cycle Assessment (LCA) methodology ""Sustainability, environment, Life Cycle Assessments "", Product Lifecycle Product-Oriented environmental assessment : Introduction to LCA, LCA Goal Definition, Life Cycle Inventory Part 1, Life Cycle Inventory Part 2, Life Cycle Impact Assessment, LCA Interpretation Personal Development",Life Cycle Assessment
"The Sustainable Development Goals – A global, transdisciplinary vision for the future","Not specified Not specified Sustainable Development as a Global Goal, Managing human impacts on the natural world , Social sustainability and the way forward Personal Development",4.8,10.0,Beginner,Coursera,"Not specified Not specified Sustainable Development as a Global Goal, Managing human impacts on the natural world , Social sustainability and the way forward Personal Development","The Sustainable Development Goals – A global, transdisciplinary vision for the future"
Éxito Profesional Specialization,"Not specified Project Management, Change Management, Management, Finance, Human Communication Gestión de proyectos: las bases del éxito, Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional , Finanzas para profesionales no financieros, La comunicación laboral en el siglo XXI , Redacción de documentos empresariales de gran impacto, El arte de negociar, Aspectos fundamentales de la gerencia, Cómo resolver problemas y tomar decisiones con eficacia, Fundamentos del Emprendimiento: Pensamiento y Acción, Proyecto Final de Éxito Profesional Personal Development",4.7,40.0,Beginner,Coursera,"Not specified Project Management, Change Management, Management, Finance, Human Communication Gestión de proyectos: las bases del éxito, Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional , Finanzas para profesionales no financieros, La comunicación laboral en el siglo XXI , Redacción de documentos empresariales de gran impacto, El arte de negociar, Aspectos fundamentales de la gerencia, Cómo resolver problemas y tomar decisiones con eficacia, Fundamentos del Emprendimiento: Pensamiento y Acción, Proyecto Final de Éxito Profesional Personal Development",Professional Success Specialization
Medical Cannabis: The Health Effects of THC and CBD Specialization,"Not specified How to ask insightful questions about the safety of cannabis and CBD products, Creation of concise evidence-based infographics on cannabis and CBD, Evaluating the strengths and weakness of research papers on cannabis and CBD, Communicating evidence based information on risks and benefits of cannabis and CBD History of Medical Cannabis, Cannabis, Chronic Pain, and Related Disorders, Cannabis, Mental Health, and Brain Disorders, Healthy Aging and the Future of Cannabis Research Personal Development",4.8,40.0,Beginner,Coursera,"Not specified How to ask insightful questions about the safety of cannabis and CBD products, Creation of concise evidence-based infographics on cannabis and CBD, Evaluating the strengths and weakness of research papers on cannabis and CBD, Communicating evidence based information on risks and benefits of cannabis and CBD History of Medical Cannabis, Cannabis, Chronic Pain, and Related Disorders, Cannabis, Mental Health, and Brain Disorders, Healthy Aging and the Future of Cannabis Research Personal Development",Medical Cannabis: The Health Effects of THC and CBD Specialization
Sales Operations/Management Specialization,"Not specified Not specified Account Management & Sales Force Design, Sales Force Management, Compensation, Expenses and Quotas, Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues, Sales Operations: Final Project Personal Development",4.5,80.0,Beginner,Coursera,"Account Management & Sales Force Design, Sales Force Management, Compensation, Expenses and Quotas, Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues, Sales Operations: Final Project Personal Development",Sales Operations/Management Specialization
Devenir entrepreneur du changement,"Not specified Business Model, Communication, Social Entrepreneurship, Social Business Model, Entrepreneurship Introduction, S’inspirer : comment chacun peut devenir entrepreneur du changement, Comprendre les grands enjeux : comment identifier des opportunités dans les problèmes du monde, ""Découvrir son potentiel : comment trouver sa propre voie dentrepreneur du changement"", Générer des idées : comment construire son projet à partir de sa mission sociale, Agir dans la durée : comment développer un modèle économique \u200bpérenne, ""Gagner en impact : comment soutiller pour implémenter son projet"", Se lancer !, Bonus - Hangouts en direct de la session de février à avril 2015 Personal Development",4.7,27.0,Not applicable,Coursera,"Not specified Business Model, Communication, Social Entrepreneurship, Social Business Model, Entrepreneurship Introduction, Inspire: how everyone can become a change entrepreneur, Understanding the major challenges: how to identify opportunities in the world's problems, ""Discovering your potential: how to find your own path as a change entrepreneur"", Generating ideas: how to build your project based on your social mission, Acting in the long term: how to develop a sustainable economic model, ""Increasing impact: how to scale up to implement your project"", Getting started!, Bonus - Live Hangouts from the February to April 2015 session Personal Development",Become an entrepreneur of change
Programación en Python,"Comprender y usar conceptos de programación como algoritmo, variable, función, parámetro, estructura de control y de datos e implementarlos en PythonDiseñar, crear y probar programas completos en Python para resolver problemas de la vida realManejar archivos y estructuras de datos complejas para manipular grandes volúmenes de informaciónUtilizar librerías especializadas como pandas y matplotlib para manipular conjuntos de datos y visualizarlos Python Programming, Pensamiento computacional, Abstracción, Programación, Diseño de software Módulo 1: Descubriendo el mundo de la programación, Módulo 2: Tomando decisiones, Módulo 3: Repitiendo acciones y manejando estructuras de datos, Módulo 4: Solucionando problemas con matrices y librerías Personal Development",4.5,59.0,Beginner,Coursera,"Understand and use programming concepts such as algorithm, variable, function, parameter, control and data structure, and implement them in Python. Design, create, and test complete programs in Python to solve real-life problems. Manage files and complex data structures to manipulate large volumes of information. Use specialized libraries such as pandas and matplotlib to manipulate data sets and visualize them. Python Programming, Computational Thinking, Abstraction, Programming, Software Design Module 1: Discovering the world of programming, Module 2: Making decisions, Module 3: Repeating actions and managing data structures, Module 4: Solving problems with arrays and libraries Personal Development",Programming in Python
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,"Not specified Not specified What is design-led strategy?, Primary market research and problem statement definition, Prototyping and product ideation, Design-led strategy in practice: Corporate case studies, Course wrap-up Personal Development",4.6,19.0,Intermediate,Coursera,"Not specified Not specified What is design-led strategy?, Primary market research and problem statement definition, Prototyping and product ideation, Design-led strategy in practice: Corporate case studies, Course wrap-up Personal Development",Design-Led Strategy: Design thinking for business strategy and entrepreneurship
Agile Meets Design Thinking,"How to evaluate and explain the relevance of concepts and practices from the agile development methodologies  How to create a strong shared perspective and drive to value using design methods like personas and problem scenarios  How to diagnose what software will be valuable to the user and how to test your ideas using agile user stories and prototypes  How to facilitate narrative collaboration with user stories and prototypes    Software Development, Product Management, Agile Software Development, User Experience Design (UXD), agile user stories Problems Agile Solves, Focusing Your Agile with Personas, Jobs-to-be-Done, and Alternatives, Getting to Great Agile User Stories, Focusing on Customer Value with User Stories Personal Development",4.7,9.0,Beginner,Coursera,"How to evaluate and explain the relevance of concepts and practices from the agile development methodologies  How to create a strong shared perspective and drive to value using design methods like personas and problem scenarios  How to diagnose what software will be valuable to the user and how to test your ideas using agile user stories and prototypes  How to facilitate narrative collaboration with user stories and prototypes    Software Development, Product Management, Agile Software Development, User Experience Design (UXD), agile user stories Problems Agile Solves, Focusing Your Agile with Personas, Jobs-to-be-Done, and Alternatives, Getting to Great Agile User Stories, Focusing on Customer Value with User Stories Personal Development",Agile Meets Design Thinking
English Language Skills A2-B1 CEFR: Low-Intermediate Specialization,"Understand main points when reading or listening to familiar topics encountered in work
and daily life.Develop personal and professional relationships through conversations about planning,
advice, interests, and opinions.Communicate needs through conversation, email, or phone calls with colleagues and customer or while shopping or traveling.  English Grammar, Reading Comprehension, Business English, Listening Comprehension, English Vocabulary Low Intermediate English: Meet & Greet, Low Intermediate English: Calls & Messaging, Low Intermediate English: Help & Information, Low Intermediate English: Planning & Organization, Low Intermediate English: Shopping & Customer Service, Low Intermediate English: Technology, Low Intermediate English: Personal Growth & Well-Being Personal Development",4.6,120.0,Intermediate,Coursera,"Understand main points when reading or listening to familiar topics encountered in work
and daily life.Develop personal and professional relationships through conversations about planning,
advice, interests, and opinions.Communicate needs through conversation, email, or phone calls with colleagues and customer or while shopping or traveling.  English Grammar, Reading Comprehension, Business English, Listening Comprehension, English Vocabulary Low Intermediate English: Meet & Greet, Low Intermediate English: Calls & Messaging, Low Intermediate English: Help & Information, Low Intermediate English: Planning & Organization, Low Intermediate English: Shopping & Customer Service, Low Intermediate English: Technology, Low Intermediate English: Personal Growth & Well-Being Personal Development",English Language Skills A2-B1 CEFR: Low-Intermediate Specialization
The Business of Product Management I,"Insist on the Highest Standards. Understand the PM discipline, famous product managers and their accomplishments, and how you can make your mark.Customer Obsession. Learn why successful PMs start from the customer and work backwards to the product. Cultivate your intuition for this process.Ownership. PMs own their products and think long-term. Learn how to keep your sights set on the long-term using tools like the PRD and PRFAQ.Think Big. PMs communicate a bold direction that inspires results. Think and act big by selling MVPs and communicating opportunity to investors. Tech Leadership, Go-to-market Strategy, Product Management, Product/Market Fit, B2B Sales Insist on the Highest Standards as a Product Manager, Customer Obsession, Ownership, Think Big as a Product Manager Personal Development",4.5,15.0,Beginner,Coursera,"Insist on the Highest Standards. Understand the PM discipline, famous product managers and their accomplishments, and how you can make your mark.Customer Obsession. Learn why successful PMs start from the customer and work backwards to the product. Cultivate your intuition for this process.Ownership. PMs own their products and think long-term. Learn how to keep your sights set on the long-term using tools like the PRD and PRFAQ.Think Big. PMs communicate a bold direction that inspires results. Think and act big by selling MVPs and communicating opportunity to investors. Tech Leadership, Go-to-market Strategy, Product Management, Product/Market Fit, B2B Sales Insist on the Highest Standards as a Product Manager, Customer Obsession, Ownership, Think Big as a Product Manager Personal Development",The Business of Product Management I
Technical Communication Specialization,"Understand and apply common forms of leader communication.Understand and apply the principles behind effective, professional written communicationUnderstand and apply the principles behind effective and compelling presentation.  Business Writing, Management, Influence, Nonverbal Communication, Clarity Communication as a Technical Leader, Technical Managerial Written Skills, Speaking to a Technical Group Personal Development",4.2,48.0,Beginner,Coursera,"Understand and apply common forms of leader communication.Understand and apply the principles behind effective, professional written communicationUnderstand and apply the principles behind effective and compelling presentation.  Business Writing, Management, Influence, Nonverbal Communication, Clarity Communication as a Technical Leader, Technical Managerial Written Skills, Speaking to a Technical Group Personal Development",Technical Communication Specialization
"Recruiting, Hiring, and Onboarding Employees","Not specified Onboarding, Recruiting, Human Resources (HR), Recruitment Workforce Planning: Aligning Recruitment and Selection with Company Strategy , Recruitment: Finding the Best Candidates, Selection: Choosing the Best Candidates, Special Topic: Onboarding Personal Development",4.7,20.0,Not applicable,Coursera,"Not specified Onboarding, Recruiting, Human Resources (HR), Recruitment Workforce Planning: Aligning Recruitment and Selection with Company Strategy , Recruitment: Finding the Best Candidates, Selection: Choosing the Best Candidates, Special Topic: Onboarding Personal Development","Recruiting, Hiring, and Onboarding Employees"
Iniciación del proyecto: Cómo iniciar un proyecto exitoso,"Comprender la importancia de la fase de iniciación del proyecto del ciclo de vida del proyecto.Identificar los componentes clave de los estatutos del proyecto y elaborar un estatuto de proyecto para la iniciación del proyecto.Evaluar varias herramientas de gestión de proyectos para su proyecto. Evaluar varias herramientas de gestión de proyectos para satisfacer las necesidades del proyecto. Estatuto del proyecto, Redacción de negocios, Pensamiento estratégico, Gestión de proyectos, Gestión de los interesados Fundamentos de la iniciación de proyectos, Definición de los objetivos, el alcance y los criterios de éxito del proyecto., Cómo trabajar eficazmente con los interesados, Utilización de recursos y herramientas para el éxito del proyecto Personal Development",4.9,18.0,Beginner,Coursera,"Understanding the importance of the initiation phase of the project in the project life cycle. Identifying key components of project charters and developing a project charter for project initiation. Evaluating various project management tools for your project. Assessing several project management tools to meet project needs. Project charter, Business writing, Strategic thinking, Project management, Stakeholder management, Project initiation fundamentals, Defining project objectives, scope, and success criteria., How to effectively work with stakeholders, Utilizing resources and tools for project success Personal Development",Project initiation: How to start a successful project
Foundations for Assisting in Home Care,"Not specified Not specified Course Information Documents, Module 1 - Introduction to Home Health Care, Module 2 - Working Effectively with Home Care Clients, Module 3 - Working with the Elderly, Module 4 - Working with Children, Module 5 - Working with People Who Are Mentally Ill, Module 6 - Working with People with Developmental Disabilities, Module 7 - Working with People with Physical Disabilities, Module 8 - Food, Nutrition, and Meal Preparation, Module 9 - Family Spending and Budgeting , Module 10 - Care of the Home and Personal Belongings,  Module 11 - Safety and Injury Prevention , Module 12 - Personal Care Personal Development",4.8,75.0,Not applicable,Coursera,"Not specified Not specified Course Information Documents, Module 1 - Introduction to Home Health Care, Module 2 - Working Effectively with Home Care Clients, Module 3 - Working with the Elderly, Module 4 - Working with Children, Module 5 - Working with People Who Are Mentally Ill, Module 6 - Working with People with Developmental Disabilities, Module 7 - Working with People with Physical Disabilities, Module 8 - Food, Nutrition, and Meal Preparation, Module 9 - Family Spending and Budgeting , Module 10 - Care of the Home and Personal Belongings,  Module 11 - Safety and Injury Prevention , Module 12 - Personal Care Personal Development",Foundations for Assisting in Home Care
Continuous Delivery & DevOps ,"How to diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve itThe skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capabilityHow to review and deliver automation tests across the development stackHow to facilitate prioritized, iterative team progress on improving a delivery pipeline   Unit Testing, System Testing, Continuous Delivery, Infrastructure As Code, Devops The Importance of Velocity & The Jobs of Delivery, Your Testing Stack, Infrastructure and The Jobs of Ops, Delivering Continuously Personal Development",4.6,8.0,Beginner,Coursera,"How to diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve itThe skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capabilityHow to review and deliver automation tests across the development stackHow to facilitate prioritized, iterative team progress on improving a delivery pipeline   Unit Testing, System Testing, Continuous Delivery, Infrastructure As Code, Devops The Importance of Velocity & The Jobs of Delivery, Your Testing Stack, Infrastructure and The Jobs of Ops, Delivering Continuously Personal Development",Continuous Delivery & DevOps 
Lead Management in Salesforce,"Demonstrate an in-depth knowledge of how sales teams work together during the lead process.Differentiate between Salesforce objects, fields, and records as they relate to Salesforce data management.Import data into Salesforce and manage communication with contacts and the qualification of leads. Sales Operations, Salesforce, Lead Management, CRM, Salesforce Lightning Importing Data and Working with Leads, Organizing Leads, Campaigns, and Tasks, Managing and Qualifying Leads, Enhancing Sales Productivity and Converting Leads Personal Development",4.7,32.0,Beginner,Coursera,"Show a thorough understanding of how sales teams collaborate during the lead generation process. Distinguish between Salesforce objects, fields, and records in relation to Salesforce data management. Import data into Salesforce and handle communication with contacts and lead qualification. Topics include Sales Operations, Salesforce, Lead Management, CRM, Salesforce Lightning, Importing Data and Working with Leads, Organizing Leads, Campaigns, and Tasks, Managing and Qualifying Leads, Improving Sales Efficiency, and Converting Leads. Personal Development.",Lead Management in Salesforce
Getting Started with Google Workspace en Español Specialization,"Las funciones clave de Documentos de Google, Hojas de cálculo, Presentaciones, Calendario de Google, Google Drive, Google Meet y Google Chat.Colaborar con otras personas y proteger y compartir contenido en Google Workspace.Configurar Google Workspace para ajustarlo a su forma de trabajar.Resolver desafíos empresariales con Google Workspace. File Shortcut, Email, Signature, Confidentiality, Streams, Retain, Upload Gmail en Español, Google Calendar en Español, Google Drive en Español, Google Docs en Español, Google Sheets en Español, Google Slides en Español, Google Meet - Español, Google Sheets - Advanced Topics en español Personal Development",4.6,40.0,Beginner,Coursera,"The key functions of Google Docs, Sheets, Slides, Google Calendar, Google Drive, Google Meet, and Google Chat. Collaborate with others and protect and share content in Google Workspace. Set up Google Workspace to fit your way of working. Solve business challenges with Google Workspace. File Shortcut, Email, Signature, Confidentiality, Streams, Retain, Upload Gmail in Spanish, Google Calendar in Spanish, Google Drive in Spanish, Google Docs in Spanish, Google Sheets in Spanish, Google Slides in Spanish, Google Meet - Spanish, Google Sheets - Advanced Topics in Spanish Personal Development.",Comenzando con la especialización de Google Workspace en Español
Administración de Empresas Specialization,"Importancia del desarrollo estratégico y del marketing.Sistemas ágiles de gestión.Herramientas para comprender el contexto. Utilización de información contable y financiera. Liderazgo y gestión, Economy, Contabilidad, recursos humanos, Marketing Administración de Recursos Humanos, Fundamentos del Management, Fundamentos del Marketing, Economía y Finanzas de Empresas, Contabilidad como Herramienta Gerencial Personal Development",4.7,40.0,Beginner,Coursera,"Importance of strategic development and marketing. Agile management systems. Tools to understand the context. Use of accounting and financial information. Leadership and management, Economy, Accounting, human resources, Marketing Human Resource Management, Management Fundamentals, Marketing Fundamentals, Business Economics and Finance, Accounting as a Managerial Tool, Personal Development.",Business Administration Specialization
Liderazgo y Pensamiento Crítico Specialization,"Not specified Not specified Liderazgo y comportamiento organizacional, Pensamiento crítico: toma de decisiones razonadas, Liderazgo orientado al florecimiento humano Personal Development",4.6,80.0,Expert,Coursera,"Leadership and organizational behavior, Critical thinking: making reasoned decisions, Leadership focused on human flourishing, Personal Development",Leadership and Critical Thinking Specialization
Bridging the Gap between Strategy Design and Delivery,"Not specified Strategic Management, Strategy Implementation, Leadership, Management, Business Strategy Module 1: The Gap between Strategy Design and Strategy Delivery, Module 2: Brightline Guiding Principles 1, 2, 3 and 4, Module 3: Brightline Guiding Principles 5, 6 and 7, Module 4: Brightline Guiding Principles 8, 9 and 10, Module 5: Put the Brightline Guiding Principles into Action, Module 5: Put the Brightline Guiding Principles into Action: Lesson Choices Personal Development",4.8,19.0,Intermediate,Coursera,The text is already in English.,Bridging the Gap between Strategy Design and Delivery
Management Foundations in the Hospitality Industry,"Not specified Not specified Module 1: Introduction to HR, Job Analysis, and Design, Module 2: Planning, Recruiting, and Talent Selection, Module 3: Orientation, Socialization, and Culture, Module 4: Training and Development Personal Development",4.3,7.0,Beginner,Coursera,"Not specified Not specified Module 1: Introduction to HR, Job Analysis, and Design, Module 2: Planning, Recruiting, and Talent Selection, Module 3: Orientation, Socialization, and Culture, Module 4: Training and Development Personal Development",Management Foundations in the Hospitality Industry
Camino a la Excelencia en Gestión de Proyectos,"Not specified Lean Project Management, Value Stream Mapping, Lean Manufacturing, Legal Project Management Introducción: ¿Qué es Lean Project Management?, Filosofía Lean, Cultura Lean, Teconologías Lean: Herramientas para mejorar, Conectando los tres vértices del triángulo Lean Personal Development",4.7,7.0,Beginner,Coursera,"Introduction: What is Lean Project Management?, Lean Philosophy, Lean Culture, Lean Technologies: Tools for improvement, Connecting the three vertices of the Lean triangle Personal Development",Path to Excellence in Project Management
Healing with the Arts,"Not specified Music, Art, Meditation, Visual Arts Course Introduction, Visual Arts, Music, Movement, Word, Conclusion Personal Development",4.6,12.0,Not applicable,Coursera,"Not specified Music, Art, Meditation, Visual Arts Course Introduction, Visual Arts, Music, Movement, Word, Conclusion Personal Development",Healing with the Arts
How to Manage a Remote Team,"Lead in a remote environment Build a remote organizational culture and practices Assess teams’ and managers’ readiness and preparation for remote work Create a foundational strategy for executing a remote transformation  Business Transformation, Human Resources (HR), Remote work, Business Strategy, Leadership And Management Remote Work Best Practices, Managing Remote Teams, Remote Adaptation Processes for Organizations, Culture and Values for Distributed Teams , Final Assignment: Outline your Remote Transition Plan Personal Development",4.8,10.0,Intermediate,Coursera,"Lead in a remote environment Build a remote organizational culture and practices Assess teams’ and managers’ readiness and preparation for remote work Create a foundational strategy for executing a remote transformation  Business Transformation, Human Resources (HR), Remote work, Business Strategy, Leadership And Management Remote Work Best Practices, Managing Remote Teams, Remote Adaptation Processes for Organizations, Culture and Values for Distributed Teams , Final Assignment: Outline your Remote Transition Plan Personal Development",How to Manage a Remote Team
The Social Context of Mental Health and Illness,"Not specified Not specified Welcome and A Brief History of Madness, What is mental health and what causes mental illness?, The social context of diagnosis and treatment of mental illnesses, Culture, mental health and mental illness, Families, caregiving and mental illness, society, communities and mental health Personal Development",4.7,14.0,Not applicable,Coursera,"Not specified Not specified Welcome and A Brief History of Madness, What is mental health and what causes mental illness?, The social context of diagnosis and treatment of mental illnesses, Culture, mental health and mental illness, Families, caregiving and mental illness, society, communities and mental health Personal Development",The Social Context of Mental Health and Illness
Créer et développer une startup technologique,"Not specified Project Management, Business Plan, Strategic Management, Entrepreneurship De l’innovation au marché : comment repérer des opportunités d’innovation, Maturation d’un projet d’innovation technologique, Un aperçu de l’écosystème d’innovation, Calculez vos besoins de financement et trouvez des partenaires financiers, Modèle économique, plan de développement et exemples de modalités de valorisation, Examen final Personal Development",4.6,10.0,Not applicable,Coursera,"Project Management, Business Plan, Strategic Management, Entrepreneurship From innovation to market: how to identify innovation opportunities, Maturation of a technological innovation project, An overview of the innovation ecosystem, Calculate your financing needs and find financial partners, Economic model, development plan, and examples of valuation methods, Final exam Personal Development",Create and develop a technological startup
Building High-Performing Teams,"Not specified Team Building, Leadership, Emotional Intelligence, Team Management Course Overview, Setting Team Foundations, Diagnosing Team Problems, Coaching Emotionally Intelligent Teams, Managing Common Team Types Personal Development",4.8,12.0,Beginner,Coursera,"Curso de Construcción de Equipos, Liderazgo, Inteligencia Emocional, Resumen del Curso de Gestión de Equipos, Establecimiento de Fundamentos de Equipos, Diagnóstico de Problemas de Equipos, Entrenamiento de Equipos Emocionalmente Inteligentes, Gestión de Tipos Comunes de Equipos Desarrollo Personal",Building High-Performing Teams
"Leading for Equity, Diversity and Inclusion in Higher Education","Understand the historical narrative of institutions as well as structures that have created instances of inclusion and exclusion in universities.Describe how transformational leadership is enacted for diversity, equity, and inclusion in a complex and contested environment.Analyze the strategic diversity planning process and documents of a selected institution. Equity, Leadership, diversity, Higher Education, inclusion Leadership Challenges of the 21st Century, Bias of Consciousness, Contested Discourse, Strategic Diversity Planning, Rethinking Leaders, Leadership and Leadership Development Personal Development",4.6,16.0,Intermediate,Coursera,"Understand the historical narrative of institutions as well as structures that have created instances of inclusion and exclusion in universities.Describe how transformational leadership is enacted for diversity, equity, and inclusion in a complex and contested environment.Analyze the strategic diversity planning process and documents of a selected institution. Equity, Leadership, diversity, Higher Education, inclusion Leadership Challenges of the 21st Century, Bias of Consciousness, Contested Discourse, Strategic Diversity Planning, Rethinking Leaders, Leadership and Leadership Development Personal Development","Leading for Equity, Diversity and Inclusion in Higher Education"
Researcher Management and Leadership Training,"Assess the importance of management and leadership skills, and identify approaches to optimize resources when building a research career.Identify key financial and administrative responsibilities for researchers, including regulatory compliance, financial reporting, and budgeting.Understand how to effectively manage a research group: hire new people, manage existing employees, and engage teams to cultivate a positive culture.Compare key responsibilities for mentors and mentees, strategically build mentorship teams, and enhance mentorship using coaching and sponsorship. Clinical Research, Leadership, Resource Management, Mentorship, Team Management Researcher Management and Leadership Training, Leadership, Finance and Administration, Management - Part 1: Starting a Research Team, Management - Part 2: Growing and Maintaining a Research Team, Mentorship Personal Development",4.8,20.0,Intermediate,Coursera,"Assess the importance of management and leadership skills, and identify approaches to optimize resources when building a research career.Identify key financial and administrative responsibilities for researchers, including regulatory compliance, financial reporting, and budgeting.Understand how to effectively manage a research group: hire new people, manage existing employees, and engage teams to cultivate a positive culture.Compare key responsibilities for mentors and mentees, strategically build mentorship teams, and enhance mentorship using coaching and sponsorship. Clinical Research, Leadership, Resource Management, Mentorship, Team Management Researcher Management and Leadership Training, Leadership, Finance and Administration, Management - Part 1: Starting a Research Team, Management - Part 2: Growing and Maintaining a Research Team, Mentorship Personal Development",Researcher Management and Leadership Training
A Blueprint for Success – Your Video Pre-Production,"Identify equipment and software needs to create video that maintains high production value. Develop ideas for a visual story in a written document called a program proposal.Compare narrative structures used to tell visual stories.Conceive storyboards, write treatments and scripts. Video Editing, Linear Editing, Video Production, video pre-production Introduction and Gear Recommendations, Finding and Telling Your Story, Script Formats, the Treatment, and Pitch Personal Development",4.5,11.0,Beginner,Coursera,"Identify equipment and software needs to create video that maintains high production value. Develop ideas for a visual story in a written document called a program proposal.Compare narrative structures used to tell visual stories.Conceive storyboards, write treatments and scripts. Video Editing, Linear Editing, Video Production, video pre-production Introduction and Gear Recommendations, Finding and Telling Your Story, Script Formats, the Treatment, and Pitch Personal Development",A Blueprint for Success – Your Video Pre-Production
