Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Health Informatics Specialization,"Articulate a coherent problem definition of, and a plan for addressing, a health informatics problem. Answer a health informatics problem through data retrieval and analysis.Design a health informatics solution for decision support.Create a change management and deployment plan for a health informatics intervention. Informatics, Health Informatics, Data Science, Decision Support System, Health Care The Social and Technical Context of Health Informatics, Leading Change in Health Informatics, The Outcomes and Interventions of Health Informatics, The Data Science of Health Informatics, Culminating Project in Health Informatics Computer Science",4.4,40.0,Beginner,Coursera,"Articulate a coherent problem definition of, and a plan for addressing, a health informatics problem. Answer a health informatics problem through data retrieval and analysis.Design a health informatics solution for decision support.Create a change management and deployment plan for a health informatics intervention. Informatics, Health Informatics, Data Science, Decision Support System, Health Care The Social and Technical Context of Health Informatics, Leading Change in Health Informatics, The Outcomes and Interventions of Health Informatics, The Data Science of Health Informatics, Culminating Project in Health Informatics Computer Science",Health Informatics Specialization
Microsoft Windows Defender and Firewall for Beginners,"Locate Microsoft Windows Security Virus and Threat Protection SettingsRun Microsoft Windows Defender Antivirus Quick Scan Configure Microsoft Windows Firewall Rules  Cybersecurity, Information Security (INFOSEC), Microsoft Windows Defender, Troubleshooting, Cyber Defense Learn step-by-step Computer Science",4.2,2.0,Beginner,Coursera,"Locate Microsoft Windows Security Virus and Threat Protection SettingsRun Microsoft Windows Defender Antivirus Quick Scan Configure Microsoft Windows Firewall Rules  Cybersecurity, Information Security (INFOSEC), Microsoft Windows Defender, Troubleshooting, Cyber Defense Learn step-by-step Computer Science",Microsoft Windows Defender and Firewall for Beginners
Learning How to Learn: Powerful mental tools to help you master tough subjects,"Not specified Test Preparation, Learning To Learn, Pomodoro Technique, Meta Learning What is Learning?, Chunking, Procrastination and Memory, Renaissance Learning  and Unlocking Your Potential Computer Science",4.8,15.0,Beginner,Coursera,"Not specified Test Preparation, Learning To Learn, Pomodoro Technique, Meta Learning What is Learning?, Chunking, Procrastination and Memory, Renaissance Learning  and Unlocking Your Potential Computer Science",Learning How to Learn: Powerful mental tools to help you master tough subjects
"GIS, Mapping, and Spatial Analysis Specialization","Not specified Spatial Analysis, Geographic Information System (GIS), Mapping, Cartography, Esri Introduction to GIS Mapping, GIS Data Acquisition and Map Design, Spatial Analysis and Satellite Imagery in a GIS, GIS, Mapping, and Spatial Analysis Capstone Computer Science",4.9,80.0,Beginner,Coursera,"Not specified Spatial Analysis, Geographic Information System (GIS), Mapping, Cartography, Esri Introduction to GIS Mapping, GIS Data Acquisition and Map Design, Spatial Analysis and Satellite Imagery in a GIS, GIS, Mapping, and Spatial Analysis Capstone Computer Science","GIS, Mapping, and Spatial Analysis Specialization"
Build Dynamic User Interfaces (UI) for Websites,"Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.Plan information architecture and sitemaps for website designs. Apply common layouts for web pages. Complete a design project and include it in your professional UX portfolio.  Usability Testing, User Experience (UX), Prototype, User Experience Design (UXD) Plan a responsive website, Create and test prototypes, Participating in design critique sessions, Document design work and search for jobs Computer Science",4.8,22.0,Beginner,Coursera,"Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.Plan information architecture and sitemaps for website designs. Apply common layouts for web pages. Complete a design project and include it in your professional UX portfolio.  Usability Testing, User Experience (UX), Prototype, User Experience Design (UXD) Plan a responsive website, Create and test prototypes, Participating in design critique sessions, Document design work and search for jobs Computer Science",Build Dynamic User Interfaces (UI) for Websites
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,"You will learn about the types of solutions AI makes possible, and the services on Microsoft Azure that you can use to create them. Describe features of computer vision workloads on Azure, Describe AI workloads and considerations, Describe features of conversational AI workloads on Azure, Describe features of Natural Language Processing (NLP) workloads on Azure, Describe fundamental principles of machine learning on Azure Artificial Intelligence on Microsoft Azure, Microsoft Azure Machine Learning, Computer Vision in Microsoft Azure, Natural Language Processing in Microsoft Azure, Preparing for AI-900: Microsoft Azure AI Fundamentals exam Computer Science",4.6,40.0,Beginner,Coursera,"You will learn about the types of solutions AI makes possible, and the services on Microsoft Azure that you can use to create them. Describe features of computer vision workloads on Azure, Describe AI workloads and considerations, Describe features of conversational AI workloads on Azure, Describe features of Natural Language Processing (NLP) workloads on Azure, Describe fundamental principles of machine learning on Azure Artificial Intelligence on Microsoft Azure, Microsoft Azure Machine Learning, Computer Vision in Microsoft Azure, Natural Language Processing in Microsoft Azure, Preparing for AI-900: Microsoft Azure AI Fundamentals exam Computer Science",Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization
Probabilistic Graphical Models  Specialization,"Not specified Inference, Bayesian Network, Belief Propagation, Graphical Model Probabilistic Graphical Models 1: Representation, Probabilistic Graphical Models 2: Inference, Probabilistic Graphical Models 3: Learning Computer Science",4.6,160.0,Expert,Coursera,"No especificado Inferencia, Red Bayesiana, Propagación de Creencias, Modelo Gráfico Modelos Gráficos Probabilísticos 1: Representación, Modelos Gráficos Probabilísticos 2: Inferencia, Modelos Gráficos Probabilísticos 3: Aprendizaje Ciencias de la Computación

Not specified Inference, Bayesian Network, Belief Propagation, Graphical Model Probabilistic Graphical Models 1: Representation, Probabilistic Graphical Models 2: Inference, Probabilistic Graphical Models 3: Learning Computer Science",Probabilistic Graphical Models  Specialization
Databases for Data Scientists Specialization,"Design effective, efficient databases through normalization and data modelingDevelop expertise in programming with the Structured Query Language (“SQL”) Knowledge about database operations, data warehouse, big data, and NoSQL Database (DB) Design, Data Warehousing, database administration, SQL, NoSQL Relational Database Design, The Structured Query Language (SQL), Advanced Topics and Future Trends in Database Technologies Computer Science",4.7,80.0,Beginner,Coursera,"Design effective, efficient databases through normalization and data modelingDevelop expertise in programming with the Structured Query Language (“SQL”) Knowledge about database operations, data warehouse, big data, and NoSQL Database (DB) Design, Data Warehousing, database administration, SQL, NoSQL Relational Database Design, The Structured Query Language (SQL), Advanced Topics and Future Trends in Database Technologies Computer Science",Databases for Data Scientists Specialization
Data Visualization with Python,"Implement data visualization techniques and plots using Python libraries, such as Matplotlib, Seaborn, and Folium to tell a stimulating storyCreate different types of charts and plots such as line, area, histograms, bar, pie, box, scatter, and bubbleCreate advanced visualizations such as waffle charts, word clouds, regression plots, maps with markers, & choropleth mapsGenerate interactive dashboards containing scatter, line, bar, bubble, pie, and sunburst charts using the Dash framework and Plotly library Python Programming, Dashboards and Charts, dash, Data Visualization, Matplotlib Introduction to Data Visualization Tools, Basic and Specialized Visualization Tools,  Advanced Visualizations and Geospatial Data,  Creating Dashboards with Plotly and Dash,  Final Project and Exam Computer Science",4.5,19.0,Intermediate,Coursera,"Implement data visualization techniques and plots using Python libraries, such as Matplotlib, Seaborn, and Folium to tell a stimulating storyCreate different types of charts and plots such as line, area, histograms, bar, pie, box, scatter, and bubbleCreate advanced visualizations such as waffle charts, word clouds, regression plots, maps with markers, & choropleth mapsGenerate interactive dashboards containing scatter, line, bar, bubble, pie, and sunburst charts using the Dash framework and Plotly library Python Programming, Dashboards and Charts, dash, Data Visualization, Matplotlib Introduction to Data Visualization Tools, Basic and Specialized Visualization Tools,  Advanced Visualizations and Geospatial Data,  Creating Dashboards with Plotly and Dash,  Final Project and Exam Computer Science",Data Visualization with Python
Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization,"Demonstrate creative confidence when choosing a design strategy for developing mechanical designs based on engineering requirements.Prepare designs for manufacture applying industry-based computer-aided manufacturing skills and manufacturing principles.Create adaptive toolpaths to remove material from designs efficiently.Demonstrate simulation driven design (SDD) for new product development. Computer-Aided Manufacturing, Mechanical Engineering, Computer-Aided Engineering (CAE), Manufacturing Process Management, Computed Aided Design Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360, Modeling and Design for Mechanical Engineers with Autodesk Fusion 360, Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360, CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360 Computer Science",4.8,40.0,Intermediate,Coursera,"Demonstrate creative confidence when choosing a design strategy for developing mechanical designs based on engineering requirements.Prepare designs for manufacture applying industry-based computer-aided manufacturing skills and manufacturing principles.Create adaptive toolpaths to remove material from designs efficiently.Demonstrate simulation driven design (SDD) for new product development. Computer-Aided Manufacturing, Mechanical Engineering, Computer-Aided Engineering (CAE), Manufacturing Process Management, Computed Aided Design Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360, Modeling and Design for Mechanical Engineers with Autodesk Fusion 360, Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360, CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360 Computer Science",Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization
C Programming with Linux Specialization,"Develop and debug code in the C programming languageDiscover the foundations of computer programming and Linux, the command line, manage processes, files and memory, compile C code with LinuxInterpret, analyze, and implement important computer algorithmsObserve, manipulate, and optimize computer memory using pointers in the C programming language Software Engineering, Computer Science, Computer Programming, Algorithms, C Programming, Compiler, Debugging, Linux C Programming: Getting Started - 1, C Programming: Language Foundations - 2, C Programming: Modular Programming and Memory Management - 3, C Programming: Pointers and Memory Management - 4, C Programming: Advanced Data Types - 5, Linux Basics: The Command Line Interface - 6, C Programming: Using Linux Tools and Libraries - 7 Computer Science",4.6,80.0,Beginner,Coursera,"Develop and debug code in the C programming languageDiscover the foundations of computer programming and Linux, the command line, manage processes, files and memory, compile C code with LinuxInterpret, analyze, and implement important computer algorithmsObserve, manipulate, and optimize computer memory using pointers in the C programming language Software Engineering, Computer Science, Computer Programming, Algorithms, C Programming, Compiler, Debugging, Linux C Programming: Getting Started - 1, C Programming: Language Foundations - 2, C Programming: Modular Programming and Memory Management - 3, C Programming: Pointers and Memory Management - 4, C Programming: Advanced Data Types - 5, Linux Basics: The Command Line Interface - 6, C Programming: Using Linux Tools and Libraries - 7 Computer Science",C Programming with Linux Specialization
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),"Not specified Logic Gate, Computer Architecture, Assembly Languages, Hardware Description Language (HDL) Introduction, Boolean Functions and Gate Logic, General Course Information, Boolean Arithmetic and the ALU, Memory, Machine Language, Computer Architecture, Assembler Computer Science",4.9,43.0,Not applicable,Coursera,"Not specified Logic Gate, Computer Architecture, Assembly Languages, Hardware Description Language (HDL) Introduction, Boolean Functions and Gate Logic, General Course Information, Boolean Arithmetic and the ALU, Memory, Machine Language, Computer Architecture, Assembler Computer Science",Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)
Blockchain Revolution Specialization,"Seven design principles for the ‘Blockchain Revolution’Top 10 challenges for implementing blockchain technologyTerms such as miner, hash, nonce, consensus mechanism, public key cryptography, cryptoasset, smart contract, DApp, and self-sovereign identityBlockchain use-cases within your industry, and business model decisions to assess feasibility Not specified Introduction to Blockchain Technologies, Transacting on the Blockchain, Blockchain and Business, Blockchain Opportunity Analysis Computer Science",4.7,80.0,Beginner,Coursera,"Seven design principles for the ‘Blockchain Revolution’Top 10 challenges for implementing blockchain technologyTerms such as miner, hash, nonce, consensus mechanism, public key cryptography, cryptoasset, smart contract, DApp, and self-sovereign identityBlockchain use-cases within your industry, and business model decisions to assess feasibility Not specified Introduction to Blockchain Technologies, Transacting on the Blockchain, Blockchain and Business, Blockchain Opportunity Analysis Computer Science",Blockchain Revolution Specialization
CAD and Digital Manufacturing Specialization,"Not specified Computer-Aided Design (CAD), Autodesk, Manufacturing Processes, Sustainable Design Intro to Digital Manufacturing with Autodesk Fusion 360, Autodesk Fusion 360 Integrated CAD/CAM/CAE, 3D Model Creation with Autodesk Fusion 360, Engineering Design Process with Autodesk Fusion 360, Manufacturing Process with Autodesk Fusion 360 Computer Science",4.7,80.0,Intermediate,Coursera,"Not specified Computer-Aided Design (CAD), Autodesk, Manufacturing Processes, Sustainable Design Intro to Digital Manufacturing with Autodesk Fusion 360, Autodesk Fusion 360 Integrated CAD/CAM/CAE, 3D Model Creation with Autodesk Fusion 360, Engineering Design Process with Autodesk Fusion 360, Manufacturing Process with Autodesk Fusion 360 Computer Science",CAD and Digital Manufacturing Specialization
Design a User Experience for Social Good & Prepare for Jobs,"Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a  project focused on social good.Build wireframes, mockups, and low-fidelity and high-fidelity prototypes for a dedicated mobile app and a responsive website. Prepare to successfully interview for an entry-level UX design job.Determine if freelance design work is a good career fit. Usability Testing, User Experience (UX), UX design jobs, Prototype, User Experience Design (UXD) Design for social good and strengthen your portfolio, Build a professional presence, Finding a UX job Computer Science",4.9,24.0,Beginner,Coursera,"Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a  project focused on social good.Build wireframes, mockups, and low-fidelity and high-fidelity prototypes for a dedicated mobile app and a responsive website. Prepare to successfully interview for an entry-level UX design job.Determine if freelance design work is a good career fit. Usability Testing, User Experience (UX), UX design jobs, Prototype, User Experience Design (UXD) Design for social good and strengthen your portfolio, Build a professional presence, Finding a UX job Computer Science",Design a User Experience for Social Good & Prepare for Jobs
Cybersecurity Attack and Defense Fundamentals Specialization,"Information security threats, vulnerabilities, and attacks.Network security assessment techniques and tools.Computer forensics fundaments, digital evidence, and forensic investigation phases. Cybersecurity, Cyberattacks, Ethical Hacking, Digital Forensics, Network Defense Ethical Hacking Essentials (EHE), Network Defense Essentials (NDE), Digital Forensics Essentials (DFE) Computer Science",4.6,100.0,Beginner,Coursera,"Information security threats, vulnerabilities, and attacks.Network security assessment techniques and tools.Computer forensics fundaments, digital evidence, and forensic investigation phases. Cybersecurity, Cyberattacks, Ethical Hacking, Digital Forensics, Network Defense Ethical Hacking Essentials (EHE), Network Defense Essentials (NDE), Digital Forensics Essentials (DFE) Computer Science",Cybersecurity Attack and Defense Fundamentals Specialization
Futures Thinking Specialization,"Build your future forecasting skills.Learn how to use Institute for the Future’s most powerful foresight tools, designed to help you spot new opportunities for innovation and invention.Gain insight into the most important new technologies, global events and big ideas that are already shaping the future.Think more creatively and optimistically about what’s possible in the future. Strategic Foresight, Simulation, Scenario Design, Future Forecasting Ready, Set, Future! Introduction to Futures Thinking, Forecasting Skills: See the Future Before it Happens, Simulation Skills: This is Your Brain on the Future, Collaborative Foresight: How to Game the Future, Urgent Optimism: How to Turn Foresight into Action Computer Science",4.8,80.0,Beginner,Coursera,"Build your future forecasting skills.Learn how to use Institute for the Future’s most powerful foresight tools, designed to help you spot new opportunities for innovation and invention.Gain insight into the most important new technologies, global events and big ideas that are already shaping the future.Think more creatively and optimistically about what’s possible in the future. Strategic Foresight, Simulation, Scenario Design, Future Forecasting Ready, Set, Future! Introduction to Futures Thinking, Forecasting Skills: See the Future Before it Happens, Simulation Skills: This is Your Brain on the Future, Collaborative Foresight: How to Game the Future, Urgent Optimism: How to Turn Foresight into Action Computer Science",Futures Thinking Specialization
Sports Performance Analytics Specialization,"Understand how to construct predictive models to anticipate team and player performance.Understand the science behind athlete performance and game prediction.Engage in a practical way to apply their Python, statistics, or predictive modeling skills. Data Analysis, Python Programming, sports analytics Foundations of Sports Analytics: Data, Representation, and Models in Sports, Moneyball and Beyond, Prediction Models with Sports Data, Wearable Technologies and Sports Analytics, Introduction to Machine Learning in Sports Analytics Computer Science",4.5,160.0,Intermediate,Coursera,"Understand how to build predictive models to predict team and player performance. Understand the science behind athlete performance and game prediction. Engage in a practical manner to apply their Python, statistics, or predictive modeling skills. Data Analysis, Python Programming, sports analytics Foundations of Sports Analytics: Data, Representation, and Models in Sports, Moneyball and Beyond, Prediction Models with Sports Data, Wearable Technologies and Sports Analytics, Introduction to Machine Learning in Sports Analytics Computer Science",Sports Performance Analytics Specialization
Exploratory Data Analysis for Machine Learning,"Not specified Artificial Intelligence (AI), Machine Learning, Feature Engineering, Statistical Hypothesis Testing, Exploratory Data Analysis A Brief History of Modern AI and its Applications, Retrieving and Cleaning Data, Exploratory Data Analysis and Feature Engineering, Inferential Statistics and Hypothesis Testing, (Optional) HONORS Project Computer Science",4.6,14.0,Intermediate,Coursera,"Not specified Artificial Intelligence (AI), Machine Learning, Feature Engineering, Statistical Hypothesis Testing, Exploratory Data Analysis A Brief History of Modern AI and its Applications, Retrieving and Cleaning Data, Exploratory Data Analysis and Feature Engineering, Inferential Statistics and Hypothesis Testing, (Optional) HONORS Project Computer Science",Exploratory Data Analysis for Machine Learning
Building AI Powered Chatbots Without Programming,"Describe the benefits of chatbots and their usefulness in tasks such as customer support.Create a useful chatbot without writing any code using Watson Assistant.Specify behaviour and tone to improve your chatbot and make it user-friendly.Develop, test and deploy a chatbot to a WordPress website and interact with it. Not specified Module 1: Introduction to Chatbots, Module 2: Working with Intents, Module 3: Entities, Module 4: Dialog, Module 5: Deployment, Module 6: Context Variables & Slots, Module 7: Digressions, Summary, (Optional) Watson Actions, Final Exam Computer Science",4.8,12.0,Beginner,Coursera,"Describe the benefits of chatbots and their usefulness in tasks such as customer support.Create a useful chatbot without writing any code using Watson Assistant.Specify behaviour and tone to improve your chatbot and make it user-friendly.Develop, test and deploy a chatbot to a WordPress website and interact with it. Not specified Module 1: Introduction to Chatbots, Module 2: Working with Intents, Module 3: Entities, Module 4: Dialog, Module 5: Deployment, Module 6: Context Variables & Slots, Module 7: Digressions, Summary, (Optional) Watson Actions, Final Exam Computer Science",Building AI Powered Chatbots Without Programming
Introduction to DevOps,"The essential characteristics of DevOps including building a culture of shared responsibility, transparency, and embracing failure. The importance of Continuous Integration and Continuous Delivery, Infrastructure as Code, Test Driven Development, Behavior Driven Development.Essential DevOps concepts: software engineering practices, cloud native microservices, automated continuous deployments, and building resilient code.The organizational impact of DevOps, including breaking down silos, working in cross functional teams, and sharing responsibilities. CI/CD, agile, Devops, TDD/BDD, Cloud Native Overview of DevOps, Thinking DevOps, Working DevOps, Organizing for DevOps, Measuring DevOps, Case Studies and Final Exam Computer Science",4.8,9.0,Beginner,Coursera,"The essential characteristics of DevOps including building a culture of shared responsibility, transparency, and embracing failure. The importance of Continuous Integration and Continuous Delivery, Infrastructure as Code, Test Driven Development, Behavior Driven Development.Essential DevOps concepts: software engineering practices, cloud native microservices, automated continuous deployments, and building resilient code.The organizational impact of DevOps, including breaking down silos, working in cross functional teams, and sharing responsibilities. CI/CD, agile, Devops, TDD/BDD, Cloud Native Overview of DevOps, Thinking DevOps, Working DevOps, Organizing for DevOps, Measuring DevOps, Case Studies and Final Exam Computer Science",Introduction to DevOps
Machine Learning Foundations for Product Managers,"Not specified Modeling, Predictive Analytics, Data Science, Artificial Neural Network, Machine Learning What is Machine Learning, The Modeling Process, Evaluating & Interpreting Models, Linear Models, Trees, Ensemble Models and Clustering, Deep Learning & Course Project Computer Science",4.6,15.0,Beginner,Coursera,"Not specified Modeling, Predictive Analytics, Data Science, Artificial Neural Network, Machine Learning What is Machine Learning, The Modeling Process, Evaluating & Interpreting Models, Linear Models, Trees, Ensemble Models and Clustering, Deep Learning & Course Project Computer Science",Machine Learning Foundations for Product Managers
Introduction to Clinical Data,"How to apply a framework for medical data miningEthical use of data in healthcare decisionsHow to make use of data that may be inaccurate in systematic waysWhat makes a good research question and how to construct a data mining workflow answer it Not specified Asking and answering questions via clinical data mining, Data available from Healthcare systems, Representing time, and timing of events, for clinical data mining, Creating analysis ready datasets from patient timelines, Handling unstructured healthcare data: text, images, signals, Putting the pieces together: Electronic phenotyping, Ethics, Course Conclusion Computer Science",4.6,11.0,Beginner,Coursera,"How to apply a framework for medical data miningEthical use of data in healthcare decisionsHow to make use of data that may be inaccurate in systematic waysWhat makes a good research question and how to construct a data mining workflow answer it Not specified Asking and answering questions via clinical data mining, Data available from Healthcare systems, Representing time, and timing of events, for clinical data mining, Creating analysis ready datasets from patient timelines, Handling unstructured healthcare data: text, images, signals, Putting the pieces together: Electronic phenotyping, Ethics, Course Conclusion Computer Science",Introduction to Clinical Data
Microsoft Azure Developer Associate (AZ-204) Professional Certificate,"Not specified Develop Azure compute solutions, Monitor and troubleshoot Azure solutions, Develop for Azure storage, Connect to and consume Azure services and third-party services, Implement Azure security Create Serverless Applications\t\t\t\t\t, Connect Your Services with Microsoft Azure Service Bus, Data Storage in Microsoft Azure for Associate Developers, Deploy a website with Azure Virtual Machines, Manage Resources in Azure, Deploy a website to Azure with Azure App Service, Secure your Cloud Data, Prepare for AZ-204: Developing Solutions for Microsoft Azure Computer Science",4.6,80.0,Intermediate,Coursera,"Not specified Develop Azure compute solutions, Monitor and troubleshoot Azure solutions, Develop for Azure storage, Connect to and consume Azure services and third-party services, Implement Azure security Create Serverless Applications\t\t\t\t\t, Connect Your Services with Microsoft Azure Service Bus, Data Storage in Microsoft Azure for Associate Developers, Deploy a website with Azure Virtual Machines, Manage Resources in Azure, Deploy a website to Azure with Azure App Service, Secure your Cloud Data, Prepare for AZ-204: Developing Solutions for Microsoft Azure Computer Science",Microsoft Azure Developer Associate (AZ-204) Professional Certificate
Miracles of Human Language: An Introduction to Linguistics,"Not specified Essay Writing, History, English Language, Chinese Language Introduction to Linguistics, The study of sound:  Phonology and Phonetics, The study of words and sentences: Morphology and Syntax, The study of meaning: Pragmatics and Semantics, Language in the Brain, Language in the Society Computer Science",4.7,23.0,Beginner,Coursera,"Not specified Essay Writing, History, English Language, Chinese Language Introduction to Linguistics, The study of sound:  Phonology and Phonetics, The study of words and sentences: Morphology and Syntax, The study of meaning: Pragmatics and Semantics, Language in the Brain, Language in the Society Computer Science",Miracles of Human Language: An Introduction to Linguistics
Neuroscience and Neuroimaging Specialization,"Learn about fMRI data design, structure and acquisition.Familiarize yourself with fMRI Artifacts and types of noise.Learn how to read/write images of the brain in NIfTI format.Learn about Magnetic Resonance Spectroscopy. Image Processing, Statistics, R Programming, Experiment, Neuroscience Fundamental Neuroscience for Neuroimaging, Principles of fMRI 1, Principles of fMRI 2, Introduction to Neurohacking In R Computer Science",4.7,40.0,Intermediate,Coursera,"Learn about fMRI data design, structure and acquisition.Familiarize yourself with fMRI Artifacts and types of noise.Learn how to read/write images of the brain in NIfTI format.Learn about Magnetic Resonance Spectroscopy. Image Processing, Statistics, R Programming, Experiment, Neuroscience Fundamental Neuroscience for Neuroimaging, Principles of fMRI 1, Principles of fMRI 2, Introduction to Neurohacking In R Computer Science",Neuroscience and Neuroimaging Specialization
Introduction to Technical Writing,"Dive deep into the nuances of technical writing, understanding its history, significance, and distinctions from other writing forms.Master the art of designing technical documents, leveraging essential writing tools, and collaborating effectively with platforms like GitHub.Craft diverse technical documents, from user manuals to API docs, while maintaining the highest ethical standards and ensuring accessibility.Navigate career growth in technical writing by building a robust portfolio, networking effectively, and adapting to emerging technologies. Document Design and Layout, content management, Writing for Emerging Technologies, Technical Writing, API Documentation Writing Fundamentals of Technical Writing, Design Principles and Essential Writing Tools, Diverse Technical Document Types and Ethical Practices, Advanced Topics and Career Advancement Computer Science",3.6,15.0,Beginner,Coursera,"Dive deep into the nuances of technical writing, understanding its history, significance, and distinctions from other writing forms.Master the art of designing technical documents, leveraging essential writing tools, and collaborating effectively with platforms like GitHub.Craft diverse technical documents, from user manuals to API docs, while maintaining the highest ethical standards and ensuring accessibility.Navigate career growth in technical writing by building a robust portfolio, networking effectively, and adapting to emerging technologies. Document Design and Layout, content management, Writing for Emerging Technologies, Technical Writing, API Documentation Writing Fundamentals of Technical Writing, Design Principles and Essential Writing Tools, Diverse Technical Document Types and Ethical Practices, Advanced Topics and Career Advancement Computer Science",Introduction to Technical Writing
Core Java Specialization,"Learn the basic syntax and functions of the Java programming languageApply object-oriented programming techniques to building classes, creating objects, and understanding how solutions are packaged in Java.Learn how to implement inheritance and polymorphism in Java.Use selected parts of the vast Java SE class library to enhance your Java programming techniques. Computer Programming, Web Development, Java Programming Introduction to Java, Introduction to Object-Oriented Programming with Java, Object-Oriented Hierarchies in Java, Java Class Library Computer Science",4.6,80.0,Intermediate,Coursera,"Learn the basic syntax and functions of the Java programming languageApply object-oriented programming techniques to building classes, creating objects, and understanding how solutions are packaged in Java.Learn how to implement inheritance and polymorphism in Java.Use selected parts of the vast Java SE class library to enhance your Java programming techniques. Computer Programming, Web Development, Java Programming Introduction to Java, Introduction to Object-Oriented Programming with Java, Object-Oriented Hierarchies in Java, Java Class Library Computer Science",Core Java Specialization
Convolutional Neural Networks in TensorFlow,"Handle real-world image dataPlot loss and accuracyExplore strategies to prevent overfitting, including augmentation and dropoutLearn transfer learning and how learned features can be extracted from models Tensorflow, Machine Learning, Dropouts, Inductive Transfer, Augmentation Exploring a Larger Dataset, Augmentation: A technique to avoid overfitting, Transfer Learning, Multiclass Classifications Computer Science",4.7,16.0,Intermediate,Coursera,"Handle real-world image dataPlot loss and accuracyExplore strategies to prevent overfitting, including augmentation and dropoutLearn transfer learning and how learned features can be extracted from models Tensorflow, Machine Learning, Dropouts, Inductive Transfer, Augmentation Exploring a Larger Dataset, Augmentation: A technique to avoid overfitting, Transfer Learning, Multiclass Classifications Computer Science",Convolutional Neural Networks in TensorFlow
Learning Linux for LFCA Certification Specialization,"Not specified applying permissions, updating packages, managing Linux File Systems, creating links to files and directories, filtering text files Linux Fundamentals, Managing Linux Systems, Securing Linux Systems, Linux Cloud and DevOps Computer Science",4.5,80.0,Beginner,Coursera,The text is already in English.,Learning Linux for LFCA Certification Specialization
Interaction Design Specialization,"Not specified Storyboarding, Heuristic Evaluation, R Programming, A/B Testing Human-Centered Design: an Introduction, Design Principles: an Introduction, Social Computing, Input and Interaction, User Experience: Research & Prototyping, Information Design, Designing, Running, and Analyzing Experiments, Interaction Design Capstone Project Computer Science",4.5,120.0,Intermediate,Coursera,The text is already in English.,Interaction Design Specialization
Rust Programming Specialization,"Not specified Computer Programming, Rust (Programming Language), Cargo, Information Engineering, Cloud Computing, Command-Line Interface, Polars, Devops, AWS Lambda, Natural Language Processing, AI pair programming, serverless Rust Fundamentals, Data Engineering with Rust, Rust for DevOps, Python and Rust with Linux Command Line Tools, Rust for Large Language Model Operations (LLMOps) Computer Science",4.2,120.0,Beginner,Coursera,"Not specified Computer Programming, Rust (Programming Language), Cargo, Information Engineering, Cloud Computing, Command-Line Interface, Polars, Devops, AWS Lambda, Natural Language Processing, AI pair programming, serverless Rust Fundamentals, Data Engineering with Rust, Rust for DevOps, Python and Rust with Linux Command Line Tools, Rust for Large Language Model Operations (LLMOps) Computer Science",Rust Programming Specialization
Design of Experiments Specialization,"Plan, design and conduct experiments efficiently and effectively, and analyze the resulting data to obtain valid objective conclusions.Use response surface methods for system optimization as a follow-up to successful screening.Use experimental design tools for computer experiments, both deterministic and stochastic computer models.Use software tools to create custom designs based on optimal design methodology for situations where standard designs are not easily applicable. Experimental Design, statistical Methods for Process and Product improvement, design of experiments Experimental Design Basics, Factorial and Fractional Factorial Designs, Response Surfaces, Mixtures, and Model Building, Random Models, Nested and Split-plot Designs Computer Science",4.7,40.0,Beginner,Coursera,"Plan, design and conduct experiments efficiently and effectively, and analyze the resulting data to obtain valid objective conclusions.Use response surface methods for system optimization as a follow-up to successful screening.Use experimental design tools for computer experiments, both deterministic and stochastic computer models.Use software tools to create custom designs based on optimal design methodology for situations where standard designs are not easily applicable. Experimental Design, statistical Methods for Process and Product improvement, design of experiments Experimental Design Basics, Factorial and Fractional Factorial Designs, Response Surfaces, Mixtures, and Model Building, Random Models, Nested and Split-plot Designs Computer Science",Design of Experiments Specialization
