Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Climate Change and Sustainable Investing Specialization,"The science of climate changeThe economics of climate change The finance of climate change Learn to assess how climate change impacts financial portfolios and and how to manage climate risk in equity portfolios, Understand the various policy approaches involved in the transition to a low carbon economy including in particular ""cap & trade"" carbon markets, Understand how climate change risks impact corporate decisions and company value, Understanding the evidence for climate change and for its anthropogenic origin, Understand the instruments investment funds and solutions used to finance clean technologies and clean energy Science and Engineering of Climate Change, Economics and Policies of Climate Change, The Finance of Climate Change, Climate Aware Investing Business",4.7,40.0,Beginner,Coursera,"The science of climate changeThe economics of climate change The finance of climate change Learn to assess how climate change impacts financial portfolios and and how to manage climate risk in equity portfolios, Understand the various policy approaches involved in the transition to a low carbon economy including in particular ""cap & trade"" carbon markets, Understand how climate change risks impact corporate decisions and company value, Understanding the evidence for climate change and for its anthropogenic origin, Understand the instruments investment funds and solutions used to finance clean technologies and clean energy Science and Engineering of Climate Change, Economics and Policies of Climate Change, The Finance of Climate Change, Climate Aware Investing Business",Climate Change and Sustainable Investing Specialization
Strategy and Sustainability,"Not specified Not specified Course Overview & Week 1: Business & the Environment, Week 2 - Strategic Issues, Week 3 - Strategic Options, Week 4 - Environmental Interest Groups, Week 5 - Differences Across Industries and Around the World, Week 6 - How to develop a sustainability strategy Business",4.7,16.0,Beginner,Coursera,"Not specified Not specified Course Overview & Week 1: Business & the Environment, Week 2 - Strategic Issues, Week 3 - Strategic Options, Week 4 - Environmental Interest Groups, Week 5 - Differences Across Industries and Around the World, Week 6 - How to develop a sustainability strategy Business",Strategy and Sustainability
Arts and Heritage Management,"Not specified Fundraising, Customer Relationship Management (CRM), Management, Marketing CURATORSHIP Vs. MANAGEMENT, HERITAGE AND THE MARKETPLACE: A DELICATE EQUILIBRIUM, EMOTIONS Vs. RATIOS: HEDONIC CONSUMPTION AND THE ROLE OF EXPERIENCE, BRANDING HERITAGE TO BUILD LOYALTY, THE NUMBERS HERITAGE NEEDS TO GROW , MEET THE MANAGERS Business",4.8,16.0,Not applicable,Coursera,The text is already in English.,Arts and Heritage Management
Finanzas corporativas Specialization,"Not specified Mathematical Finance, Corporate Finance, Microsoft Excel, Finance Administración financiera y su función en la empresa , Matemáticas financieras, Evaluación de inversiones en Bienes de Capital , Estructura de capital y política de dividendos, Valuación de empresas , Toma de decisiones financieras Business",4.6,80.0,Intermediate,Coursera,"Not specified Mathematical Finance, Corporate Finance, Microsoft Excel, Finance Administración financiera y su función en la empresa , Matemáticas financieras, Evaluación de inversiones en Bienes de Capital , Estructura de capital y política de dividendos, Valuación de empresas , Toma de decisiones financieras Business",Finanzas corporativas Specialization
International Organizations Management ,"Not specified Not specified Welcome to the Course, Introduction to International Organizations, The Shifting Context for International Organizations, Leadership in the UN System, Public Private Partnerships, Marketing & Fundraising Business",4.8,17.0,Beginner,Coursera,"Not specified Not specified Welcome to the Course, Introduction to International Organizations, The Shifting Context for International Organizations, Leadership in the UN System, Public Private Partnerships, Marketing & Fundraising Business",International Organizations Management 
Social Media Marketing in Practice Specialization,"Not specified Build a personal brand on LinkedIn, Use social selling tactics to connect and engage with prospects, Use LinkedIn Campaign Manager to optimize B2B advertising campaigns, Set up a YouTube channel, Use Ads Manager to create and optimize Twitter ads, Build and sustain a social media community, Share and promote social content, Set up a social media experience for a business, Choose social media platforms and tools, Plan a social media advertising strategy, Digital Strategy, Social Media Marketing, Content Marketing, Digital Marketing, Digital transformation, Uncover campaign insights using native Facebook and Snapchat analytics tools, Use Snapchat Ad Manager to set up and optimize SnapAds, Set up advertising on Snapchat, Set up advertising on Facebook and Instagram, Use Facebook Ads Manager to create and optimize ad campaigns Social Media and Digital Marketing Fundamentals, Social Media and Social Content Strategy, Facebook, Instagram, and Snapchat Marketing, Twitter, LinkedIn, and YouTube Marketing Business",4.5,40.0,Beginner,Coursera,"Not specified Build a personal brand on LinkedIn, Use social selling tactics to connect and engage with prospects, Use LinkedIn Campaign Manager to optimize B2B advertising campaigns, Set up a YouTube channel, Use Ads Manager to create and optimize Twitter ads, Build and sustain a social media community, Share and promote social content, Set up a social media experience for a business, Choose social media platforms and tools, Plan a social media advertising strategy, Digital Strategy, Social Media Marketing, Content Marketing, Digital Marketing, Digital transformation, Uncover campaign insights using native Facebook and Snapchat analytics tools, Use Snapchat Ad Manager to set up and optimize SnapAds, Set up advertising on Snapchat, Set up advertising on Facebook and Instagram, Use Facebook Ads Manager to create and optimize ad campaigns Social Media and Digital Marketing Fundamentals, Social Media and Social Content Strategy, Facebook, Instagram, and Snapchat Marketing, Twitter, LinkedIn, and YouTube Marketing Business",Social Media Marketing in Practice Specialization
International Leadership and Organizational Behavior,"Not specified Social Network, Leadership, Management, Cross-Cultural Communication LEADERSHIP ACUMEN, NAVIGATING CULTURE, COMMUNICATING EFFECTIVELY, MOTIVATING FOLLOWERS, BUILDING PROFESSIONAL NETWORKS, MANAGING CONFLICTS Business",4.8,16.0,Not applicable,Coursera,"Not specified Social Network, Leadership, Management, Cross-Cultural Communication LEADERSHIP ACUMEN, NAVIGATING CULTURE, COMMUNICATING EFFECTIVELY, MOTIVATING FOLLOWERS, BUILDING PROFESSIONAL NETWORKS, MANAGING CONFLICTS Business",International Leadership and Organizational Behavior
Marketing digital e e-commerce do Google Professional Certificate,"Aprender os fundamentos do marketing digital e e-commerce para desenvolver as habilidades essenciais para uma vaga de trabalho de inicianteAtrair e engajar clientes por meio de canais de marketing digital, como busca e e-mailMedir os resultados de ações de marketing por meio de análises e insights presentesCriar lojas de e-commerce, analisar o desempenho on-line e aumentar a fidelidade do cliente E-Commerce, Email Marketing, Marketing, Otimização para mecanismos de busca (SEO), Publicidade gráfica Fundamentos do marketing digital e do e-commerce, Atrair e engajar clientes com marketing digital, De curtidas a leads: como interagir com os clientes on-line, Pense fora da caixa (de entrada): e-mail marketing, O sucesso por meio das avaliações: análise e medição de marketing, Faça a venda: crie, lance e gerencie lojas de e-commerce, Satisfação garantida: desenvolva a fidelidade de clientes Business",4.9,160.0,Beginner,Coursera,"Learn the fundamentals of digital marketing and e-commerce to develop essential skills for an entry-level job Attract and engage customers through digital marketing channels, such as search and email Measure the results of marketing actions through analysis and insights Create e-commerce stores, analyze online performance, and increase customer loyalty E-Commerce, Email Marketing, Marketing, Search Engine Optimization (SEO), Graphic Advertising Fundamentals of digital marketing and e-commerce, Attract and engage customers with digital marketing, From likes to leads: how to interact with customers online, Think outside the inbox: email marketing, Success through reviews: marketing analysis and measurement, Make the sale: create, launch, and manage e-commerce stores, Guaranteed satisfaction: develop customer loyalty Business",Digital marketing and e-commerce Google Professional Certificate
AI For Everyone （すべての人のためのAIリテラシー講座）,"Not specified Not specified AIの基礎, AI プロジェクトの推進, AIの社内導入と産業活用, AI と社会, 日本におけるAI活用 Business",4.7,7.0,Beginner,Coursera,"AI basics, AI project promotion, internal introduction and industrial utilization of AI, AI and society, AI utilization in Japan Business",AI For Everyone (AI Literacy Course for Everyone)
Learning and Development,"How to create and deliver effective trainings in your organizationHow to evaluate key metrics that will demonstrate training outcomes and results Learning Delivery Methods, Effective Training, Training Needs, Learning Models Introduction to Learning and Development, Structure and Design of Learning, Implementation and Evaluation of Training and Development, Learning Delivery, Application and Evaluation Business",4.7,15.0,Beginner,Coursera,"How to create and deliver effective trainings in your organization. How to evaluate key metrics that will demonstrate training outcomes and results. Learning Delivery Methods, Effective Training, Training Needs, Learning Models. Introduction to Learning and Development, Structure and Design of Learning, Implementation and Evaluation of Training and Development, Learning Delivery, Application and Evaluation Business.",Learning and Development
Financial Planning for Young Adults,"Not specified Risk Management, Budget, Saving, Investment Orientation, Module 1: Setting Financial Goals and Assessing Your Situation, Module 2: Budgeting and Cash Flow Management, Module 3: Saving Strategies, Module 4: The Time Value of Money, Module 5: Borrowing and Credit, Module 6: Investing, Module 7: Risk Management, Module 8: Financial Planning as a Career Business",4.6,20.0,Beginner,Coursera,"Not specified Risk Management, Budget, Saving, Investment Orientation, Module 1: Setting Financial Goals and Assessing Your Situation, Module 2: Budgeting and Cash Flow Management, Module 3: Saving Strategies, Module 4: The Time Value of Money, Module 5: Borrowing and Credit, Module 6: Investing, Module 7: Risk Management, Module 8: Financial Planning as a Career Business",Financial Planning for Young Adults
Digital Fashion Innovation Specialization,"Articulate a Digital Fashion Mindset Vision Statement while defining and summarizing digitalization in the fashion industry. Define your vision with a Digital Fashion Mission Statement and set goals to help you identify what you must do to achieve it.Craft a Digital Fashion Reality Manifesto that sets your intentions and outlines your place in the Digital Transformation of the fashion industry. Digital Transformation in Fashion, Digitalization in Fashion, Fashion Merchandising, Fashion E-Commerce, Digital Fashion Design Digital Fashion Mindset, Digital Fashion Industry, Digital Fashion Reality Business",4.6,40.0,Intermediate,Coursera,"Articulate a Digital Fashion Mindset Vision Statement while defining and summarizing digitalization in the fashion industry. Define your vision with a Digital Fashion Mission Statement and set goals to help you identify what you must do to achieve it.Craft a Digital Fashion Reality Manifesto that sets your intentions and outlines your place in the Digital Transformation of the fashion industry. Digital Transformation in Fashion, Digitalization in Fashion, Fashion Merchandising, Fashion E-Commerce, Digital Fashion Design Digital Fashion Mindset, Digital Fashion Industry, Digital Fashion Reality Business",Digital Fashion Innovation Specialization
International Marketing & Cross Industry Growth  Specialization,"Not specified Business Marketing, Sports Marketing, Marketing Intro to International Marketing, International Marketing Entry and Execution, International B2B (Business to Business) Marketing, International Hospitality & Healthcare Services Marketing, International Entertainment and Sports Marketing, International Marketing & Cross Industry Growth Capstone Project   Business",4.7,40.0,Beginner,Coursera,"Not specified Business Marketing, Sports Marketing, Marketing Intro to International Marketing, International Marketing Entry and Execution, International B2B (Business to Business) Marketing, International Hospitality & Healthcare Services Marketing, International Entertainment and Sports Marketing, International Marketing & Cross Industry Growth Capstone Project   Business",International Marketing & Cross Industry Growth  Specialization
Inspired Leadership Specialization,"Not specified Appreciative Inquiry, Negotiation, Leadership, Emotional Intelligence, Coaching Inspiring Leadership through Emotional Intelligence, Women in Leadership: Inspiring Positive Change, Conversations That Inspire: Coaching Learning, Leadership and Change, Leading Positive Change through Appreciative Inquiry, Be a Leader, Develop a Leader Business",4.8,80.0,Intermediate,Coursera,The text is already in English.,Inspired Leadership Specialization
Financial Acumen for Non-Financial Managers,"Not specified Not specified Module 1: Introduction, Balance Sheet and Income Statement, Module 2: Cash Flow Statement, Module 3: Financial Statement Analysis, Module 4: Linking Non-Financial Metrics to Financial Performance Business",4.5,8.0,Beginner,Coursera,"Not specified Not specified Module 1: Introduction, Balance Sheet and Income Statement, Module 2: Cash Flow Statement, Module 3: Financial Statement Analysis, Module 4: Linking Non-Financial Metrics to Financial Performance Business",Financial Acumen for Non-Financial Managers
What is Compliance?,"Define compliance within an industry settingDescribe the ways in which compliance affects any industry, company, or organizationIdentify the reasons industries, companies, and organizations should engage in complianceExamine the importance of compliance in supporting the financial, reputational, and functional aspects of an industry, company, or organization Risk Management, Compliance, Brand Management, Strategic Planning What is compliance?, Why is Compliance Important?, Compliance & Risk, Developments in the Field of Compliance Business",4.8,10.0,Not applicable,Coursera,"Define compliance within an industry settingDescribe the ways in which compliance affects any industry, company, or organizationIdentify the reasons industries, companies, and organizations should engage in complianceExamine the importance of compliance in supporting the financial, reputational, and functional aspects of an industry, company, or organization Risk Management, Compliance, Brand Management, Strategic Planning What is compliance?, Why is Compliance Important?, Compliance & Risk, Developments in the Field of Compliance Business",What is Compliance?
Liabilities and Equity in Accounting,"Describe the three main characteristics of liabilities.Demonstrate an understanding of the basic payroll accounting functions and tasks.Compare and contrast the different types of equity.Use the accounting equation to describe the financial position of an organization. Accounting, Accounting for Liabilities and Equity, Accounts Payable and Payroll, Long-Term Liabilities and Note Payable, Owner’s Equity and Owner’s Draw Liabilities and Equity in Accounting, Payroll, Obligations, and Loans, Equity and Liabilities, Practice with Liabilities and Equity Business",4.3,13.0,Beginner,Coursera,"Describe the three main characteristics of liabilities.Demonstrate an understanding of the basic payroll accounting functions and tasks.Compare and contrast the different types of equity.Use the accounting equation to describe the financial position of an organization. Accounting, Accounting for Liabilities and Equity, Accounts Payable and Payroll, Long-Term Liabilities and Note Payable, Owner’s Equity and Owner’s Draw Liabilities and Equity in Accounting, Payroll, Obligations, and Loans, Equity and Liabilities, Practice with Liabilities and Equity Business",Liabilities and Equity in Accounting
Auditing I: Conceptual Foundations of Auditing,"Not specified Financial Auditing, Revenue Assurance, Audit Risk About the Course , MODULE 1: Auditing is a Form of Assurance, MODULE 2: The Demand for High Quality Auditing, MODULE 3: Audit Risk and Materiality\t, MODULE 4: The Value of Audits\t, MODULE 5: Financial Statement Auditing\t, MODULE 6: Audit Assertions\t, ""MODULE 7: Auditors Professional & Ethical Responsibilities\t"", MODULE 8: Audit Quality\t Business",4.7,28.0,Intermediate,Coursera,"Not specified Financial Auditing, Revenue Assurance, Audit Risk About the Course , MODULE 1: Auditing is a Form of Assurance, MODULE 2: The Demand for High Quality Auditing, MODULE 3: Audit Risk and Materiality\t, MODULE 4: The Value of Audits\t, MODULE 5: Financial Statement Auditing\t, MODULE 6: Audit Assertions\t, ""MODULE 7: Auditors Professional & Ethical Responsibilities\t"", MODULE 8: Audit Quality\t Business",Auditing I: Conceptual Foundations of Auditing
Emotional Intelligence: Cultivating Immensely Human Interactions,"Explore the possibility of being simultaneously more emotionally attuned and professional at work.Model how to deal with difficult or critical conversations and how to hold more productive conversations.Recognize and understand how information is conveyed in a non-verbal manner. Soft skills, Leadership, Emotional Intelligence, Social Skills, Intrapersonal skills Self-Awareness, Self-Management, Social Awareness, Social Acceleration Business",4.7,20.0,Intermediate,Coursera,"Explore the possibility of being simultaneously more emotionally attuned and professional at work. Model how to deal with difficult or critical conversations and how to hold more productive conversations. Recognize and understand how information is conveyed in a non-verbal manner. Soft skills, Leadership, Emotional Intelligence, Social Skills, Intrapersonal skills Self-Awareness, Self-Management, Social Awareness, Social Acceleration Business",Emotional Intelligence: Cultivating Immensely Human Interactions
"Project Management: Tools, Approaches, Behavioural Skills  Specialization","how to correctly plan and control projectshow to let them fit it in existing organizations how to properly deal with the project team from a behavioral perspective  Scope (Project Management), Risk Management, controlling, Conflict Management, Planning Project Management: Beyond planning and control, Project Management: Life cycle and project planning, Project Management: Control using the Earned Value and Risk Business",4.9,40.0,Beginner,Coursera,"How to correctly plan and control projects, how to integrate them into existing organizations, how to effectively manage the project team from a behavioral perspective. Scope (Project Management), Risk Management, controlling, Conflict Management, Planning Project Management: Beyond planning and control, Project Management: Life cycle and project planning, Project Management: Control using the Earned Value and Risk Business.","Project Management: Tools, Approaches, Behavioural Skills  Specialization"
Innovation: From Creativity to Entrepreneurship Specialization,"Not specified Business Model, Creativity, Innovation, Entrepreneurship, Innovation Management Strategic Innovation: Building and Sustaining Innovative Organizations, Strategic Innovation: Managing Innovation Initiatives, Creativity Toolkit I: Changing Perspectives, Creativity Toolkit II: Creative Collaboration, Entrepreneurship I: Laying the Foundation, Entrepreneurship II: Preparing for Launch, Innovation: From Creativity to Entrepreneurship Capstone Business",4.8,120.0,Beginner,Coursera,"Not specified Business Model, Creativity, Innovation, Entrepreneurship, Innovation Management Strategic Innovation: Building and Sustaining Innovative Organizations, Strategic Innovation: Managing Innovation Initiatives, Creativity Toolkit I: Changing Perspectives, Creativity Toolkit II: Creative Collaboration, Entrepreneurship I: Laying the Foundation, Entrepreneurship II: Preparing for Launch, Innovation: From Creativity to Entrepreneurship Capstone Business",Innovation: From Creativity to Entrepreneurship Specialization
Claves de la Dirección de Empresas Specialization,"Not specified Business Intelligence, Marketing, Marketing Strategy, Financial Accounting, Accounting, Evaluation, Business Analytics, Persona (User Experience), Leadership, Human Resources (HR), Organizational Culture Introducción a la Contabilidad Financiera, Finanzas para directivos, Marketing estratégico: claves para competir con éxito, La gestión de personas y equipos, Análisis de situaciones de negocio Business",4.8,40.0,Beginner,Coursera,"Not specified Business Intelligence, Marketing, Marketing Strategy, Financial Accounting, Accounting, Evaluation, Business Analytics, Persona (User Experience), Leadership, Human Resources (HR), Organizational Culture Introduction to Financial Accounting, Finance for Managers, Strategic Marketing: keys to compete successfully, People and team management, Analysis of business situations.",Keys of the Business Management Specialization
The Fundamentals of Personal Finance Specialization,"Not specified Personal Finance, Budget, Debt Management Plan, money, Retirement Introduction to Personal Finance, Saving Money for the Future, Managing Debt, Fundamentals of Investing, Risk Management in Personal Finance Business",4.6,40.0,Beginner,Coursera,"Not specified Personal Finance, Budget, Debt Management Plan, money, Retirement Introduction to Personal Finance, Saving Money for the Future, Managing Debt, Fundamentals of Investing, Risk Management in Personal Finance Business",The Fundamentals of Personal Finance Specialization
"Federal Taxation I: Individuals, Employees, and Sole Proprietors","Not specified Not specified INTRODUCTION TO THE COURSE, MODULE 1: AN INTRODUCTION TO TAXATION, MODULE 2: COMPUTING THE TAX, MODULE 3: GROSS INCOME, MODULE 4: GROSS INCOME: EXCLUSIONS, MODULE 5: DEDUCTIONS AND LOSSES: IN GENERAL, MODULE 6: BUSINESSS DEDUCTIONS, MODULE 7: ITEMIZED DEDUCTIONS AND RETIREMENT PLANS, MODULE 8: COMPREHENSIVE EXAMPLE Business",4.9,30.0,Intermediate,Coursera,"Introduction to the course is not specified. Module 1: An Introduction to Taxation, Module 2: Computing the Tax, Module 3: Gross Income, Module 4: Gross Income Exclusions, Module 5: Deductions and Losses in General, Module 6: Business Deductions, Module 7: Itemized Deductions and Retirement Plans, Module 8: Comprehensive Example Business.","Federal Taxation I: Individuals, Employees, and Sole Proprietors"
Financing and Investing in Infrastructure,"Not specified Capital Budgeting, Risk Analysis, Project, Finance Project Finance and the Network of Contracts, Syndicate, Risk Analysis, Capital Budgeting, The Financial Sustainability of an Infrastructure Project, How Can Creditors Protect Themselves?, Additional Videos and Final Quiz Business",4.8,10.0,Not applicable,Coursera,"Not specified Capital Budgeting, Risk Analysis, Project, Finance Project Finance and the Network of Contracts, Syndicate, Risk Analysis, Capital Budgeting, The Financial Sustainability of an Infrastructure Project, How Can Creditors Protect Themselves?, Additional Videos and Final Quiz Business",Financing and Investing in Infrastructure
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,"Not specified Investment Management, Portfolio Theories, Financial Markets, Asset Management Defining Your Objectives and Universe, How to Build an Investment Solution, Exploring Specific Portfolio Management Techniques, The Asset Management Industry: Selecting or Becoming a Fund Manager Business",4.6,17.0,Intermediate,Coursera,"Inversiones no especificadas, Teorías de cartera, Mercados financieros, Gestión de activos Definición de sus objetivos y universo, Cómo construir una solución de inversión, Explorando técnicas específicas de gestión de carteras, La industria de gestión de activos: seleccionar o convertirse en un gestor de fondos empresariales.",Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers
Foundational Finance for Strategic Decision Making Specialization,"Understand the sources of value of companiesEvaluate the cash flows of a projectEvaluate the risk of a projectValue a project and a strategy Financial Analysis, Spreadsheet Analysis, Estimation of costs and benefits, Value estimation Introduction to Time Value of Money (TVM), Advanced Concepts in Time Value of Money (TVM), Stocks and Bonds, Advanced Understanding of Stocks and Bonds Business",4.8,40.0,Beginner,Coursera,"Understand the sources of value of companiesEvaluate the cash flows of a projectEvaluate the risk of a projectValue a project and a strategy Financial Analysis, Spreadsheet Analysis, Estimation of costs and benefits, Value estimation Introduction to Time Value of Money (TVM), Advanced Concepts in Time Value of Money (TVM), Stocks and Bonds, Advanced Understanding of Stocks and Bonds Business",Foundational Finance for Strategic Decision Making Specialization
Réussir le Changement,"Not specified Change Management, Communication, Management, Communications Management Introduction : Réussir le Changement, Penser le Changement, Théories du Changement, ""Qualification dun Changement"", Conduite du changement instrumentale, Conduite du changement managériale, Conduite du changement agile Business",4.5,13.0,Not applicable,Coursera,"Not specified Change Management, Communication, Management, Communications Management Introduction : Réussir le Changement, Penser le Changement, Théories du Changement, ""Qualification dun Changement"", Conduite du changement instrumentale, Conduite du changement managériale, Conduite du changement agile Business",Succeeding in Change
Google SEO Fundamentals,"Complete a competitive analysis on a webpage  Interpret brand recognition through social media  Create sitemaps and robot.txt files, plan redirects, and manage site errors  Use a variety of SEO tools to conduct an audience analysis and develop personas of your ideal buyer   Social Media, Keyword Research, Marketing, Mathematical Optimization Getting Started and Introduction to On-page SEO, Introduction to Off-page SEO, Introduction to Technical SEO, Keyword Theory & Research Business",4.8,29.0,Not applicable,Coursera,"Complete a competitive analysis of a webpage. Interpret brand recognition through social media. Create sitemaps and robot.txt files, plan redirects, and manage site errors. Use a variety of SEO tools to conduct an audience analysis and develop personas of your ideal buyer. Social Media, Keyword Research, Marketing, Mathematical Optimization Getting Started and Introduction to On-page SEO, Introduction to Off-page SEO, Introduction to Technical SEO, Keyword Theory & Research Business.",Google SEO Fundamentals
Market Research Specialization,"Essentials of market research  Components of research proposal  and research processSampling approaches, data analysis and interpretation Analyse and interpret data, Develop a research proposal, Use qualitative and quantitative research methodologies, Manage the development and use of different research instruments Introduction to Market Research, Research Methodologies, Research Instruments and Research Hypotheses, Analysis and Interpretation of Data Business",4.5,80.0,Beginner,Coursera,"Essentials of market research  Components of research proposal  and research processSampling approaches, data analysis and interpretation Analyse and interpret data, Develop a research proposal, Use qualitative and quantitative research methodologies, Manage the development and use of different research instruments Introduction to Market Research, Research Methodologies, Research Instruments and Research Hypotheses, Analysis and Interpretation of Data Business",Market Research Specialization
Salesforce Fundamentals Specialization,"Manage user permissions, data security, and object creation.Manage and model data to create reports and data visualization . Automate business processes and integrate Salesforce into an organization. Data Security, Cloud Integration, Cloud Computing, Data Management, Automation Salesforce Basics, Salesforce Reporting, Salesforce Integration, Salesforce Capstone: Organization Integration Business",4.3,80.0,Beginner,Coursera,"Manage user permissions, data security, and object creation.Manage and model data to create reports and data visualization . Automate business processes and integrate Salesforce into an organization. Data Security, Cloud Integration, Cloud Computing, Data Management, Automation Salesforce Basics, Salesforce Reporting, Salesforce Integration, Salesforce Capstone: Organization Integration Business",Salesforce Fundamentals Specialization
"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising Specialization","Understand the major advertising platforms, including: display, video, audio, sponsored, native, social media, search and programmatic.Execute tailored digital advertising campaigns on: Google Ads (Search), Facebook, Instagram, Twitter and Taboola.Interpret ad performance metrics for most popular advertising types and develop measurement plans for a business given an objective.Earn the Google Ads Search Certification. Search Advertising, Native Advertising, Twitter Advertising, Google Ads Search Advertising, Facebook Advertising Introduction to Digital Advertising, Search and Display Advertising, Social Media Advertising, Programmatic Advertising Business",4.6,40.0,Beginner,Coursera,"Understand the major advertising platforms, including: display, video, audio, sponsored, native, social media, search and programmatic.Execute tailored digital advertising campaigns on: Google Ads (Search), Facebook, Instagram, Twitter and Taboola.Interpret ad performance metrics for most popular advertising types and develop measurement plans for a business given an objective.Earn the Google Ads Search Certification. Search Advertising, Native Advertising, Twitter Advertising, Google Ads Search Advertising, Facebook Advertising Introduction to Digital Advertising, Search and Display Advertising, Social Media Advertising, Programmatic Advertising Business","Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising Specialization"
Customer Relationship Management,"Learners will be able to assess the changing landscape of CRM, identifying key trends and future directions that can impact business strategies.Learners will be able to create customer-focused plans that cater to diverse customer needs, enhancing satisfaction and building strong relationshipsStudents leverage data for valuable customer insights, enhancing satisfaction and effective relationship management.Students apply CRM principles for customer segmentation, loyalty programs, optimized sales, driving retention, and enhancing business performance. Market Segmentation, Relationship Building, Problem Solving, CRM, Data-Driven Decision Making Customer Relationship Management  Business",4.5,9.0,Beginner,Coursera,"Learners will be able to assess the changing landscape of CRM, identifying key trends and future directions that can impact business strategies.Learners will be able to create customer-focused plans that cater to diverse customer needs, enhancing satisfaction and building strong relationshipsStudents leverage data for valuable customer insights, enhancing satisfaction and effective relationship management.Students apply CRM principles for customer segmentation, loyalty programs, optimized sales, driving retention, and enhancing business performance. Market Segmentation, Relationship Building, Problem Solving, CRM, Data-Driven Decision Making Customer Relationship Management  Business",Customer Relationship Management
Ethical Leadership Specialization,"Identify ethical & unethical leadership practicesKnow the moral purpose of businessIncorporate business & technical skills into a moral worldview Why Business?, Ethics of Technology, Diverse Leadership, Ethical Leadership, Ethics of Communication Why Business? What is the Role of Business in a Just and Humane Society, Ethics of Communication, Ethics of Technology, The Discipline of Leadership, Leadership for an Increasingly Diverse World, Leading from Within Business",4.9,120.0,Beginner,Coursera,"Identify ethical & unethical leadership practicesKnow the moral purpose of businessIncorporate business & technical skills into a moral worldview Why Business?, Ethics of Technology, Diverse Leadership, Ethical Leadership, Ethics of Communication Why Business? What is the Role of Business in a Just and Humane Society, Ethics of Communication, Ethics of Technology, The Discipline of Leadership, Leadership for an Increasingly Diverse World, Leading from Within Business",Ethical Leadership Specialization
Finanzas personales,"Not specified Personal Advertisement, Personal Finance, Budget, Credit Presupuesto, Ahorro, Inversión, Crédito, Seguros, Consumo responsable Business",4.8,8.0,Not applicable,Coursera,"Not specified Personal Advertisement, Personal Finance, Budget, Credit Presupuesto, Ahorro, Inversión, Crédito, Seguros, Consumo responsable Business",Personal finances
Цифровий маркетинг і електронна комерція від Google Professional Certificate,"Ви вивчите основи цифрового маркетингу та електронної комерції та отримаєте навички, необхідні для роботи на рівні початківцяВи навчитесь привертати увагу клієнтів та залучати їх за допомогою цифрових маркетингових каналів, як-от пошукові системи та електронна поштаВи зможете вимірювати ефективність маркетингової діяльності за допомогою аналітики та найновіших знаньВи навчитесь створювати інтернет-магазини, аналізувати ефективність роботи в Інтернеті та підвищувати лояльність клієнтів Маркетинг електронною поштою, Search Engine Optimization (SEO), Електронна комерція, Медійна реклама, Маркетинг Основи цифрового маркетингу та електронної комерції, Залучення клієнтів за допомогою цифрового маркетингу, Від уподобань до потенційних клієнтів: взаємодія з клієнтами онлайн, Нестандартні рішення в маркетингу електронною поштою, Оцінка успішності: маркетингова аналітика та вимірювання, Здійснення продажів: створення й запуск магазинів електронної комерції, а також керування ними, Задоволення гарантовано: розвиток лояльності клієнтів онлайн Business",4.9,160.0,Beginner,Coursera,"You will learn the basics of digital marketing and e-commerce and acquire the skills necessary to work at a beginner level. You will learn how to attract and engage customers using digital marketing channels such as search engines and email. You will be able to measure the effectiveness of marketing activities using analytics and the latest knowledge. You will learn how to create online stores, analyze performance online, and increase customer loyalty. Email marketing, Search Engine Optimization (SEO), E-commerce, Media advertising, Basics of digital marketing and e-commerce, Attracting customers through digital marketing, From preferences to potential customers: interacting with customers online, Unconventional solutions in email marketing, Performance evaluation: marketing analytics and measurement, Making sales: creating and launching e-commerce stores, as well as managing them, Satisfaction guaranteed: developing customer loyalty online. Business.",Digital marketing and e-commerce from Google Professional Certificate
Management Skills for New Managers,"Overcome obstacles in delegation using the GROW Model.  Understand and navigate complex human communication dynamics.Bust performance management myths and build high-performing teams.  Deliver a stellar onboarding experience and advocate for the team's success.   Delegation, communication techniques, Performance Management, Leadership styles Management Skills for New Managers Business",0.0,5.0,Beginner,Coursera,"Overcome obstacles in delegation using the GROW Model.  Understand and navigate complex human communication dynamics.Bust performance management myths and build high-performing teams.  Deliver a stellar onboarding experience and advocate for the team's success.   Delegation, communication techniques, Performance Management, Leadership styles Management Skills for New Managers Business",Management Skills for New Managers
Digital Marketing Strategy and Planning Specialization,"Not specified E-Commerce Strategy, Search Engine Marketing (SEM) Strategy, Digital Channel Planning, Social Media and Email Marketing Strategy, Display and Video Advertising Strategy, Strategy Execution, Strategic Thinking, Digital Leadership, Customer Experience (CX) Design, Communicating Results, Digital Strategy, Digital Research, Content Marketing, Digital Marketing, Digital transformation Digital Strategy and Business Opportunity, Digital Channel Planning and E-Commerce Strategy, Digital Leadership and Digital Strategy Execution Business",4.6,40.0,Beginner,Coursera,The text is already in English.,Digital Marketing Strategy and Planning Specialization
