Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Streaming HL7 to FHIR Data with Healthcare API,"Gain a general understanding of the Cloud Healthcare API and its role in managing healthcare data.Learn how to create Cloud Healthcare API datasets , HL7 and FHIR stores.Import HL7 data and importing into a FHIR data using the Cloud Healthcare API. Google Cloud Platform, Web Development, Web Application Not specified Health",0.0,1.0,Intermediate,Coursera,"Gain a general understanding of the Cloud Healthcare API and its role in managing healthcare data.Learn how to create Cloud Healthcare API datasets , HL7 and FHIR stores.Import HL7 data and importing into a FHIR data using the Cloud Healthcare API. Google Cloud Platform, Web Development, Web Application Not specified Health",Streaming HL7 to FHIR Data with Healthcare API
食品安全與毒理 (Food Safety & Toxicology),"Not specified Not specified 食品與毒理學原理, 食物與環境污染物, 食物中天然動植物毒素, 食物烹調產生的毒性物質, 食品添加物, 卡路里的毒性效應與總結 Health",4.8,14.0,Beginner,Coursera,"Not specified Not specified Principles of Food and Toxicology, Food and Environmental Contaminants, Naturally Occurring Toxins in Food, Toxic Substances Produced in Food Preparation, Food Additives, Toxic Effects and Summary of Calories. Health",Food Safety & Toxicology
食品安全與風險分析（Food Safety＆Risk Analysis）,"Not specified Not specified 食品安全與風險分析, 風險評估, 風險管理, 風險溝通 1, 風險溝通 2 & 課程回顧 Health",4.9,12.0,Intermediate,Coursera,"Not specified Not specified Food Safety and Risk Analysis, Risk Assessment, Risk Management, Risk Communication 1, Risk Communication 2 & Course Review Health",Food Safety and Risk Analysis
Introduction to Good Clinical Practice,"Explore the clinical trial process, the basics of good clinical practice, and the history of regulatory frameworks for medical treatment and testing. Drug Development, Regulatory frameworks, Good Clinical Practices (GCP), Clinical trial basics, Clinical trial diversity Module One Introduction, Module Two Introduction, Module Three Introduction Health",4.7,3.0,Beginner,Coursera,"Explore the clinical trial process, the basics of good clinical practice, and the history of regulatory frameworks for medical treatment and testing. Drug Development, Regulatory frameworks, Good Clinical Practices (GCP), Clinical trial basics, Clinical trial diversity Module One Introduction, Module Two Introduction, Module Three Introduction Health",Introduction to Good Clinical Practice
"Health, Society, and Wellness in COVID-19 Times ","You will explore perspectives on disease and society and on systemic racism and inequality with scholars across disciplines.You will explore the science and practice of individual and community wellness. You will learn skills relevant to emotions, relationships, common mental health concerns, and learning in the age of Zoom and remote classes. You will learn practices of cooperation, compassion, and anti-racism for community wellness. Education, COVID-19, health, Public Health, Health Care An Orientation to Health, Society, and Wellness in COVID-19 Times, Mental Health and Well-Being in COVID-19 Times, The Public Health Response and Transmission of the COVID-19 Virus, Social Inequities and COVID-19 Health",4.6,52.0,Beginner,Coursera,"You will explore perspectives on disease and society and on systemic racism and inequality with scholars across disciplines.You will explore the science and practice of individual and community wellness. You will learn skills relevant to emotions, relationships, common mental health concerns, and learning in the age of Zoom and remote classes. You will learn practices of cooperation, compassion, and anti-racism for community wellness. Education, COVID-19, health, Public Health, Health Care An Orientation to Health, Society, and Wellness in COVID-19 Times, Mental Health and Well-Being in COVID-19 Times, The Public Health Response and Transmission of the COVID-19 Virus, Social Inequities and COVID-19 Health","Health, Society, and Wellness in COVID-19 Times "
Actualización en el manejo del paciente con diabetes mellitus tipo 2,"Not specified Not specified Importancia del plan de alimentación y la actividad física en el paciente con diabetes mellitus tipo 2, Fármacos utilizados en el manejo del paciente con diabetes mellitus tipo 2 diferentes a la insulina, Insulinoterapia en el paciente con diabetes mellitus tipo 2, Estrategias terapéuticas en el paciente con diabetes mellitus tipo 2, basadas en la presencia de complicaciones crónicas, comorbilidades y situaciones especiales Health",4.9,11.0,Not applicable,Coursera,"Importance of the meal plan and physical activity in patients with type 2 diabetes mellitus, Drugs used in the management of patients with type 2 diabetes mellitus other than insulin, Insulin therapy in patients with type 2 diabetes mellitus, Therapeutic strategies in patients with type 2 diabetes mellitus based on the presence of chronic complications, comorbidities, and special situations. Health.",Update on the management of patients with type 2 diabetes mellitus
Health Data Science Foundation,"Machine Learning, Health Data Processing Graphs, Unsupervised Learning, Autoencoder, Deep Learning Week 1 - Introduction, Week 2 - Health Data, Week 3 - Machine Learning Basics, Week 4 - Deep Neural Networks (DNN) Health",0.0,24.0,Expert,Coursera,"Machine Learning, Health Data Processing Graphs, Unsupervised Learning, Autoencoder, Deep Learning Week 1 - Introduction, Week 2 - Health Data, Week 3 - Machine Learning Basics, Week 4 - Deep Neural Networks (DNN) Health",Health Data Science Foundation
Cancer Biology Specialization,"An introduction to the biology of cancerThe biology behind the steps in cancer metastasisHow to define risk factors for prostate cancerThe stages and treatment for prostate cancer Prostate cancer, Cancer Biology, Metastasis theories, Cancer treatment, Anatomy of metastasis Introduction to the Biology of Cancer, Understanding Cancer Metastasis, Understanding Prostate Cancer Health",4.9,40.0,Beginner,Coursera,"An introduction to the biology of cancerThe biology behind the steps in cancer metastasisHow to define risk factors for prostate cancerThe stages and treatment for prostate cancer Prostate cancer, Cancer Biology, Metastasis theories, Cancer treatment, Anatomy of metastasis Introduction to the Biology of Cancer, Understanding Cancer Metastasis, Understanding Prostate Cancer Health",Cancer Biology Specialization
Global Health Diplomacy,"Not specified Not specified Overview and who are the players in global health diplomacy?, What are the drivers of policy for global health diplomacy? , How is global health financed?, Global health financing institutions, What is global health governance and how does it work?, Global health security , Final Course Assessment Health",4.6,30.0,Beginner,Coursera,"Not specified Not specified Overview and who are the players in global health diplomacy?, What are the drivers of policy for global health diplomacy? , How is global health financed?, Global health financing institutions, What is global health governance and how does it work?, Global health security , Final Course Assessment Health",Global Health Diplomacy
Myocardial Infarction,"Not specified Not specified Our Heart and Cardiovascular System, Risk Factors and Prevention of Cardiovascular Diseases, Acute Coronary Syndrome: Diagnosis & Early Management, Acute Coronary Syndrome: Follow up and Rehabilitation, Heart Failure: Final Stage of Coronary Heart Diseases Health",4.8,25.0,Beginner,Coursera,"No especificado No especificado Nuestro Corazón y Sistema Cardiovascular, Factores de Riesgo y Prevención de Enfermedades Cardiovasculares, Síndrome Coronario Agudo: Diagnóstico y Manejo Temprano, Síndrome Coronario Agudo: Seguimiento y Rehabilitación, Insuficiencia Cardíaca: Etapa Final de las Enfermedades Cardíacas Coronarias.",Myocardial Infarction
Science of Fat Metabolism,"Learn the effects of fat metabolism when under acute and chronic stress.Compare various forms of lipids (fats) within the body.Determine the role of dietary fat and its function within the body.Learn the current dietary guidelines for fat intake. Nutrition Coaching, Fat Types, Fat Intake Guidelines, Fat Metabolism, Healthy Fat Sources ""NASMs Science of Fat Metabolism"" Health",4.3,3.0,Intermediate,Coursera,"Learn the effects of fat metabolism when under acute and chronic stress.Compare various forms of lipids (fats) within the body.Determine the role of dietary fat and its function within the body.Learn the current dietary guidelines for fat intake. Nutrition Coaching, Fat Types, Fat Intake Guidelines, Fat Metabolism, Healthy Fat Sources ""NASMs Science of Fat Metabolism"" Health",Science of Fat Metabolism
"Managing ADHD, Autism, Learning Disabilities, and Concussion in School","Not specified Not specified Attention Deficit Hyperactivity Disorder (ADHD), Autism, Learning Disabilities, Concussions  Health",4.8,9.0,Not applicable,Coursera,"Not specified Not specified Attention Deficit Hyperactivity Disorder (ADHD), Autism, Learning Disabilities, Concussions  Health","Managing ADHD, Autism, Learning Disabilities, and Concussion in School"
Cuidado de heridas en el ámbito hospitalario,"Not specified Not specified Generalidades de las Heridas, Valoración del Paciente con Heridas, Cuidados al Paciente con Heridas, Cuidados a las Heridas más Frecuentes Health",4.8,10.0,Intermediate,Coursera,"Not specified Generalities of Wounds, Assessment of Patients with Wounds, Care for Patients with Wounds, Care for the Most Common Wounds Health",Wound care in the hospital setting
National Academy of Sports Medicine Nutrition Essentials,"Learn the latest and most up-to-date information on nutrition science, behavior change strategies, and nutrition coaching strategies. The program provides all of the information you need to help maximize your client’s success and put them on a path to better eating. Nutritional Science, Nutrition, Behavior Change Strategies, Coaching, Nutrition Coaching NASM Nutrition Coaching Essentials Health",4.6,22.0,Beginner,Coursera,"Learn the latest and most up-to-date information on nutrition science, behavior change strategies, and nutrition coaching strategies. The program provides all of the information you need to help maximize your client’s success and put them on a path to better eating. Nutritional Science, Nutrition, Behavior Change Strategies, Coaching, Nutrition Coaching NASM Nutrition Coaching Essentials Health",National Academy of Sports Medicine Nutrition Essentials
COVID-19: What You Need to Know,"Recognize the symptoms, diagnosis, and treatment of COVID-19Identify how COVID-19 has spread around the worldApply into practice the public health measures we need to help mitigate the spread of COVID-19 Not specified COVID-19: What You Need to Know Health",4.8,3.0,Beginner,Coursera,"Recognize the symptoms, diagnosis, and treatment of COVID-19. Understand how COVID-19 has spread around the world. Implement public health measures to help reduce the spread of COVID-19. Learn more about COVID-19: What You Need to Know for your health.",COVID-19: What You Need to Know
Understanding Medical Research: Your Facebook Friend is Wrong,"How to efficiently read a medical research paper and how to differentiate between good and bad researchThe different tests used in medical research and how to spot common errors in methodology and interoperation for eachRead and understand statistical figures, charts, and graphicsHow best to verify claims made in news articles Research Methods, Medical Writing, Medicine, Medical Terminology, Health Research Welcome!, The Basics, Medical Statistics Made Ridiculously Simple, Types of Medical Studies, How Wrong Conclusions Are Reached, Bias, Fixing the Problems with Medical Studies Health",4.9,16.0,Beginner,Coursera,"How to efficiently read a medical research paper and how to differentiate between good and bad researchThe different tests used in medical research and how to spot common errors in methodology and interoperation for eachRead and understand statistical figures, charts, and graphicsHow best to verify claims made in news articles Research Methods, Medical Writing, Medicine, Medical Terminology, Health Research Welcome!, The Basics, Medical Statistics Made Ridiculously Simple, Types of Medical Studies, How Wrong Conclusions Are Reached, Bias, Fixing the Problems with Medical Studies Health",Understanding Medical Research: Your Facebook Friend is Wrong
Population Health: Health & Health Behaviour,"You'll understand determinants of health behavior and via which mechanisms determinants can be influenced in order to reach behavior change.  You'll gain knowledge on factors that influence health behavior in the context of (chronic) illness.   You'll know what person-centred care involves and how to empower patients in the health care process.  You'll learn how the above theory and methods can be used to create health interventions and how to optimally dissiminate them in clinical practice.  understand illness coping, intervention development, explain behaviour, patient centered communication Welcome to Leiden University, Understanding health behaviour, Understanding health behaviour in the context of illness, Empowering patients, From theory to intervention Health",4.0,26.0,Intermediate,Coursera,"You'll understand determinants of health behavior and via which mechanisms determinants can be influenced in order to reach behavior change.  You'll gain knowledge on factors that influence health behavior in the context of (chronic) illness.   You'll know what person-centred care involves and how to empower patients in the health care process.  You'll learn how the above theory and methods can be used to create health interventions and how to optimally dissiminate them in clinical practice.  understand illness coping, intervention development, explain behaviour, patient centered communication Welcome to Leiden University, Understanding health behaviour, Understanding health behaviour in the context of illness, Empowering patients, From theory to intervention Health",Population Health: Health & Health Behaviour
Nutrition Hot Topics and Controversies,"Learn how the body detoxifies itself through natural processes compared to commonly advertised detoxes and cleanses.Discover the effects of common sweeteners and nonnutritive sweeteners play on health.Learn the difference between genetically modified foods and conventionally grown produce.Compare the nutrients of organic, grass-fed, and pasture-raised animals used in meat production. Nutrition Coaching, Genetically Modified Organisms (GMOs), Organic vs. Conventionally Farmed, Nonnutritive Sweeteners, Detoxes and Cleanses Nutrition Hot Topics and Controversies Health",0.0,2.0,Beginner,Coursera,"Learn how the body detoxifies itself through natural processes compared to commonly advertised detoxes and cleanses.Discover the effects of common sweeteners and nonnutritive sweeteners play on health.Learn the difference between genetically modified foods and conventionally grown produce.Compare the nutrients of organic, grass-fed, and pasture-raised animals used in meat production. Nutrition Coaching, Genetically Modified Organisms (GMOs), Organic vs. Conventionally Farmed, Nonnutritive Sweeteners, Detoxes and Cleanses Nutrition Hot Topics and Controversies Health",Nutrition Hot Topics and Controversies
AIDS: Fear and Hope,"Hear about the histories of the HIV/AIDS epidemic and personal narratives from those who contracted the disease as well as from caretakers.  Experts will share about HIV biology, transmission, testing, prevention, treatment, and the search for a cure. How economics, politics, culture, social patterns, and law are all factors that affect the nature, appearance, and health outcomes of a disease. AIDS, healthcare, Public Health, HIV Unit 1 - Beginnings: A New Disease Surprises The World, Unit 2 - Transmission, Gender, Politics, Unit 3 - Testing (and Some Politics and Memories), Unit 4 - Living With HIV, Unit 5 - Caring for Patients, Unit 6 - Prevention, Art, Poetry, Unit 7 - Wrapping Up Health",4.8,15.0,Beginner,Coursera,"Hear about the histories of the HIV/AIDS epidemic and personal narratives from those who contracted the disease as well as from caretakers.  Experts will share about HIV biology, transmission, testing, prevention, treatment, and the search for a cure. How economics, politics, culture, social patterns, and law are all factors that affect the nature, appearance, and health outcomes of a disease. AIDS, healthcare, Public Health, HIV Unit 1 - Beginnings: A New Disease Surprises The World, Unit 2 - Transmission, Gender, Politics, Unit 3 - Testing (and Some Politics and Memories), Unit 4 - Living With HIV, Unit 5 - Caring for Patients, Unit 6 - Prevention, Art, Poetry, Unit 7 - Wrapping Up Health",AIDS: Fear and Hope
Space Medicine,"Examine the mechanisms that allow certain organisms to overcome impossible odds to survive in a difficult environment.Analyze the ways in which Oxygen, pressure, acceleration and other sustained threats impact the human body in extreme environments.Explore mechanical, biomedical, and electrical engineering problems involved in space travel and potential solutions. Biology, Physics, Medicine, Health Care, Engineering History of Medicine and Aviation, Out of Thin Air, The Price of Leaving, Extremes of Acceleration, Breaking Points, Martian Medicine Health",4.8,10.0,Beginner,Coursera,"Examine the mechanisms that allow certain organisms to overcome impossible odds to survive in a difficult environment.Analyze the ways in which Oxygen, pressure, acceleration and other sustained threats impact the human body in extreme environments.Explore mechanical, biomedical, and electrical engineering problems involved in space travel and potential solutions. Biology, Physics, Medicine, Health Care, Engineering History of Medicine and Aviation, Out of Thin Air, The Price of Leaving, Extremes of Acceleration, Breaking Points, Martian Medicine Health",Space Medicine
Population Health: Study Design,"You will be able to formulate a good research questionYou will  be able to interpret and apply different frequency and effect measuresYou will be able to recognize errors and deal with bias and confoundingYou will be able to describe basic principles of causal inference Clinical Epidemiology, Clinical Study Design, A basic understanding of epidemiological theory, Critical reading and thinking Welcome to Study Design, Design, Measures, Confounding and bias, Inference Health",4.3,28.0,Intermediate,Coursera,"You will be able to formulate a good research questionYou will  be able to interpret and apply different frequency and effect measuresYou will be able to recognize errors and deal with bias and confoundingYou will be able to describe basic principles of causal inference Clinical Epidemiology, Clinical Study Design, A basic understanding of epidemiological theory, Critical reading and thinking Welcome to Study Design, Design, Measures, Confounding and bias, Inference Health",Population Health: Study Design
Epidemics - the Dynamics of Infectious Diseases,"Not specified Biology, Microbiology, Public Health, Vaccine Development Course Introduction, Pathogens, Hosts, Basics of Ecology, Epidemiology, Vaccination, Control Mechanisms, Emergence, Global Health, Ask Us Anything Videos Health",4.8,16.0,Not applicable,Coursera,"Not specified Biology, Microbiology, Public Health, Vaccine Development Course Introduction, Pathogens, Hosts, Basics of Ecology, Epidemiology, Vaccination, Control Mechanisms, Emergence, Global Health, Ask Us Anything Videos Health",Epidemics - the Dynamics of Infectious Diseases
Chinese for Beginners,"Not specified Grammar, Communication, Chinese Language, Speech Who Are You?, When Do You Go To School?, What Do You Like to Eat?, I Like Shopping!, Do You Live in a Big City?, How About the Weather?, What is Your Hobby? Health",4.8,26.0,Not applicable,Coursera,"Not specified Grammar, Communication, Chinese Language, Speech Who Are You?, When Do You Go To School?, What Do You Like to Eat?, I Like Shopping!, Do You Live in a Big City?, How About the Weather?, What is Your Hobby? Health",Chinese for Beginners
医学统计学与SPSS软件（基础篇）,"Not specified Not specified 第一周  绪论, 第二周  统计描述, 第三周  两组数值变量比较的假设检验, 第四周  多组数值变量比较的假设检验, 第五周  分类变量比较的假设检验, 第六周  直线回归与相关, 期末考试 Health",4.6,11.0,Not applicable,Coursera,"Not specified Not specified 第一周  绪论, 第二周  统计描述, 第三周  两组数值变量比较的假设检验, 第四周  多组数值变量比较的假设检验, 第五周  分类变量比较的假设检验, 第六周  直线回归与相关, 期末考试 Health",Medical Statistics and SPSS Software (Basic Level)
Drug Development Product Management Specialization,"Not specified Drug Discovery, Marketing, Drug Regulations, Clinical Trials Drug Discovery , Drug Development, Drug Commercialization  Health",4.7,40.0,Beginner,Coursera,"No especificado Descubrimiento de medicamentos, Marketing, Regulaciones de medicamentos, Ensayos clínicos Descubrimiento de medicamentos, Desarrollo de medicamentos, Comercialización de medicamentos Salud",Drug Development Product Management Specialization
AI for Medicine Specialization,"Diagnose diseases from x-rays and 3D MRI brain imagesPredict patient survival rates more accurately using tree-based modelsEstimate treatment effects on patients using data from randomized trialsAutomate the task of labeling medical datasets using natural language processing Image Segmentation, Machine Learning, natural language extraction, time-to-event modeling, model interpretation AI for Medical Diagnosis, AI for Medical Prognosis , AI For Medical Treatment Health",4.7,80.0,Intermediate,Coursera,"Diagnose diseases from x-rays and 3D MRI brain imagesPredict patient survival rates more accurately using tree-based modelsEstimate treatment effects on patients using data from randomized trialsAutomate the task of labeling medical datasets using natural language processing Image Segmentation, Machine Learning, natural language extraction, time-to-event modeling, model interpretation AI for Medical Diagnosis, AI for Medical Prognosis , AI For Medical Treatment Health",AI for Medicine Specialization
Teaching and Assessing Clinical Skills,"Learn skills and tools to improve the learner experience and knowledge retention in a clinical setting.Understand the importance of feedback and how to provide effective feedback.Implement an effective orientation for your learners. healthcare, Clinical teaching UNIT 1 - PROVIDING FEEDBACK   , UNIT 2 - ORIENTING THE LEARNER, UNIT 3 - USING THE RIME MODEL, UNIT 4 - ENTRUSTMENT AND  AUTONOMY, UNIT 5 - THE BRIEFING, INTER-CASE OR INTRA-OPERATIVE TEACHING, DEBRIEFING (BID) MODEL FOR CLINICAL TEACHING, How to Effectively Incorporate Evidence Based Medicine Teaching into the Clinical Environment, Integration & Summation  Health",4.7,16.0,Intermediate,Coursera,"Learn skills and tools to improve the learner experience and knowledge retention in a clinical setting.Understand the importance of feedback and how to provide effective feedback.Implement an effective orientation for your learners. healthcare, Clinical teaching UNIT 1 - PROVIDING FEEDBACK   , UNIT 2 - ORIENTING THE LEARNER, UNIT 3 - USING THE RIME MODEL, UNIT 4 - ENTRUSTMENT AND  AUTONOMY, UNIT 5 - THE BRIEFING, INTER-CASE OR INTRA-OPERATIVE TEACHING, DEBRIEFING (BID) MODEL FOR CLINICAL TEACHING, How to Effectively Incorporate Evidence Based Medicine Teaching into the Clinical Environment, Integration & Summation  Health",Teaching and Assessing Clinical Skills
 System Administration and IT Infrastructure Services,"Not specified Directory Service, Lightweight Directory Access Protocol (LDAP), Backup What is System Administration?, Network and Infrastructure Services, Software and Platform Services, Directory Services, Data Recovery & Backups, Final Project Health",4.7,26.0,Beginner,Coursera,The text is already in English., System Administration and IT Infrastructure Services
"Big Data, Genes, and Medicine","Not specified Bioinformatics, Data Clustering Algorithms, Big Data, R Programming Genes and Data, Preparing Datasets for Analysis, Finding Differentially Expressed Genes, Predicting Diseases from Genes, Determining Gene Alterations, Clustering and Pathway Analysis Health",4.2,40.0,Expert,Coursera,"Not specified Bioinformatics, Data Clustering Algorithms, Big Data, R Programming Genes and Data, Preparing Datasets for Analysis, Finding Differentially Expressed Genes, Predicting Diseases from Genes, Determining Gene Alterations, Clustering and Pathway Analysis Health","Big Data, Genes, and Medicine"
#talkmentalillness,"You will be able to talk about mental illness and the stigma surrounding it, as well as describe common psychological disorders and their treatments.You will be able to describe the relationship between racism and systemic inequality and mental health treatment.You will be able to apply the science of happiness to your own life. Talking about Suicide, Reducing Stigma Around Mental Illness, Talking about Anxiety, Mental Health Awareness, Talking about Depression Public Perceptions of Mental Illness, Specific Psychological Disorders, Serious Mental Illness, Disproportionate Impacts on Marginalized Communities, Evidence-based Approaches to Treatments & the Science of Happiness, Final Project Health",4.5,13.0,Beginner,Coursera,"You will be able to talk about mental illness and the stigma surrounding it, as well as describe common psychological disorders and their treatments.You will be able to describe the relationship between racism and systemic inequality and mental health treatment.You will be able to apply the science of happiness to your own life. Talking about Suicide, Reducing Stigma Around Mental Illness, Talking about Anxiety, Mental Health Awareness, Talking about Depression Public Perceptions of Mental Illness, Specific Psychological Disorders, Serious Mental Illness, Disproportionate Impacts on Marginalized Communities, Evidence-based Approaches to Treatments & the Science of Happiness, Final Project Health",#talkmentalillness
"Cannabis, Chronic Pain, and Related Disorders","Describe the types of chronic pain and possible treatmentsIdentify the strengths and limitations of current treatments for chronic pain, opioid use disorder, obesity, sleep dysfunction, and cancer psychology research, mood and anxiety disorders, cannabis and health, Chronic Pain Management, CBD and THC Chronic Pain and Cannabis, Opioid Epidemic and Cannabis, Obesity/Type 2 Diabetes, Sleep, and Cannabis, Cancer and Cannabis Health",4.7,13.0,Beginner,Coursera,"Describe the different types of chronic pain and potential treatments. Evaluate the advantages and disadvantages of current treatments for chronic pain, opioid use disorder, obesity, sleep disorders, cancer psychology research, mood and anxiety disorders, cannabis and health, chronic pain management, CBD and THC for chronic pain, the opioid epidemic and cannabis, obesity/type 2 diabetes, sleep disorders, and cannabis, as well as cancer and cannabis health.","Cannabis, Chronic Pain, and Related Disorders"
Robotics Specialization,"Motion PlanningMatlabEstimation Motion Planning, Particle Filter, Matlab Robotics: Aerial Robotics, Robotics: Computational Motion Planning, Robotics: Mobility, Robotics: Perception, Robotics: Estimation and Learning, Robotics: Capstone Health",4.3,120.0,Beginner,Coursera,"Motion PlanningMatlabEstimation Motion Planning, Particle Filter, Matlab Robotics: Aerial Robotics, Robotics: Computational Motion Planning, Robotics: Mobility, Robotics: Perception, Robotics: Estimation and Learning, Robotics: Capstone Health",Robotics Specialization
Translational Science  Specialization,"Explore what constitutes translational science.Understand the role of the federal government and industry in the support and regulation of this research.Discover how to begin a career in translational science. healthcare, Research, Translational science Introduction to Translational Science , Translating Basic Research into Research for Humans , Translating Research to Patients, Translating Research to Communities , Translating Research to Healthcare Policy  Health",4.1,40.0,Beginner,Coursera,"Explore what constitutes translational science.Understand the role of the federal government and industry in the support and regulation of this research.Discover how to begin a career in translational science. healthcare, Research, Translational science Introduction to Translational Science , Translating Basic Research into Research for Humans , Translating Research to Patients, Translating Research to Communities , Translating Research to Healthcare Policy  Health",Translational Science  Specialization
Take the Lead on Healthcare Quality Improvement,"Not specified Quality Of Service Week 1: Getting Started , Week 2, Week 3, Week 4, Week 5, Week 6 Health",4.5,29.0,Beginner,Coursera,"Quality Of Service Week 1: Getting Started, Week 2, Week 3, Week 4, Week 5, Week 6 Health",Take the Lead on Healthcare Quality Improvement
Business and Marketing Strategies Specialization,"Not specified Not specified Fundamentals of Marketing Strategy, Fundamentals of International Business, Operations Systems Excellence, Consumption, Marketing and Culture Health",4.4,80.0,Beginner,Coursera,"Not specified Not specified Fundamentals of Marketing Strategy, Fundamentals of International Business, Operations Systems Excellence, Consumption, Marketing and Culture Health",Business and Marketing Strategies Specialization
Business Foundations Specialization,"Understand branding and go-to-market strategiesRead income statements, balance sheets, and cash flow statementsManage people through motivation and reward systemsAnalyze and improve business processes in services or manufacturing Financial Accounting, Accounting, Financial Statement, Balance Sheet, Decision-Making, Change Management, Human Resources (HR), Process Management, Operations Management, Six Sigma, Inventory, Finance, Marketing, Positioning (Marketing), Marketing Strategy, Customer Satisfaction, Discounted Cash Flow, Corporate Finance, Cash Flow Analysis Introduction to Marketing, Introduction to Financial Accounting, Managing Social and Human Capital, Introduction to Corporate Finance, Introduction to Operations Management, Wharton Business Foundations Capstone Health",4.7,80.0,Beginner,Coursera,"Understand branding and go-to-market strategiesRead income statements, balance sheets, and cash flow statementsManage people through motivation and reward systemsAnalyze and improve business processes in services or manufacturing Financial Accounting, Accounting, Financial Statement, Balance Sheet, Decision-Making, Change Management, Human Resources (HR), Process Management, Operations Management, Six Sigma, Inventory, Finance, Marketing, Positioning (Marketing), Marketing Strategy, Customer Satisfaction, Discounted Cash Flow, Corporate Finance, Cash Flow Analysis Introduction to Marketing, Introduction to Financial Accounting, Managing Social and Human Capital, Introduction to Corporate Finance, Introduction to Operations Management, Wharton Business Foundations Capstone Health",Business Foundations Specialization
Medical Billing and Coding Fundamentals Specialization,"Gain an understanding of the expectations of an allied healthcare professional in the workplaceAnalyze and understand medical terminologyDescribe the phases of the revenue cycleGain an understanding of basic insurance terminology Medical Ethics, Payment Processing, Medical language, Emotional Strength, Professional Communication, human anatomy, Medical Coding, Patient Interaction, Medical Billing, Insurance Verification, Medical Terminology, Understanding Revenue Professionalism in Allied Health, Medical Terminology and the Human Body Fundamentals, Medical Billing and Coding Essentials Health",4.8,40.0,Beginner,Coursera,"Gain an understanding of the expectations of an allied healthcare professional in the workplace. Analyze and understand medical terminology. Describe the phases of the revenue cycle. Gain an understanding of basic insurance terminology. Medical Ethics, Payment Processing, Medical language, Emotional Strength, Professional Communication, human anatomy, Medical Coding, Patient Interaction, Medical Billing, Insurance Verification, Medical Terminology, Understanding Revenue Professionalism in Allied Health, Medical Terminology and the Human Body Fundamentals, Medical Billing and Coding Essentials Health.",Medical Billing and Coding Fundamentals Specialization
"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization","Make more environmentally sustainable food choicesEat mindfully and rebuild your relationship with foodCook using simple, fresh ingredients for health and enjoyment mindful eating, sensible shopping, Cooking, food mindfulness, sustainable eating Rebuilding Our Relationship with Food, Introduction to Food and Our Environment, Cooking for Busy Healthy People Health",4.8,40.0,Beginner,Coursera,"Make more environmentally sustainable food choicesEat mindfully and rebuild your relationship with foodCook using simple, fresh ingredients for health and enjoyment mindful eating, sensible shopping, Cooking, food mindfulness, sustainable eating Rebuilding Our Relationship with Food, Introduction to Food and Our Environment, Cooking for Busy Healthy People Health","Food Sustainability, Mindful Eating, and Healthy Cooking Specialization"
Healthier Materials and Sustainable Building Specialization,"Examine the human health, environmental, and social impacts of design materialsCreate healthier alternative approaches to traditional material selection processes and project executionEvaluate design project communication to promote transparency, healthier materials, and buy-in Materials, Green Design, Sustainability, Health Transparency and Disclosures, Environmental Impacts of Design Building Materials and Human Health, Material Chemistry and Sustainable Building, Sustainable Building: Design and Specification, Sustainable Construction in a Circular Economy Health",4.8,120.0,Intermediate,Coursera,The text is already in English.,Healthier Materials and Sustainable Building Specialization
AI in Healthcare Capstone,"Not specified Not specified Getting Started, Phase 1: Data Collection, Phase 2: Model Training Part 1, Phase 3: Model Training Part 2, Phase 4: Model Evaluation, Phase 5: Model Deployment and Regulation, Wrap Up Health",4.7,10.0,Not applicable,Coursera,"No especificado No especificado Comenzando, Fase 1: Recopilación de datos, Fase 2: Entrenamiento del modelo Parte 1, Fase 3: Entrenamiento del modelo Parte 2, Fase 4: Evaluación del modelo, Fase 5: Implementación y Regulación del modelo, Conclusión Salud",AI in Healthcare Capstone
Introduction to Statistics & Data Analysis in Public Health,"Defend the critical role of statistics in modern public health research and practice Describe a data set from scratch, including data item features and data quality issues, using descriptive statistics and graphical methods in RSelect and apply appropriate methods to formulate and examine statistical associations between variables within a data set in R  Interpret the output from your analysis and appraise the role of chance and bias   Run basic analyses in R, Formulate a scientific hypothesis, R Programming, Understand common data distributions and types of variables Introduction to Statistics in Public Health, Types of Variables, Common Distributions and Sampling, Introduction to R and RStudio, Hypothesis Testing in R Health",4.7,15.0,Beginner,Coursera,"Defend the critical role of statistics in modern public health research and practice. Describe a data set from scratch, including data item features and data quality issues, using descriptive statistics and graphical methods in R. Select and apply appropriate methods to formulate and examine statistical associations between variables within a data set in R. Interpret the output from your analysis and appraise the role of chance and bias. Run basic analyses in R, formulate a scientific hypothesis, use R programming, understand common data distributions and types of variables. Introduction to Statistics in Public Health, types of variables, common distributions and sampling, introduction to R and RStudio, hypothesis testing in R Health.",Introduction to Statistics & Data Analysis in Public Health
